UTC time,nat_gas,hydro,wind,biomass,unknown
2023-11-01 00:00:00,149.0,37.0,40.0,15.0,11.0
2023-11-01 01:00:00,149.0,35.0,44.0,15.0,11.0
2023-11-01 02:00:00,148.0,38.0,46.0,18.0,15.0
2023-11-01 03:00:00,150.0,40.0,68.0,15.0,11.0
2023-11-01 04:00:00,150.0,40.0,78.0,19.0,15.0
2023-11-01 05:00:00,150.0,11.0,81.0,22.0,16.0
2023-11-01 06:00:00,149.0,249.0,78.0,22.0,16.0
2023-11-01 07:00:00,150.0,228.0,64.0,24.0,16.0
2023-11-01 08:00:00,150.0,231.0,66.0,24.0,16.0
2023-11-01 09:00:00,151.0,242.0,72.0,24.0,16.0
2023-11-01 10:00:00,151.0,239.0,71.0,23.0,16.0
2023-11-01 11:00:00,149.0,280.0,59.0,23.0,16.0
2023-11-01 12:00:00,148.0,395.0,50.0,21.0,13.0
2023-11-01 13:00:00,150.0,479.0,53.0,23.0,14.0
2023-11-01 14:00:00,149.0,485.0,47.0,25.0,16.0
2023-11-01 15:00:00,148.0,603.0,42.0,27.0,17.0
2023-11-01 16:00:00,151.0,561.0,49.0,28.0,18.0
2023-11-01 17:00:00,151.0,534.0,39.0,28.0,18.0
2023-11-01 18:00:00,151.0,507.0,31.0,28.0,18.0
2023-11-01 19:00:00,73.0,501.0,26.0,27.0,17.0
2023-11-01 20:00:00,0.0,291.0,20.0,26.0,17.0
2023-11-01 21:00:00,0.0,260.0,14.0,27.0,17.0
2023-11-01 22:00:00,0.0,215.0,12.0,25.0,14.0
2023-11-01 23:00:00,0.0,6.0,4.0,24.0,16.0
