Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
43392,2023-12-14 00:00:00,2024-07-17 00:00:00,3.1,255.89,429.0,182.0,0.0,33.0,19.0
43393,2023-12-14 01:00:00,2024-07-17 00:00:00,3.1,265.18,430.0,156.0,0.0,35.0,18.0
43394,2023-12-14 02:00:00,2024-07-17 00:00:00,3.1,257.43,430.0,175.0,0.0,34.0,17.0
43395,2023-12-14 03:00:00,2024-07-17 00:00:00,3.1,253.95,430.0,184.0,0.0,34.0,17.0
43396,2023-12-14 04:00:00,2024-07-17 00:00:00,3.1,251.37,434.0,193.0,0.0,35.0,18.0
43397,2023-12-14 05:00:00,2024-07-17 00:00:00,3.1,261.19,456.0,178.0,0.0,36.0,20.0
43398,2023-12-14 06:00:00,2024-07-17 00:00:00,3.1,215.24,457.0,322.0,4.0,36.0,20.0
43399,2023-12-14 07:00:00,2024-07-17 00:00:00,3.1,215.57,456.0,323.0,1.0,36.0,20.0
43400,2023-12-14 08:00:00,2024-07-17 00:00:00,3.1,216.09,456.0,322.0,0.0,36.0,20.0
43401,2023-12-14 09:00:00,2024-07-17 00:00:00,3.1,197.39,456.0,397.0,4.0,36.0,20.0
43402,2023-12-14 10:00:00,2024-07-17 00:00:00,3.1,195.44,457.0,407.0,4.0,36.0,20.0
43403,2023-12-14 11:00:00,2024-07-17 00:00:00,3.1,194.22,455.0,407.0,8.0,36.0,20.0
43404,2023-12-14 12:00:00,2024-07-17 00:00:00,3.1,212.43,454.0,322.0,18.0,36.0,23.0
43405,2023-12-14 13:00:00,2024-07-17 00:00:00,3.1,208.77,455.0,334.0,22.0,41.0,26.0
43406,2023-12-14 14:00:00,2024-07-17 00:00:00,3.1,206.62,456.0,334.0,27.0,37.0,21.0
43407,2023-12-14 15:00:00,2024-07-17 00:00:00,3.1,207.7,455.0,332.0,26.0,40.0,24.0
43408,2023-12-14 16:00:00,2024-07-17 00:00:00,3.1,204.84,455.0,331.0,35.0,37.0,20.0
43409,2023-12-14 17:00:00,2024-07-17 00:00:00,3.1,238.57,456.0,204.0,39.0,35.0,19.0
43410,2023-12-14 18:00:00,2024-07-17 00:00:00,3.1,249.16,456.0,175.0,35.0,36.0,19.0
43411,2023-12-14 19:00:00,2024-07-17 00:00:00,3.1,251.19,455.0,175.0,30.0,36.0,20.0
43412,2023-12-14 20:00:00,2024-07-17 00:00:00,3.1,248.65,455.0,175.0,36.0,36.0,19.0
43413,2023-12-14 21:00:00,2024-07-17 00:00:00,3.1,245.03,457.0,175.0,50.0,35.0,20.0
43414,2023-12-14 22:00:00,2024-07-17 00:00:00,3.1,251.58,451.0,149.0,54.0,35.0,20.0
43415,2023-12-14 23:00:00,2024-07-17 00:00:00,3.1,244.56,451.0,175.0,47.0,35.0,19.0
