Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42984,2023-11-27 00:00:00,2024-07-17 00:00:00,3.1,380.85,408.0,126.0,0.0,31.0,16.0
42985,2023-11-27 01:00:00,2024-07-17 00:00:00,3.1,334.53,408.0,212.0,0.0,33.0,16.0
42986,2023-11-27 02:00:00,2024-07-17 00:00:00,3.1,291.89,408.0,313.0,4.0,32.0,15.0
42987,2023-11-27 03:00:00,2024-07-17 00:00:00,3.1,291.0,408.0,315.0,6.0,32.0,16.0
42988,2023-11-27 04:00:00,2024-07-17 00:00:00,3.1,290.71,408.0,319.0,3.0,32.0,16.0
42989,2023-11-27 05:00:00,2024-07-17 00:00:00,3.1,300.49,408.0,297.0,0.0,34.0,18.0
42990,2023-11-27 06:00:00,2024-07-17 00:00:00,3.1,282.33,455.0,388.0,0.0,34.0,18.0
42991,2023-11-27 07:00:00,2024-07-17 00:00:00,3.1,277.76,455.0,402.0,2.0,34.0,18.0
42992,2023-11-27 08:00:00,2024-07-17 00:00:00,3.1,291.11,454.0,340.0,17.0,34.0,18.0
42993,2023-11-27 09:00:00,2024-07-17 00:00:00,3.1,295.39,454.0,340.0,4.0,34.0,18.0
42994,2023-11-27 10:00:00,2024-07-17 00:00:00,3.1,296.63,455.0,340.0,1.0,34.0,18.0
42995,2023-11-27 11:00:00,2024-07-17 00:00:00,3.1,270.53,454.0,428.0,2.0,33.0,18.0
42996,2023-11-27 12:00:00,2024-07-17 00:00:00,3.1,284.82,543.0,447.0,2.0,32.0,18.0
42997,2023-11-27 13:00:00,2024-07-17 00:00:00,3.1,285.17,544.0,447.0,1.0,34.0,18.0
42998,2023-11-27 14:00:00,2024-07-17 00:00:00,3.1,282.45,542.0,448.0,9.0,34.0,18.0
42999,2023-11-27 15:00:00,2024-07-17 00:00:00,3.1,280.36,534.0,450.0,9.0,34.0,18.0
43000,2023-11-27 16:00:00,2024-07-17 00:00:00,3.1,216.77,354.0,529.0,19.0,35.0,18.0
43001,2023-11-27 17:00:00,2024-07-17 00:00:00,3.1,216.66,304.0,449.0,28.0,35.0,18.0
43002,2023-11-27 18:00:00,2024-07-17 00:00:00,3.1,242.66,304.0,355.0,27.0,36.0,20.0
43003,2023-11-27 19:00:00,2024-07-17 00:00:00,3.1,246.03,304.0,348.0,23.0,36.0,20.0
43004,2023-11-27 20:00:00,2024-07-17 00:00:00,3.1,272.43,304.0,276.0,13.0,34.0,17.0
43005,2023-11-27 21:00:00,2024-07-17 00:00:00,3.1,264.3,299.0,277.0,30.0,34.0,18.0
43006,2023-11-27 22:00:00,2024-07-17 00:00:00,3.1,296.3,349.0,230.0,35.0,34.0,18.0
43007,2023-11-27 23:00:00,2024-07-17 00:00:00,3.1,420.18,350.0,31.0,26.0,33.0,17.0
