Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
40080,2023-07-29 00:00:00,220.88,1.0,27.0,4.0,15.0,12.0
40081,2023-07-29 01:00:00,358.82,1.0,1.0,6.0,14.0,12.0
40082,2023-07-29 02:00:00,368.97,1.0,0.0,6.0,14.0,12.0
40083,2023-07-29 03:00:00,387.0,1.0,0.0,4.0,15.0,12.0
40084,2023-07-29 04:00:00,399.13,1.0,0.0,3.0,15.0,12.0
40085,2023-07-29 05:00:00,354.81,1.0,0.0,8.0,15.0,13.0
40086,2023-07-29 06:00:00,309.59,0.0,0.0,13.0,15.0,13.0
40087,2023-07-29 07:00:00,267.73,0.0,0.0,18.0,15.0,12.0
40088,2023-07-29 08:00:00,260.22,0.0,0.0,21.0,16.0,13.0
40089,2023-07-29 09:00:00,230.16,0.0,0.0,30.0,17.0,14.0
40090,2023-07-29 10:00:00,196.42,0.0,0.0,44.0,18.0,15.0
40091,2023-07-29 11:00:00,187.26,0.0,0.0,48.0,18.0,15.0
40092,2023-07-29 12:00:00,180.23,0.0,0.0,48.0,17.0,14.0
40093,2023-07-29 13:00:00,179.39,0.0,0.0,45.0,16.0,13.0
40094,2023-07-29 14:00:00,204.13,1.0,0.0,37.0,16.0,13.0
40095,2023-07-29 15:00:00,234.18,1.0,0.0,28.0,15.0,13.0
40096,2023-07-29 16:00:00,78.75,1.0,192.0,15.0,16.0,14.0
40097,2023-07-29 17:00:00,66.23,1.0,273.0,7.0,16.0,14.0
40098,2023-07-29 18:00:00,55.39,1.0,379.0,8.0,16.0,14.0
40099,2023-07-29 19:00:00,50.46,1.0,437.0,14.0,18.0,13.0
40100,2023-07-29 20:00:00,73.71,1.0,201.0,17.0,20.0,12.0
40101,2023-07-29 21:00:00,202.97,1.0,26.0,11.0,19.0,12.0
40102,2023-07-29 22:00:00,347.34,0.0,0.0,7.0,16.0,12.0
40103,2023-07-29 23:00:00,350.79,0.0,0.0,7.0,15.0,12.0
