UTC time,nat_gas,hydro,wind,biomass,unknown
2023-05-05 00:00:00,0.0,550.0,22.0,18.0,17.0
2023-05-05 01:00:00,0.0,549.0,15.0,18.0,17.0
2023-05-05 02:00:00,0.0,566.0,12.0,19.0,17.0
2023-05-05 03:00:00,0.0,602.0,13.0,19.0,17.0
2023-05-05 04:00:00,0.0,529.0,7.0,19.0,17.0
2023-05-05 05:00:00,0.0,639.0,17.0,19.0,17.0
2023-05-05 06:00:00,0.0,655.0,34.0,19.0,18.0
2023-05-05 07:00:00,0.0,653.0,38.0,22.0,20.0
2023-05-05 08:00:00,0.0,588.0,25.0,20.0,18.0
2023-05-05 09:00:00,0.0,500.0,27.0,20.0,19.0
2023-05-05 10:00:00,0.0,470.0,29.0,20.0,19.0
2023-05-05 11:00:00,0.0,488.0,35.0,21.0,19.0
2023-05-05 12:00:00,0.0,499.0,33.0,21.0,20.0
2023-05-05 13:00:00,0.0,501.0,29.0,21.0,20.0
2023-05-05 14:00:00,0.0,707.0,25.0,21.0,20.0
2023-05-05 15:00:00,0.0,722.0,32.0,20.0,19.0
2023-05-05 16:00:00,0.0,794.0,33.0,20.0,19.0
2023-05-05 17:00:00,0.0,797.0,19.0,20.0,18.0
2023-05-05 18:00:00,0.0,739.0,14.0,19.0,18.0
2023-05-05 19:00:00,0.0,704.0,15.0,19.0,17.0
2023-05-05 20:00:00,0.0,618.0,19.0,18.0,17.0
2023-05-05 21:00:00,0.0,533.0,20.0,18.0,17.0
2023-05-05 22:00:00,0.0,378.0,18.0,18.0,17.0
2023-05-05 23:00:00,0.0,378.0,25.0,19.0,17.0
