Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37584,2023-04-16 00:00:00,2024-07-17 00:00:00,3.1,5.18,0.0,1404.0,11.0,16.0,13.0
37585,2023-04-16 01:00:00,2024-07-17 00:00:00,3.1,10.16,0.0,1406.0,13.0,27.0,26.0
37586,2023-04-16 02:00:00,2024-07-17 00:00:00,3.1,7.09,0.0,1406.0,16.0,20.0,18.0
37587,2023-04-16 03:00:00,2024-07-17 00:00:00,3.1,5.91,0.0,1406.0,20.0,18.0,15.0
37588,2023-04-16 04:00:00,2024-07-17 00:00:00,3.1,6.29,0.0,1408.0,21.0,18.0,16.0
37589,2023-04-16 05:00:00,2024-07-17 00:00:00,3.1,6.69,0.0,1409.0,15.0,21.0,17.0
37590,2023-04-16 06:00:00,2024-07-17 00:00:00,3.1,6.33,0.0,1409.0,7.0,22.0,16.0
37591,2023-04-16 07:00:00,2024-07-17 00:00:00,3.1,5.54,0.0,1410.0,7.0,21.0,14.0
37592,2023-04-16 08:00:00,2024-07-17 00:00:00,3.1,4.75,0.0,1410.0,11.0,19.0,12.0
37593,2023-04-16 09:00:00,2024-07-17 00:00:00,3.1,5.53,0.0,1410.0,12.0,20.0,14.0
37594,2023-04-16 10:00:00,2024-07-17 00:00:00,3.1,7.48,0.0,1410.0,6.0,25.0,19.0
37595,2023-04-16 11:00:00,2024-07-17 00:00:00,3.1,5.95,0.0,1410.0,3.0,22.0,15.0
37596,2023-04-16 12:00:00,2024-07-17 00:00:00,3.1,4.76,0.0,1410.0,9.0,19.0,12.0
37597,2023-04-16 13:00:00,2024-07-17 00:00:00,3.1,4.76,0.0,1410.0,10.0,19.0,12.0
37598,2023-04-16 14:00:00,2024-07-17 00:00:00,3.1,4.37,0.0,1411.0,9.0,18.0,11.0
37599,2023-04-16 15:00:00,2024-07-17 00:00:00,3.1,4.63,1.0,1411.0,4.0,18.0,11.0
37600,2023-04-16 16:00:00,2024-07-17 00:00:00,3.1,5.43,1.0,1410.0,1.0,20.0,13.0
37601,2023-04-16 17:00:00,2024-07-17 00:00:00,3.1,5.42,1.0,1411.0,1.0,21.0,13.0
37602,2023-04-16 18:00:00,2024-07-17 00:00:00,3.1,5.81,1.0,1411.0,3.0,21.0,14.0
37603,2023-04-16 19:00:00,2024-07-17 00:00:00,3.1,6.19,1.0,1411.0,3.0,22.0,15.0
37604,2023-04-16 20:00:00,2024-07-17 00:00:00,3.1,7.87,3.0,1411.0,1.0,24.0,18.0
37605,2023-04-16 21:00:00,2024-07-17 00:00:00,3.1,10.28,19.0,1411.0,2.0,21.0,14.0
37606,2023-04-16 22:00:00,2024-07-17 00:00:00,3.1,17.38,38.0,1410.0,9.0,26.0,21.0
37607,2023-04-16 23:00:00,2024-07-17 00:00:00,3.1,22.75,63.0,1411.0,10.0,26.0,20.0
