Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
38904,2023-06-10 00:00:00,2024-07-17 00:00:00,3.1,43.27,2.0,83.0,47.0,8.0,10.0
38905,2023-06-10 01:00:00,2024-07-17 00:00:00,3.1,55.95,2.0,48.0,48.0,8.0,10.0
38906,2023-06-10 02:00:00,2024-07-17 00:00:00,3.1,40.31,2.0,89.0,52.0,8.0,10.0
38907,2023-06-10 03:00:00,2024-07-17 00:00:00,3.1,45.07,2.0,89.0,35.0,8.0,10.0
38908,2023-06-10 04:00:00,2024-07-17 00:00:00,3.1,46.36,2.0,101.0,19.0,8.0,10.0
38909,2023-06-10 05:00:00,2024-07-17 00:00:00,3.1,48.39,2.0,106.0,18.0,9.0,11.0
38910,2023-06-10 06:00:00,2024-07-17 00:00:00,3.1,45.54,1.0,86.0,40.0,9.0,11.0
38911,2023-06-10 07:00:00,2024-07-17 00:00:00,3.1,81.09,0.0,9.0,49.0,9.0,11.0
38912,2023-06-10 08:00:00,2024-07-17 00:00:00,3.1,95.83,0.0,0.0,42.0,8.0,10.0
38913,2023-06-10 09:00:00,2024-07-17 00:00:00,3.1,100.88,0.0,0.0,38.0,9.0,10.0
38914,2023-06-10 10:00:00,2024-07-17 00:00:00,3.1,78.77,0.0,14.0,41.0,8.0,10.0
38915,2023-06-10 11:00:00,2024-07-17 00:00:00,3.1,92.74,0.0,1.0,43.0,8.0,10.0
38916,2023-06-10 12:00:00,2024-07-17 00:00:00,3.1,87.12,0.0,0.0,48.0,8.0,10.0
38917,2023-06-10 13:00:00,2024-07-17 00:00:00,3.1,88.46,0.0,0.0,47.0,8.0,10.0
38918,2023-06-10 14:00:00,2024-07-17 00:00:00,3.1,93.01,0.0,0.0,48.0,9.0,11.0
38919,2023-06-10 15:00:00,2024-07-17 00:00:00,3.1,102.99,0.0,0.0,45.0,10.0,12.0
38920,2023-06-10 16:00:00,2024-07-17 00:00:00,3.1,29.06,1.0,205.0,40.0,11.0,13.0
38921,2023-06-10 17:00:00,2024-07-17 00:00:00,3.1,17.25,1.0,434.0,28.0,11.0,14.0
38922,2023-06-10 18:00:00,2024-07-17 00:00:00,3.1,16.77,1.0,458.0,17.0,12.0,14.0
38923,2023-06-10 19:00:00,2024-07-17 00:00:00,3.1,16.91,1.0,420.0,19.0,11.0,13.0
38924,2023-06-10 20:00:00,2024-07-17 00:00:00,3.1,22.48,1.0,302.0,23.0,10.0,13.0
38925,2023-06-10 21:00:00,2024-07-17 00:00:00,3.1,32.09,0.0,158.0,35.0,10.0,12.0
38926,2023-06-10 22:00:00,2024-07-17 00:00:00,3.1,37.87,0.0,106.0,41.0,9.0,11.0
38927,2023-06-10 23:00:00,2024-07-17 00:00:00,3.1,38.8,0.0,101.0,42.0,9.0,11.0
