Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
35568,2023-01-22 00:00:00,2024-07-17 00:00:00,3.1,136.88,229.0,791.0,41.0,31.0,19.0
35569,2023-01-22 01:00:00,2024-07-17 00:00:00,3.1,106.3,151.0,880.0,38.0,36.0,23.0
35570,2023-01-22 02:00:00,2024-07-17 00:00:00,3.1,104.27,151.0,880.0,33.0,33.0,19.0
35571,2023-01-22 03:00:00,2024-07-17 00:00:00,3.1,100.42,151.0,942.0,31.0,35.0,19.0
35572,2023-01-22 04:00:00,2024-07-17 00:00:00,3.1,100.13,151.0,947.0,32.0,36.0,19.0
35573,2023-01-22 05:00:00,2024-07-17 00:00:00,3.1,113.46,200.0,980.0,29.0,36.0,19.0
35574,2023-01-22 06:00:00,2024-07-17 00:00:00,3.1,112.92,211.0,1041.0,29.0,36.0,20.0
35575,2023-01-22 07:00:00,2024-07-17 00:00:00,3.1,112.68,210.0,1045.0,25.0,36.0,20.0
35576,2023-01-22 08:00:00,2024-07-17 00:00:00,3.1,113.33,211.0,1044.0,21.0,36.0,20.0
35577,2023-01-22 09:00:00,2024-07-17 00:00:00,3.1,133.25,270.0,994.0,20.0,35.0,20.0
35578,2023-01-22 10:00:00,2024-07-17 00:00:00,3.1,137.13,281.0,988.0,15.0,35.0,20.0
35579,2023-01-22 11:00:00,2024-07-17 00:00:00,3.1,162.8,391.0,1004.0,11.0,35.0,20.0
35580,2023-01-22 12:00:00,2024-07-17 00:00:00,3.1,163.44,392.0,1003.0,8.0,35.0,20.0
35581,2023-01-22 13:00:00,2024-07-17 00:00:00,3.1,163.35,391.0,1002.0,8.0,36.0,20.0
35582,2023-01-22 14:00:00,2024-07-17 00:00:00,3.1,163.55,391.0,1001.0,7.0,36.0,20.0
35583,2023-01-22 15:00:00,2024-07-17 00:00:00,3.1,164.84,401.0,1013.0,5.0,36.0,20.0
35584,2023-01-22 16:00:00,2024-07-17 00:00:00,3.1,166.82,401.0,1013.0,5.0,40.0,25.0
35585,2023-01-22 17:00:00,2024-07-17 00:00:00,3.1,166.78,402.0,1026.0,7.0,43.0,28.0
35586,2023-01-22 18:00:00,2024-07-17 00:00:00,3.1,163.84,402.0,1027.0,4.0,36.0,20.0
35587,2023-01-22 19:00:00,2024-07-17 00:00:00,3.1,163.76,402.0,1024.0,4.0,36.0,19.0
35588,2023-01-22 20:00:00,2024-07-17 00:00:00,3.1,175.9,401.0,905.0,2.0,35.0,19.0
35589,2023-01-22 21:00:00,2024-07-17 00:00:00,3.1,178.22,401.0,905.0,0.0,39.0,24.0
35590,2023-01-22 22:00:00,2024-07-17 00:00:00,3.1,175.89,399.0,899.0,0.0,33.0,18.0
35591,2023-01-22 23:00:00,2024-07-17 00:00:00,3.1,195.04,401.0,751.0,0.0,31.0,18.0
