Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
36864,2023-03-17 00:00:00,85.5,150.0,554.0,0.0,31.0,15.0
36865,2023-03-17 01:00:00,89.2,150.0,554.0,0.0,38.0,22.0
36866,2023-03-17 02:00:00,86.3,151.0,554.0,0.0,33.0,16.0
36867,2023-03-17 03:00:00,88.09,155.0,555.0,1.0,34.0,17.0
36868,2023-03-17 04:00:00,114.22,236.0,556.0,4.0,33.0,16.0
36869,2023-03-17 05:00:00,103.07,241.0,658.0,11.0,33.0,17.0
36870,2023-03-17 06:00:00,98.14,242.0,706.0,14.0,33.0,17.0
36871,2023-03-17 07:00:00,100.36,242.0,698.0,7.0,35.0,19.0
36872,2023-03-17 08:00:00,101.51,243.0,690.0,11.0,35.0,20.0
36873,2023-03-17 09:00:00,106.13,240.0,707.0,13.0,49.0,39.0
36874,2023-03-17 10:00:00,68.66,154.0,873.0,17.0,44.0,35.0
36875,2023-03-17 11:00:00,70.5,152.0,819.0,28.0,42.0,34.0
36876,2023-03-17 12:00:00,64.28,151.0,814.0,32.0,31.0,20.0
36877,2023-03-17 13:00:00,67.54,150.0,756.0,34.0,32.0,20.0
36878,2023-03-17 14:00:00,65.86,150.0,783.0,37.0,35.0,21.0
36879,2023-03-17 15:00:00,56.17,151.0,946.0,30.0,34.0,18.0
36880,2023-03-17 16:00:00,57.26,152.0,924.0,34.0,35.0,18.0
36881,2023-03-17 17:00:00,58.92,152.0,889.0,44.0,36.0,19.0
36882,2023-03-17 18:00:00,64.43,154.0,798.0,48.0,35.0,19.0
36883,2023-03-17 19:00:00,85.49,150.0,527.0,51.0,30.0,19.0
36884,2023-03-17 20:00:00,86.46,150.0,503.0,58.0,27.0,17.0
36885,2023-03-17 21:00:00,83.32,150.0,548.0,62.0,30.0,21.0
36886,2023-03-17 22:00:00,82.41,150.0,552.0,59.0,26.0,19.0
36887,2023-03-17 23:00:00,92.95,150.0,465.0,64.0,27.0,21.0
