UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-09-04 00:00:00,2024-07-17 00:00:00,3.1,3.663830517632397,286.3311182146151,285.3439134614345,0.0,0.0016703751612138,183.63098,36.08047,3.0,17.921,10.82071
2023-09-04 01:00:00,2024-07-17 00:00:00,3.1,4.050216430926803,286.56930023898667,285.7530921299101,0.0,0.0,167.84057,0.0,3.0,17.3063,10.84486
2023-09-04 02:00:00,2024-07-17 00:00:00,3.1,4.050216430926803,286.56930023898667,285.7530921299101,0.0,0.0,155.3391,0.0,5.0,17.31926,10.80904
2023-09-04 03:00:00,2024-07-17 00:00:00,3.1,4.050216430926803,286.56930023898667,285.7530921299101,0.0,0.0,143.47354,0.0,5.0,18.10175,11.07202
2023-09-04 04:00:00,2024-07-17 00:00:00,3.1,5.061976481280943,289.1829947002916,286.606392786032,35.46244489948497,0.0001894115338926,139.93414,0.0,5.0,17.73035,10.65991
2023-09-04 05:00:00,2024-07-17 00:00:00,3.1,5.061976481280943,289.1829947002916,286.606392786032,35.46244489948497,0.0001894115338926,148.35408,0.37592,5.0,17.5095,10.63164
2023-09-04 06:00:00,2024-07-17 00:00:00,3.1,5.061976481280943,289.1829947002916,286.606392786032,35.46244489948497,0.0001894115338926,160.10837,31.68183,5.0,16.7053,10.89486
2023-09-04 07:00:00,2024-07-17 00:00:00,3.1,5.999826656612673,293.24115451899945,286.9089202013845,400.7793544702942,0.0,163.16286,63.59167,5.0,17.7245,10.6763
2023-09-04 08:00:00,2024-07-17 00:00:00,3.1,5.999826656612673,293.24115451899945,286.9089202013845,400.7793544702942,0.0,174.81909,76.50967,10.0,17.63947,10.83617
2023-09-04 09:00:00,2024-07-17 00:00:00,3.1,5.999826656612673,293.24115451899945,286.9089202013845,400.7793544702942,0.0,182.20811,85.21082,8.0,17.76941,9.85291
2023-09-04 10:00:00,2024-07-17 00:00:00,3.1,6.089061271422084,294.4334779208446,286.8723975185433,445.2741810269311,0.0,200.00625,108.52604,11.0,17.52425,11.41322
2023-09-04 11:00:00,2024-07-17 00:00:00,3.1,6.089061271422084,294.4334779208446,286.8723975185433,445.2741810269311,0.0,215.9066,128.42026,13.0,17.90405,10.88276
2023-09-04 12:00:00,2024-07-17 00:00:00,3.1,6.089061271422084,294.4334779208446,286.8723975185433,445.2741810269311,0.0,223.84615,128.02268,13.0,17.65181,11.0771
2023-09-04 13:00:00,2024-07-17 00:00:00,3.1,5.653522360653113,293.31541489704387,287.0692200673767,316.08731600343793,0.0,231.53636,108.18562,13.0,18.05642,10.91445
2023-09-04 14:00:00,2024-07-17 00:00:00,3.1,5.653522360653113,293.31541489704387,287.0692200673767,316.08731600343793,0.0,239.41472,105.61177,13.0,16.96289,10.7737
2023-09-04 15:00:00,2024-07-17 00:00:00,3.1,5.653522360653113,293.31541489704387,287.0692200673767,316.08731600343793,0.0,241.65345,89.62553,5.0,17.29373,11.42636
2023-09-04 16:00:00,2024-07-17 00:00:00,3.1,4.449833223944651,289.7123557809481,286.5005257945749,187.34433972525883,0.0,243.93718,83.86641,4.0,17.91926,11.56487
2023-09-04 17:00:00,2024-07-17 00:00:00,3.1,4.449833223944651,289.7123557809481,286.5005257945749,187.34433972525883,0.0,238.29291,82.95599,4.0,17.86572,11.50158
