Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
41160,2023-09-12 00:00:00,481.5,242.0,0.0,0.0,16.0,9.0
41161,2023-09-12 01:00:00,480.75,244.0,0.0,1.0,15.0,9.0
41162,2023-09-12 02:00:00,451.74,242.0,16.0,3.0,15.0,9.0
41163,2023-09-12 03:00:00,366.76,247.0,88.0,4.0,16.0,10.0
41164,2023-09-12 04:00:00,313.57,309.0,193.0,3.0,19.0,10.0
41165,2023-09-12 05:00:00,344.8,397.0,184.0,0.0,22.0,11.0
41166,2023-09-12 06:00:00,344.68,311.0,146.0,0.0,23.0,12.0
41167,2023-09-12 07:00:00,344.34,306.0,145.0,0.0,24.0,13.0
41168,2023-09-12 08:00:00,385.3,306.0,91.0,0.0,25.0,15.0
41169,2023-09-12 09:00:00,471.16,306.0,4.0,3.0,25.0,15.0
41170,2023-09-12 10:00:00,468.52,308.0,0.0,9.0,26.0,16.0
41171,2023-09-12 11:00:00,460.82,306.0,0.0,15.0,25.0,15.0
41172,2023-09-12 12:00:00,458.51,308.0,0.0,17.0,25.0,15.0
41173,2023-09-12 13:00:00,465.11,350.0,0.0,14.0,24.0,14.0
41174,2023-09-12 14:00:00,462.31,375.0,0.0,18.0,22.0,12.0
41175,2023-09-12 15:00:00,463.69,337.0,0.0,15.0,20.0,11.0
41176,2023-09-12 16:00:00,289.73,338.0,258.0,9.0,19.0,11.0
41177,2023-09-12 17:00:00,229.32,395.0,514.0,12.0,19.0,11.0
41178,2023-09-12 18:00:00,293.78,396.0,281.0,17.0,18.0,10.0
41179,2023-09-12 19:00:00,421.64,398.0,60.0,7.0,17.0,10.0
41180,2023-09-12 20:00:00,422.29,391.0,60.0,6.0,15.0,10.0
41181,2023-09-12 21:00:00,404.4,254.0,49.0,8.0,15.0,9.0
41182,2023-09-12 22:00:00,469.08,280.0,0.0,10.0,15.0,10.0
41183,2023-09-12 23:00:00,472.12,282.0,0.0,8.0,15.0,10.0
