UTC time,nat_gas,hydro,wind,biomass,unknown
2023-10-16 00:00:00,0.0,0.0,34.0,22.0,14.0
2023-10-16 01:00:00,0.0,0.0,47.0,22.0,14.0
2023-10-16 02:00:00,0.0,1.0,54.0,23.0,14.0
2023-10-16 03:00:00,0.0,40.0,61.0,25.0,14.0
2023-10-16 04:00:00,0.0,132.0,62.0,29.0,14.0
2023-10-16 05:00:00,0.0,275.0,60.0,30.0,15.0
2023-10-16 06:00:00,0.0,232.0,62.0,30.0,16.0
2023-10-16 07:00:00,0.0,231.0,72.0,31.0,17.0
2023-10-16 08:00:00,0.0,175.0,77.0,31.0,17.0
2023-10-16 09:00:00,0.0,156.0,76.0,32.0,17.0
2023-10-16 10:00:00,0.0,150.0,75.0,32.0,17.0
2023-10-16 11:00:00,0.0,189.0,74.0,31.0,17.0
2023-10-16 12:00:00,0.0,179.0,73.0,31.0,17.0
2023-10-16 13:00:00,3.0,175.0,74.0,30.0,16.0
2023-10-16 14:00:00,3.0,299.0,74.0,30.0,15.0
2023-10-16 15:00:00,4.0,312.0,71.0,29.0,16.0
2023-10-16 16:00:00,3.0,379.0,77.0,29.0,16.0
2023-10-16 17:00:00,7.0,349.0,74.0,28.0,16.0
2023-10-16 18:00:00,19.0,253.0,75.0,27.0,16.0
2023-10-16 19:00:00,40.0,149.0,75.0,24.0,15.0
2023-10-16 20:00:00,44.0,116.0,68.0,22.0,15.0
2023-10-16 21:00:00,44.0,122.0,58.0,22.0,15.0
2023-10-16 22:00:00,43.0,1.0,51.0,21.0,13.0
2023-10-16 23:00:00,44.0,0.0,46.0,21.0,13.0
