UTC time,nat_gas,hydro,wind,biomass,unknown
2023-05-18 00:00:00,0.0,187.0,15.0,24.0,23.0
2023-05-18 01:00:00,0.0,283.0,15.0,33.0,34.0
2023-05-18 02:00:00,0.0,279.0,6.0,33.0,34.0
2023-05-18 03:00:00,0.0,279.0,2.0,22.0,20.0
2023-05-18 04:00:00,0.0,393.0,1.0,19.0,14.0
2023-05-18 05:00:00,0.0,428.0,0.0,23.0,14.0
2023-05-18 06:00:00,0.0,420.0,2.0,40.0,31.0
2023-05-18 07:00:00,0.0,415.0,5.0,38.0,26.0
2023-05-18 08:00:00,0.0,422.0,9.0,48.0,42.0
2023-05-18 09:00:00,0.0,304.0,10.0,54.0,54.0
2023-05-18 10:00:00,0.0,254.0,10.0,46.0,47.0
2023-05-18 11:00:00,0.0,269.0,8.0,26.0,25.0
2023-05-18 12:00:00,0.0,313.0,8.0,35.0,36.0
2023-05-18 13:00:00,0.0,296.0,9.0,36.0,37.0
2023-05-18 14:00:00,0.0,297.0,7.0,30.0,30.0
2023-05-18 15:00:00,0.0,304.0,5.0,19.0,17.0
2023-05-18 16:00:00,0.0,483.0,2.0,18.0,16.0
2023-05-18 17:00:00,0.0,543.0,1.0,21.0,17.0
2023-05-18 18:00:00,0.0,706.0,0.0,22.0,17.0
2023-05-18 19:00:00,0.0,720.0,1.0,24.0,17.0
2023-05-18 20:00:00,0.0,664.0,0.0,25.0,17.0
2023-05-18 21:00:00,0.0,347.0,0.0,22.0,17.0
2023-05-18 22:00:00,0.0,183.0,1.0,18.0,16.0
2023-05-18 23:00:00,0.0,165.0,1.0,18.0,16.0
