Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
42360,2023-11-01 00:00:00,2024-07-17 00:00:00,3.1,339.24,149.0,37.0,40.0,15.0,11.0
42361,2023-11-01 01:00:00,2024-07-17 00:00:00,3.1,336.55,149.0,35.0,44.0,15.0,11.0
42362,2023-11-01 02:00:00,2024-07-17 00:00:00,3.1,334.26,148.0,38.0,46.0,18.0,15.0
42363,2023-11-01 03:00:00,2024-07-17 00:00:00,3.1,304.08,150.0,40.0,68.0,15.0,11.0
42364,2023-11-01 04:00:00,2024-07-17 00:00:00,3.1,298.64,150.0,40.0,78.0,19.0,15.0
42365,2023-11-01 05:00:00,2024-07-17 00:00:00,3.1,324.7,150.0,11.0,81.0,22.0,16.0
42366,2023-11-01 06:00:00,2024-07-17 00:00:00,3.1,186.97,149.0,249.0,78.0,22.0,16.0
42367,2023-11-01 07:00:00,2024-07-17 00:00:00,3.1,199.99,150.0,228.0,64.0,24.0,16.0
42368,2023-11-01 08:00:00,2024-07-17 00:00:00,3.1,198.13,150.0,231.0,66.0,24.0,16.0
42369,2023-11-01 09:00:00,2024-07-17 00:00:00,3.1,192.69,151.0,242.0,72.0,24.0,16.0
42370,2023-11-01 10:00:00,2024-07-17 00:00:00,3.1,193.99,151.0,239.0,71.0,23.0,16.0
42371,2023-11-01 11:00:00,2024-07-17 00:00:00,3.1,183.81,149.0,280.0,59.0,23.0,16.0
42372,2023-11-01 12:00:00,2024-07-17 00:00:00,3.1,153.88,148.0,395.0,50.0,21.0,13.0
42373,2023-11-01 13:00:00,2024-07-17 00:00:00,3.1,140.01,150.0,479.0,53.0,23.0,14.0
42374,2023-11-01 14:00:00,2024-07-17 00:00:00,3.1,141.44,149.0,485.0,47.0,25.0,16.0
42375,2023-11-01 15:00:00,2024-07-17 00:00:00,3.1,126.12,148.0,603.0,42.0,27.0,17.0
42376,2023-11-01 16:00:00,2024-07-17 00:00:00,3.1,132.63,151.0,561.0,49.0,28.0,18.0
42377,2023-11-01 17:00:00,2024-07-17 00:00:00,3.1,138.02,151.0,534.0,39.0,28.0,18.0
42378,2023-11-01 18:00:00,2024-07-17 00:00:00,3.1,143.59,151.0,507.0,31.0,28.0,18.0
42379,2023-11-01 19:00:00,2024-07-17 00:00:00,3.1,102.78,73.0,501.0,26.0,27.0,17.0
42380,2023-11-01 20:00:00,2024-07-17 00:00:00,3.1,70.86,0.0,291.0,20.0,26.0,17.0
42381,2023-11-01 21:00:00,2024-07-17 00:00:00,3.1,77.06,0.0,260.0,14.0,27.0,17.0
42382,2023-11-01 22:00:00,2024-07-17 00:00:00,3.1,78.35,0.0,215.0,12.0,25.0,14.0
42383,2023-11-01 23:00:00,2024-07-17 00:00:00,3.1,338.16,0.0,6.0,4.0,24.0,16.0
