Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,nat_gas,hydro,wind,biomass,unknown
37776,2023-04-24 00:00:00,2024-07-17 00:00:00,3.1,33.79,0.0,1138.0,29.0,16.0,13.0
37777,2023-04-24 01:00:00,2024-07-17 00:00:00,3.1,34.5,0.0,1099.0,10.0,16.0,13.0
37778,2023-04-24 02:00:00,2024-07-17 00:00:00,3.1,34.65,0.0,1101.0,2.0,16.0,13.0
37779,2023-04-24 03:00:00,2024-07-17 00:00:00,3.1,34.31,0.0,1141.0,1.0,16.0,13.0
37780,2023-04-24 04:00:00,2024-07-17 00:00:00,3.1,34.4,1.0,1177.0,0.0,16.0,13.0
37781,2023-04-24 05:00:00,2024-07-17 00:00:00,3.1,34.75,1.0,1199.0,0.0,16.0,14.0
37782,2023-04-24 06:00:00,2024-07-17 00:00:00,3.1,36.25,1.0,1189.0,0.0,18.0,16.0
37783,2023-04-24 07:00:00,2024-07-17 00:00:00,3.1,36.28,1.0,1186.0,0.0,18.0,16.0
37784,2023-04-24 08:00:00,2024-07-17 00:00:00,3.1,35.43,1.0,1218.0,0.0,18.0,15.0
37785,2023-04-24 09:00:00,2024-07-17 00:00:00,3.1,49.86,1.0,1223.0,0.0,36.0,38.0
37786,2023-04-24 10:00:00,2024-07-17 00:00:00,3.1,44.11,1.0,1236.0,0.0,29.0,29.0
37787,2023-04-24 11:00:00,2024-07-17 00:00:00,3.1,35.75,1.0,1234.0,3.0,18.0,16.0
37788,2023-04-24 12:00:00,2024-07-17 00:00:00,3.1,36.27,1.0,1185.0,1.0,18.0,16.0
37789,2023-04-24 13:00:00,2024-07-17 00:00:00,3.1,36.6,1.0,1155.0,0.0,18.0,16.0
37790,2023-04-24 14:00:00,2024-07-17 00:00:00,3.1,35.74,1.0,1112.0,0.0,17.0,14.0
37791,2023-04-24 15:00:00,2024-07-17 00:00:00,3.1,36.1,2.0,1111.0,2.0,17.0,14.0
37792,2023-04-24 16:00:00,2024-07-17 00:00:00,3.1,38.18,6.0,1067.0,4.0,17.0,14.0
37793,2023-04-24 17:00:00,2024-07-17 00:00:00,3.1,38.9,6.0,1035.0,16.0,17.0,15.0
37794,2023-04-24 18:00:00,2024-07-17 00:00:00,3.1,37.19,6.0,1106.0,19.0,16.0,14.0
37795,2023-04-24 19:00:00,2024-07-17 00:00:00,3.1,36.74,6.0,1088.0,48.0,16.0,14.0
37796,2023-04-24 20:00:00,2024-07-17 00:00:00,3.1,34.39,0.0,1088.0,12.0,15.0,13.0
37797,2023-04-24 21:00:00,2024-07-17 00:00:00,3.1,34.63,0.0,1059.0,22.0,16.0,13.0
37798,2023-04-24 22:00:00,2024-07-17 00:00:00,3.1,40.44,0.0,689.0,32.0,16.0,14.0
37799,2023-04-24 23:00:00,2024-07-17 00:00:00,3.1,45.04,0.0,673.0,39.0,20.0,18.0
