Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
43200,2023-12-06 00:00:00,0.0,3020.0,898.0,0.0,27.0
43201,2023-12-06 01:00:00,0.0,3020.0,743.0,0.0,21.0
43202,2023-12-06 02:00:00,0.0,3026.0,756.0,0.0,20.0
43203,2023-12-06 03:00:00,0.0,3026.0,836.0,0.0,17.0
43204,2023-12-06 04:00:00,0.0,3018.0,1191.0,0.0,17.0
43205,2023-12-06 05:00:00,0.0,3021.0,2424.0,0.0,12.0
43206,2023-12-06 06:00:00,0.0,3025.0,3455.0,0.0,10.0
43207,2023-12-06 07:00:00,0.0,3023.0,4049.0,5.0,10.0
43208,2023-12-06 08:00:00,0.0,3015.0,4078.0,24.0,9.0
43209,2023-12-06 09:00:00,0.0,3014.0,3953.0,510.0,4.0
43210,2023-12-06 10:00:00,0.0,3015.0,3869.0,452.0,4.0
43211,2023-12-06 11:00:00,0.0,3015.0,3346.0,624.0,5.0
43212,2023-12-06 12:00:00,0.0,3015.0,3090.0,288.0,4.0
43213,2023-12-06 13:00:00,0.0,3014.0,3451.0,259.0,4.0
43214,2023-12-06 14:00:00,0.0,3013.0,3823.0,164.0,3.0
43215,2023-12-06 15:00:00,0.0,3013.0,3934.0,18.0,2.0
43216,2023-12-06 16:00:00,0.0,3016.0,4008.0,0.0,1.0
43217,2023-12-06 17:00:00,0.0,3016.0,4071.0,0.0,3.0
43218,2023-12-06 18:00:00,0.0,3017.0,4128.0,0.0,2.0
43219,2023-12-06 19:00:00,0.0,3017.0,3811.0,0.0,4.0
43220,2023-12-06 20:00:00,0.0,3018.0,3409.0,0.0,2.0
43221,2023-12-06 21:00:00,0.0,3020.0,2409.0,0.0,2.0
43222,2023-12-06 22:00:00,0.0,3021.0,1572.0,0.0,2.0
43223,2023-12-06 23:00:00,0.0,3022.0,884.0,0.0,2.0
