Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
42432,2023-11-04 00:00:00,15.78,3012.0,1409.0,0.0,37.0
42433,2023-11-04 01:00:00,15.68,3012.0,1349.0,0.0,34.0
42434,2023-11-04 02:00:00,15.59,3013.0,1302.0,0.0,32.0
42435,2023-11-04 03:00:00,15.61,3010.0,1316.0,0.0,37.0
42436,2023-11-04 04:00:00,15.82,3012.0,1432.0,0.0,43.0
42437,2023-11-04 05:00:00,15.98,3010.0,1524.0,0.0,50.0
42438,2023-11-04 06:00:00,16.44,3012.0,1765.0,10.0,51.0
42439,2023-11-04 07:00:00,17.63,3012.0,1687.0,240.0,52.0
42440,2023-11-04 08:00:00,17.52,3010.0,1521.0,260.0,57.0
42441,2023-11-04 09:00:00,16.74,3010.0,1442.0,146.0,60.0
42442,2023-11-04 10:00:00,19.3,3010.0,1378.0,622.0,58.0
42443,2023-11-04 11:00:00,18.68,3011.0,1376.0,502.0,57.0
42444,2023-11-04 12:00:00,16.53,3009.0,1506.0,96.0,60.0
42445,2023-11-04 13:00:00,17.02,3009.0,1635.0,144.0,59.0
42446,2023-11-04 14:00:00,16.75,3008.0,1736.0,71.0,57.0
42447,2023-11-04 15:00:00,16.81,3005.0,1997.0,15.0,57.0
42448,2023-11-04 16:00:00,16.68,3006.0,1966.0,0.0,58.0
42449,2023-11-04 17:00:00,16.65,3005.0,1948.0,0.0,57.0
42450,2023-11-04 18:00:00,16.53,3003.0,1862.0,0.0,53.0
42451,2023-11-04 19:00:00,16.12,3006.0,1608.0,0.0,53.0
42452,2023-11-04 20:00:00,15.88,3004.0,1468.0,0.0,50.0
42453,2023-11-04 21:00:00,15.85,3005.0,1447.0,0.0,47.0
42454,2023-11-04 22:00:00,15.75,3004.0,1398.0,0.0,53.0
42455,2023-11-04 23:00:00,15.38,3005.0,1206.0,0.0,54.0
