UTC time,nuclear,hydro,solar,wind
2023-09-12 00:00:00,2587.0,1915.0,0.0,2.0
2023-09-12 01:00:00,2589.0,1727.0,0.0,1.0
2023-09-12 02:00:00,2589.0,1973.0,0.0,1.0
2023-09-12 03:00:00,2589.0,2773.0,0.0,1.0
2023-09-12 04:00:00,2593.0,3166.0,0.0,2.0
2023-09-12 05:00:00,2591.0,3601.0,19.0,3.0
2023-09-12 06:00:00,2599.0,3662.0,146.0,4.0
2023-09-12 07:00:00,2595.0,3307.0,712.0,3.0
2023-09-12 08:00:00,2588.0,2751.0,831.0,3.0
2023-09-12 09:00:00,2580.0,1740.0,1346.0,2.0
2023-09-12 10:00:00,2424.0,1572.0,1382.0,2.0
2023-09-12 11:00:00,2558.0,1240.0,1723.0,2.0
2023-09-12 12:00:00,2552.0,1446.0,1789.0,4.0
2023-09-12 13:00:00,2554.0,1906.0,1686.0,4.0
2023-09-12 14:00:00,2587.0,2492.0,1498.0,3.0
2023-09-12 15:00:00,2615.0,3166.0,982.0,6.0
2023-09-12 16:00:00,2657.0,3492.0,387.0,10.0
2023-09-12 17:00:00,2668.0,3683.0,70.0,6.0
2023-09-12 18:00:00,2676.0,3633.0,0.0,7.0
2023-09-12 19:00:00,2691.0,3404.0,0.0,12.0
2023-09-12 20:00:00,2695.0,3025.0,0.0,17.0
2023-09-12 21:00:00,2695.0,2077.0,0.0,23.0
2023-09-12 22:00:00,2697.0,2344.0,0.0,15.0
2023-09-12 23:00:00,2701.0,1492.0,0.0,11.0
