Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
43176,2023-12-05 00:00:00,0.0,3022.0,593.0,0.0,50.0
43177,2023-12-05 01:00:00,0.0,3022.0,645.0,0.0,50.0
43178,2023-12-05 02:00:00,0.0,3021.0,616.0,0.0,48.0
43179,2023-12-05 03:00:00,0.0,3022.0,681.0,0.0,45.0
43180,2023-12-05 04:00:00,0.0,3021.0,682.0,0.0,42.0
43181,2023-12-05 05:00:00,0.0,3019.0,2035.0,0.0,43.0
43182,2023-12-05 06:00:00,0.0,3019.0,2693.0,0.0,44.0
43183,2023-12-05 07:00:00,0.0,3019.0,2988.0,0.0,43.0
43184,2023-12-05 08:00:00,0.0,3021.0,3089.0,0.0,39.0
43185,2023-12-05 09:00:00,0.0,3020.0,2885.0,1.0,37.0
43186,2023-12-05 10:00:00,0.0,3019.0,2936.0,3.0,37.0
43187,2023-12-05 11:00:00,0.0,2842.0,2800.0,72.0,42.0
43188,2023-12-05 12:00:00,0.0,3018.0,2724.0,50.0,44.0
43189,2023-12-05 13:00:00,0.0,3015.0,2827.0,31.0,41.0
43190,2023-12-05 14:00:00,0.0,3015.0,2997.0,1.0,41.0
43191,2023-12-05 15:00:00,0.0,3016.0,3261.0,0.0,45.0
43192,2023-12-05 16:00:00,0.0,3017.0,3633.0,0.0,41.0
43193,2023-12-05 17:00:00,0.0,3017.0,3799.0,0.0,44.0
43194,2023-12-05 18:00:00,0.0,3020.0,3709.0,0.0,44.0
43195,2023-12-05 19:00:00,0.0,3020.0,3422.0,0.0,47.0
43196,2023-12-05 20:00:00,0.0,3021.0,2232.0,0.0,42.0
43197,2023-12-05 21:00:00,0.0,3020.0,1660.0,0.0,39.0
43198,2023-12-05 22:00:00,0.0,3020.0,908.0,0.0,35.0
43199,2023-12-05 23:00:00,0.0,3020.0,1038.0,0.0,31.0
