Unnamed: 0,UTC time,carbon_intensity,nuclear,hydro,solar,wind
43752,2023-12-29 00:00:00,13.35,3018.0,392.0,0.0,36.0
43753,2023-12-29 01:00:00,13.25,3018.0,359.0,0.0,37.0
43754,2023-12-29 02:00:00,13.24,3020.0,355.0,0.0,41.0
43755,2023-12-29 03:00:00,13.28,3019.0,369.0,0.0,41.0
43756,2023-12-29 04:00:00,13.36,3019.0,394.0,0.0,38.0
43757,2023-12-29 05:00:00,13.39,3018.0,404.0,0.0,40.0
43758,2023-12-29 06:00:00,13.79,3016.0,539.0,0.0,41.0
43759,2023-12-29 07:00:00,13.74,3015.0,520.0,0.0,36.0
43760,2023-12-29 08:00:00,14.17,3015.0,546.0,42.0,35.0
43761,2023-12-29 09:00:00,15.75,3015.0,647.0,211.0,39.0
43762,2023-12-29 10:00:00,17.76,3012.0,597.0,508.0,33.0
43763,2023-12-29 11:00:00,20.13,3012.0,545.0,913.0,37.0
43764,2023-12-29 12:00:00,18.57,3013.0,517.0,654.0,37.0
43765,2023-12-29 13:00:00,16.83,3016.0,539.0,385.0,27.0
43766,2023-12-29 14:00:00,14.7,3018.0,577.0,96.0,32.0
43767,2023-12-29 15:00:00,14.65,3017.0,809.0,19.0,37.0
43768,2023-12-29 16:00:00,14.7,3012.0,886.0,0.0,32.0
43769,2023-12-29 17:00:00,14.51,3009.0,808.0,0.0,30.0
43770,2023-12-29 18:00:00,15.08,3010.0,1050.0,0.0,28.0
43771,2023-12-29 19:00:00,14.01,3009.0,613.0,0.0,31.0
43772,2023-12-29 20:00:00,13.5,3008.0,437.0,0.0,31.0
43773,2023-12-29 21:00:00,13.55,3009.0,456.0,0.0,36.0
43774,2023-12-29 22:00:00,13.51,3011.0,442.0,0.0,32.0
43775,2023-12-29 23:00:00,13.41,3010.0,408.0,0.0,28.0
