UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast
2023-02-27 00:00:00,2024-07-17 00:00:00,3.1,2.628163630832039,267.9227032494078,265.2103239021458,0.0,0.1872399046386508,3032.34482,390.49945,0.0,0.0
2023-02-27 01:00:00,2024-07-17 00:00:00,3.1,2.227604461261679,267.2157234301457,264.2413752611783,0.0,0.0888926839813181,3017.46194,275.30924,0.0,0.0
2023-02-27 02:00:00,2024-07-17 00:00:00,3.1,2.227604461261679,267.2157234301457,264.2413752611783,0.0,0.0888926839813181,3006.92614,214.53285,0.0,0.0
2023-02-27 03:00:00,2024-07-17 00:00:00,3.1,2.227604461261679,267.2157234301457,264.2413752611783,0.0,0.0888926839813181,3002.95337,370.73654,0.0,0.0
2023-02-27 04:00:00,2024-07-17 00:00:00,3.1,2.1382733397960134,266.83516494007426,264.0610680318848,0.0,0.1124698873970642,3008.87551,608.20644,0.0,0.0
2023-02-27 05:00:00,2024-07-17 00:00:00,3.1,2.1382733397960134,266.83516494007426,264.0610680318848,0.0,0.1124698873970642,3018.83588,859.88253,0.0,0.0
2023-02-27 06:00:00,2024-07-17 00:00:00,3.1,2.1382733397960134,266.83516494007426,264.0610680318848,0.0,0.1124698873970642,3032.41605,1003.6952,5.0,0.0
2023-02-27 07:00:00,2024-07-17 00:00:00,3.1,2.231977121688643,270.77749832735304,265.53009793359524,148.0800481170532,0.0054736423444648,3039.42782,982.91878,25.0,0.0
2023-02-27 08:00:00,2024-07-17 00:00:00,3.1,2.231977121688643,270.77749832735304,265.53009793359524,148.0800481170532,0.0054736423444648,3071.2515,881.28242,58.0,0.0
2023-02-27 09:00:00,2024-07-17 00:00:00,3.1,2.231977121688643,270.77749832735304,265.53009793359524,148.0800481170532,0.0054736423444648,3078.68187,833.11898,88.0,0.0
2023-02-27 10:00:00,2024-07-17 00:00:00,3.1,2.52409654466008,274.2830625770584,266.7344117280653,324.05243084720144,0.0095179586187486,3028.59991,757.81304,109.0,0.0
2023-02-27 11:00:00,2024-07-17 00:00:00,3.1,2.52409654466008,274.2830625770584,266.7344117280653,324.05243084720144,0.0095179586187486,3053.01258,660.87162,120.0,0.0
2023-02-27 12:00:00,2024-07-17 00:00:00,3.1,2.52409654466008,274.2830625770584,266.7344117280653,324.05243084720144,0.0095179586187486,2961.0063,506.36669,118.0,0.0
2023-02-27 13:00:00,2024-07-17 00:00:00,3.1,2.654271863613711,274.8006172533791,267.59003620527767,444.8502939411182,0.0114937941213585,3034.12201,391.8301,101.0,0.0
2023-02-27 14:00:00,2024-07-17 00:00:00,3.1,2.654271863613711,274.8006172533791,267.59003620527767,444.8502939411182,0.0114937941213585,3022.81364,526.32625,72.0,0.0
2023-02-27 15:00:00,2024-07-17 00:00:00,3.1,2.654271863613711,274.8006172533791,267.59003620527767,444.8502939411182,0.0114937941213585,3021.81102,766.59965,38.0,0.0
2023-02-27 16:00:00,2024-07-17 00:00:00,3.1,2.167533938758444,270.2497530302955,266.9964634701229,264.8749441631645,0.0215321392488364,3052.11491,1071.70905,14.0,0.0
