UTC time,nuclear,hydro,solar,wind
2023-03-06 00:00:00,3022.0,1023.0,0.0,3.0
2023-03-06 01:00:00,3021.0,604.0,0.0,5.0
2023-03-06 02:00:00,3022.0,499.0,0.0,6.0
2023-03-06 03:00:00,3020.0,485.0,0.0,9.0
2023-03-06 04:00:00,3021.0,1419.0,0.0,9.0
2023-03-06 05:00:00,3020.0,2881.0,0.0,8.0
2023-03-06 06:00:00,3016.0,3387.0,19.0,13.0
2023-03-06 07:00:00,3015.0,3638.0,248.0,15.0
2023-03-06 08:00:00,3017.0,3261.0,584.0,11.0
2023-03-06 09:00:00,3015.0,2854.0,1206.0,9.0
2023-03-06 10:00:00,3015.0,2412.0,1556.0,11.0
2023-03-06 11:00:00,3014.0,1883.0,1896.0,15.0
2023-03-06 12:00:00,3014.0,1589.0,1910.0,17.0
2023-03-06 13:00:00,3013.0,1776.0,1676.0,19.0
2023-03-06 14:00:00,3013.0,2041.0,1281.0,21.0
2023-03-06 15:00:00,3013.0,2287.0,781.0,22.0
2023-03-06 16:00:00,3012.0,2751.0,344.0,18.0
2023-03-06 17:00:00,3013.0,3307.0,25.0,19.0
2023-03-06 18:00:00,3013.0,3276.0,0.0,23.0
2023-03-06 19:00:00,3014.0,2858.0,0.0,25.0
2023-03-06 20:00:00,3015.0,2552.0,0.0,18.0
2023-03-06 21:00:00,3016.0,1858.0,0.0,16.0
2023-03-06 22:00:00,3017.0,1492.0,0.0,10.0
2023-03-06 23:00:00,3017.0,1121.0,0.0,8.0
