UTC time,nuclear,hydro,solar,wind
2023-02-10 00:00:00,3022.0,748.0,0.0,7.0
2023-02-10 01:00:00,3022.0,557.0,0.0,5.0
2023-02-10 02:00:00,3022.0,434.0,0.0,4.0
2023-02-10 03:00:00,3021.0,511.0,0.0,7.0
2023-02-10 04:00:00,3019.0,741.0,0.0,7.0
2023-02-10 05:00:00,3019.0,2850.0,0.0,7.0
2023-02-10 06:00:00,3018.0,3473.0,0.0,6.0
2023-02-10 07:00:00,3019.0,3741.0,66.0,7.0
2023-02-10 08:00:00,3020.0,3602.0,381.0,6.0
2023-02-10 09:00:00,3021.0,2791.0,780.0,5.0
2023-02-10 10:00:00,3020.0,1716.0,1127.0,4.0
2023-02-10 11:00:00,3019.0,682.0,1297.0,2.0
2023-02-10 12:00:00,3017.0,729.0,1298.0,1.0
2023-02-10 13:00:00,3015.0,938.0,1126.0,1.0
2023-02-10 14:00:00,3014.0,1713.0,784.0,4.0
2023-02-10 15:00:00,3015.0,2313.0,306.0,4.0
2023-02-10 16:00:00,3013.0,2517.0,81.0,6.0
2023-02-10 17:00:00,3014.0,3356.0,1.0,3.0
2023-02-10 18:00:00,3016.0,3286.0,0.0,3.0
2023-02-10 19:00:00,3017.0,2641.0,0.0,5.0
2023-02-10 20:00:00,3019.0,2299.0,0.0,5.0
2023-02-10 21:00:00,3021.0,2130.0,0.0,5.0
2023-02-10 22:00:00,3030.0,1609.0,0.0,6.0
2023-02-10 23:00:00,3021.0,1264.0,0.0,5.0
