UTC time,wind,biomass,unknown,hydro,nat_gas,nuclear,solar,coal
2023-01-01 00:00:00,12334.0,1803.0,21037.0,0.0,4695.0,1942.0,8.0,4961.0
2023-01-01 01:00:00,12233.0,1793.0,21694.0,0.0,4548.0,1940.0,8.0,5010.0
2023-01-01 02:00:00,11943.0,1778.0,19984.0,0.0,4553.0,1940.0,8.0,5039.0
2023-01-01 03:00:00,12176.0,1785.0,20783.0,0.0,4312.0,1940.0,8.0,5091.0
2023-01-01 04:00:00,12148.0,1804.0,20337.0,0.0,4374.0,1940.0,8.0,5101.0
2023-01-01 05:00:00,12715.0,1807.0,20799.0,0.0,4300.0,1940.0,8.0,5123.0
2023-01-01 06:00:00,13941.0,1839.0,19250.0,0.0,4368.0,1944.0,8.0,5218.0
2023-01-01 07:00:00,15961.0,1829.0,19309.0,0.0,4525.0,1944.0,8.0,5187.0
2023-01-01 08:00:00,16461.0,1846.0,20055.0,0.0,4662.0,1944.0,23.0,5092.0
2023-01-01 09:00:00,15907.0,1876.0,20790.0,0.0,4772.0,1944.0,161.0,4886.0
2023-01-01 10:00:00,15648.0,1853.0,20340.0,0.0,4765.0,1944.0,282.0,4901.0
2023-01-01 11:00:00,16220.0,1882.0,21938.0,0.0,4741.0,1943.0,336.0,4893.0
2023-01-01 12:00:00,13656.0,1866.0,20510.0,0.0,5093.0,1941.0,234.0,4896.0
2023-01-01 13:00:00,14490.0,1896.0,18455.0,0.0,5218.0,1940.0,80.0,4901.0
2023-01-01 14:00:00,13174.0,1912.0,16164.0,0.0,5238.0,1940.0,59.0,4960.0
2023-01-01 15:00:00,10772.0,1905.0,14518.0,0.0,5478.0,1940.0,8.0,4987.0
2023-01-01 16:00:00,9860.0,1881.0,15680.0,0.0,5644.0,1943.0,8.0,5591.0
2023-01-01 17:00:00,10430.0,1892.0,14465.0,0.0,6464.0,1944.0,8.0,5631.0
2023-01-01 18:00:00,8394.0,1902.0,12218.0,0.0,6352.0,1944.0,8.0,5401.0
2023-01-01 19:00:00,8571.0,1882.0,11701.0,0.0,6485.0,1944.0,8.0,4915.0
2023-01-01 20:00:00,7946.0,1902.0,11635.0,0.0,6767.0,1944.0,8.0,4936.0
2023-01-01 21:00:00,6425.0,1894.0,10174.0,0.0,7177.0,1944.0,8.0,5045.0
2023-01-01 22:00:00,7187.0,1859.0,9783.0,0.0,7151.0,1944.0,8.0,4980.0
2023-01-01 23:00:00,7304.0,1916.0,10428.0,0.0,6694.0,1944.0,8.0,4899.0
2023-01-02 00:00:00,7327.0,1864.0,11098.0,0.0,7316.0,1944.0,8.0,4968.0
2023-01-02 01:00:00,7186.0,1872.0,12264.0,0.0,7031.0,1944.0,8.0,5074.0
2023-01-02 02:00:00,7083.0,1868.0,13893.0,0.0,6337.0,1944.0,8.0,4943.0
2023-01-02 03:00:00,6340.0,1857.0,14405.0,0.0,6150.0,1944.0,8.0,5358.0
2023-01-02 04:00:00,6552.0,1870.0,13580.0,0.0,6178.0,1944.0,8.0,5670.0
2023-01-02 05:00:00,7427.0,1810.0,13403.0,0.0,6798.0,1944.0,8.0,6231.0
2023-01-02 06:00:00,6828.0,1713.0,14777.0,0.0,7837.0,1944.0,8.0,7259.0
2023-01-02 07:00:00,6490.0,1730.0,14971.0,0.0,8562.0,1944.0,8.0,8013.0
2023-01-02 08:00:00,7004.0,1808.0,14192.0,0.0,8575.0,1944.0,18.0,8119.0
2023-01-02 09:00:00,8366.0,1812.0,13705.0,0.0,8249.0,1944.0,63.0,8180.0
2023-01-02 10:00:00,9868.0,1819.0,13455.0,0.0,7526.0,1944.0,127.0,8156.0
2023-01-02 11:00:00,9254.0,1810.0,15159.0,0.0,8377.0,1945.0,185.0,7689.0
2023-01-02 12:00:00,9136.0,1778.0,16031.0,0.0,8679.0,1944.0,147.0,8253.0
2023-01-02 13:00:00,8710.0,1812.0,15409.0,0.0,8579.0,1944.0,96.0,8459.0
2023-01-02 14:00:00,8683.0,1846.0,15730.0,0.0,8698.0,1944.0,37.0,8440.0
2023-01-02 15:00:00,8361.0,1813.0,16566.0,0.0,9014.0,1944.0,6.0,8737.0
2023-01-02 16:00:00,8068.0,1812.0,18434.0,0.0,9131.0,1944.0,4.0,9838.0
2023-01-02 17:00:00,7936.0,1808.0,18869.0,0.0,9987.0,1944.0,4.0,10220.0
2023-01-02 18:00:00,7678.0,1782.0,19130.0,0.0,9760.0,1944.0,4.0,10513.0
2023-01-02 19:00:00,7504.0,1685.0,17039.0,0.0,8885.0,1945.0,4.0,10177.0
2023-01-02 20:00:00,6348.0,1670.0,15641.0,0.0,8854.0,1948.0,4.0,9816.0
2023-01-02 21:00:00,5592.0,1615.0,15043.0,0.0,8676.0,1948.0,4.0,10095.0
2023-01-02 22:00:00,5248.0,1744.0,12644.0,0.0,7992.0,1948.0,4.0,10720.0
2023-01-02 23:00:00,4668.0,1793.0,10713.0,0.0,6628.0,1948.0,4.0,9808.0
2023-01-03 00:00:00,4158.0,1820.0,10677.0,0.0,6287.0,1948.0,4.0,9125.0
2023-01-03 01:00:00,3470.0,1823.0,9786.0,0.0,6676.0,1946.0,4.0,8659.0
2023-01-03 02:00:00,2849.0,1822.0,9776.0,0.0,6546.0,1942.0,4.0,8635.0
2023-01-03 03:00:00,3022.0,1805.0,9643.0,0.0,6639.0,1941.0,4.0,8867.0
2023-01-03 04:00:00,3026.0,1814.0,9542.0,0.0,7119.0,1944.0,4.0,10636.0
2023-01-03 05:00:00,4177.0,1775.0,11452.0,0.0,7725.0,1944.0,4.0,11873.0
2023-01-03 06:00:00,5007.0,1759.0,14212.0,0.0,9498.0,1944.0,4.0,12443.0
2023-01-03 07:00:00,6313.0,1731.0,16502.0,0.0,11130.0,1944.0,4.0,12536.0
2023-01-03 08:00:00,8334.0,1723.0,16394.0,0.0,10076.0,1944.0,39.0,12324.0
2023-01-03 09:00:00,10901.0,1733.0,15829.0,0.0,10085.0,1945.0,92.0,12153.0
2023-01-03 10:00:00,12246.0,1744.0,17256.0,0.0,10358.0,1959.0,132.0,12136.0
2023-01-03 11:00:00,12685.0,1714.0,18086.0,0.0,10424.0,1947.0,183.0,12202.0
2023-01-03 12:00:00,13291.0,1753.0,18693.0,0.0,10112.0,1944.0,88.0,12224.0
2023-01-03 13:00:00,14361.0,1705.0,17492.0,0.0,9748.0,1944.0,66.0,11981.0
2023-01-03 14:00:00,14938.0,1758.0,18796.0,0.0,10004.0,1944.0,34.0,11923.0
2023-01-03 15:00:00,16573.0,1801.0,22655.0,0.0,10041.0,1944.0,8.0,12035.0
2023-01-03 16:00:00,17529.0,1764.0,26149.0,0.0,9887.0,1944.0,4.0,12004.0
2023-01-03 17:00:00,18476.0,1807.0,28228.0,0.0,9346.0,1944.0,4.0,11942.0
2023-01-03 18:00:00,19144.0,1817.0,29215.0,0.0,9093.0,1944.0,4.0,11731.0
2023-01-03 19:00:00,19384.0,1828.0,27919.0,0.0,8164.0,1944.0,4.0,11571.0
2023-01-03 20:00:00,19486.0,1788.0,25524.0,0.0,6001.0,1944.0,4.0,10936.0
2023-01-03 21:00:00,19594.0,1775.0,24398.0,0.0,5933.0,1944.0,4.0,9086.0
2023-01-03 22:00:00,19270.0,1787.0,22752.0,0.0,5603.0,1944.0,4.0,7527.0
2023-01-03 23:00:00,19480.0,1800.0,23228.0,0.0,4292.0,1944.0,4.0,6576.0
2023-01-04 00:00:00,19643.0,1805.0,23098.0,0.0,3883.0,1945.0,4.0,6063.0
2023-01-04 01:00:00,19138.0,1802.0,23027.0,0.0,3790.0,1944.0,4.0,5830.0
2023-01-04 02:00:00,17876.0,1774.0,21868.0,0.0,3822.0,1944.0,4.0,5788.0
2023-01-04 03:00:00,17448.0,1789.0,22386.0,0.0,3774.0,1944.0,4.0,5799.0
2023-01-04 04:00:00,18926.0,1777.0,23047.0,0.0,3819.0,1944.0,4.0,5879.0
2023-01-04 05:00:00,19184.0,1786.0,23094.0,0.0,3983.0,1944.0,4.0,5937.0
2023-01-04 06:00:00,19423.0,1773.0,23780.0,0.0,4770.0,1944.0,4.0,6763.0
2023-01-04 07:00:00,19409.0,1801.0,25213.0,0.0,5174.0,1944.0,4.0,7773.0
2023-01-04 08:00:00,19411.0,1814.0,26828.0,0.0,5299.0,1943.0,4.0,9006.0
2023-01-04 09:00:00,19468.0,1824.0,26253.0,0.0,5121.0,1944.0,28.0,9940.0
2023-01-04 10:00:00,19457.0,1804.0,26726.0,0.0,4869.0,1944.0,56.0,9471.0
2023-01-04 11:00:00,19539.0,1756.0,26613.0,0.0,4494.0,1944.0,80.0,9345.0
2023-01-04 12:00:00,19540.0,1653.0,25988.0,0.0,4585.0,1944.0,91.0,9485.0
2023-01-04 13:00:00,19517.0,1713.0,25251.0,0.0,4880.0,1944.0,71.0,9395.0
2023-01-04 14:00:00,19368.0,1726.0,25419.0,0.0,5505.0,1944.0,40.0,9453.0
2023-01-04 15:00:00,19565.0,1691.0,27436.0,0.0,5617.0,1944.0,8.0,9837.0
2023-01-04 16:00:00,19532.0,1701.0,29679.0,0.0,6164.0,1940.0,8.0,10380.0
2023-01-04 17:00:00,19439.0,1639.0,29402.0,0.0,5573.0,1940.0,8.0,10257.0
2023-01-04 18:00:00,19468.0,1689.0,28115.0,0.0,5387.0,1941.0,8.0,9658.0
2023-01-04 19:00:00,19422.0,1758.0,26122.0,0.0,4454.0,1944.0,8.0,9119.0
2023-01-04 20:00:00,19460.0,1750.0,25299.0,0.0,3908.0,1944.0,8.0,8003.0
2023-01-04 21:00:00,19426.0,1722.0,23796.0,0.0,4079.0,1944.0,8.0,6740.0
2023-01-04 22:00:00,18955.0,1747.0,23139.0,0.0,4558.0,1944.0,8.0,6074.0
2023-01-04 23:00:00,19352.0,1785.0,22974.0,0.0,4647.0,1944.0,8.0,6092.0
2023-01-05 00:00:00,19256.0,1830.0,22542.0,0.0,4794.0,1944.0,8.0,6004.0
2023-01-05 01:00:00,19160.0,1731.0,22406.0,0.0,4940.0,1944.0,8.0,6153.0
2023-01-05 02:00:00,17942.0,1734.0,21158.0,0.0,4759.0,1945.0,8.0,6052.0
2023-01-05 03:00:00,18918.0,1774.0,21742.0,0.0,5019.0,1944.0,8.0,5861.0
2023-01-05 04:00:00,18523.0,1801.0,21356.0,0.0,5536.0,1944.0,8.0,5949.0
2023-01-05 05:00:00,17833.0,1817.0,21085.0,0.0,6041.0,1944.0,8.0,6554.0
2023-01-05 06:00:00,17202.0,1803.0,20765.0,0.0,7808.0,1944.0,8.0,8114.0
2023-01-05 07:00:00,15395.0,1778.0,20757.0,0.0,10099.0,1944.0,8.0,10075.0
2023-01-05 08:00:00,12691.0,1808.0,19868.0,0.0,11265.0,1944.0,26.0,11389.0
2023-01-05 09:00:00,10475.0,1834.0,18343.0,0.0,11789.0,1944.0,83.0,11703.0
2023-01-05 10:00:00,8386.0,1868.0,17404.0,0.0,11648.0,1944.0,141.0,11569.0
2023-01-05 11:00:00,7672.0,1821.0,16617.0,0.0,11270.0,1944.0,171.0,11536.0
2023-01-05 12:00:00,7636.0,1790.0,13888.0,0.0,11125.0,1944.0,138.0,11206.0
2023-01-05 13:00:00,7317.0,1788.0,13101.0,0.0,11751.0,1944.0,81.0,11524.0
2023-01-05 14:00:00,6543.0,1778.0,14158.0,0.0,12696.0,1944.0,44.0,11604.0
2023-01-05 15:00:00,7446.0,1750.0,17113.0,0.0,14257.0,1941.0,8.0,11947.0
2023-01-05 16:00:00,9070.0,1764.0,18946.0,0.0,14690.0,1940.0,4.0,12005.0
2023-01-05 17:00:00,10789.0,1731.0,20658.0,0.0,14763.0,1940.0,4.0,12207.0
2023-01-05 18:00:00,13189.0,1781.0,20576.0,0.0,13456.0,1940.0,4.0,11943.0
2023-01-05 19:00:00,13971.0,1789.0,19985.0,0.0,12015.0,1940.0,4.0,11521.0
2023-01-05 20:00:00,15702.0,1811.0,19216.0,0.0,8519.0,1940.0,4.0,11265.0
2023-01-05 21:00:00,16372.0,1795.0,18925.0,0.0,7411.0,1940.0,4.0,10440.0
2023-01-05 22:00:00,16218.0,1806.0,18386.0,0.0,6909.0,1942.0,4.0,9157.0
2023-01-05 23:00:00,17094.0,1803.0,17802.0,0.0,5548.0,1944.0,4.0,8433.0
2023-01-06 00:00:00,17675.0,1782.0,18770.0,0.0,5196.0,1944.0,4.0,7416.0
2023-01-06 01:00:00,18039.0,1780.0,19881.0,0.0,5101.0,1944.0,4.0,6565.0
2023-01-06 02:00:00,18335.0,1708.0,20648.0,0.0,5190.0,1945.0,4.0,6277.0
2023-01-06 03:00:00,18471.0,1742.0,21626.0,0.0,5219.0,1944.0,4.0,6379.0
2023-01-06 04:00:00,18587.0,1739.0,22551.0,0.0,5486.0,1944.0,4.0,6413.0
2023-01-06 05:00:00,18883.0,1731.0,23374.0,0.0,5957.0,1944.0,4.0,6989.0
2023-01-06 06:00:00,18104.0,1744.0,23937.0,0.0,6780.0,1943.0,4.0,8588.0
2023-01-06 07:00:00,14847.0,1780.0,22912.0,0.0,7979.0,1943.0,4.0,10908.0
2023-01-06 08:00:00,12433.0,1775.0,22248.0,0.0,8285.0,1940.0,54.0,11686.0
2023-01-06 09:00:00,11729.0,1827.0,18860.0,0.0,7224.0,1944.0,268.0,11593.0
2023-01-06 10:00:00,11614.0,1856.0,19286.0,0.0,7399.0,1944.0,448.0,10895.0
2023-01-06 11:00:00,11724.0,1849.0,20682.0,0.0,7126.0,1944.0,474.0,10743.0
2023-01-06 12:00:00,11857.0,1862.0,19750.0,0.0,6948.0,1944.0,355.0,11299.0
2023-01-06 13:00:00,10665.0,1828.0,17475.0,0.0,7610.0,1944.0,227.0,11338.0
2023-01-06 14:00:00,10016.0,1752.0,17921.0,0.0,8378.0,1944.0,81.0,11415.0
2023-01-06 15:00:00,9904.0,1754.0,19744.0,0.0,8091.0,1944.0,13.0,11378.0
2023-01-06 16:00:00,9878.0,1782.0,20294.0,0.0,8115.0,1942.0,8.0,11420.0
2023-01-06 17:00:00,9976.0,1762.0,21137.0,0.0,8685.0,1940.0,8.0,11692.0
2023-01-06 18:00:00,12075.0,1767.0,20428.0,0.0,7874.0,1938.0,8.0,11785.0
2023-01-06 19:00:00,13591.0,1773.0,18253.0,0.0,6683.0,1936.0,8.0,11151.0
2023-01-06 20:00:00,14754.0,1828.0,17518.0,0.0,5971.0,1939.0,8.0,10834.0
2023-01-06 21:00:00,15574.0,1856.0,17157.0,0.0,6350.0,1940.0,8.0,9342.0
2023-01-06 22:00:00,15484.0,1844.0,17434.0,0.0,6502.0,1940.0,8.0,7084.0
2023-01-06 23:00:00,15521.0,1859.0,17366.0,0.0,5448.0,1944.0,8.0,5672.0
2023-01-07 00:00:00,15582.0,1884.0,17519.0,0.0,5147.0,1944.0,8.0,5050.0
2023-01-07 01:00:00,16210.0,1856.0,17433.0,0.0,5051.0,1944.0,8.0,4923.0
2023-01-07 02:00:00,16358.0,1875.0,17649.0,0.0,4945.0,1944.0,8.0,4877.0
2023-01-07 03:00:00,16016.0,1878.0,17316.0,0.0,4833.0,1944.0,8.0,4894.0
2023-01-07 04:00:00,16044.0,1856.0,17678.0,0.0,4998.0,1944.0,8.0,4903.0
2023-01-07 05:00:00,16143.0,1890.0,17631.0,0.0,5113.0,1941.0,8.0,4907.0
2023-01-07 06:00:00,16276.0,1904.0,17685.0,0.0,5269.0,1940.0,8.0,4925.0
2023-01-07 07:00:00,16579.0,1911.0,18192.0,0.0,5586.0,1940.0,8.0,4905.0
2023-01-07 08:00:00,17347.0,1907.0,19127.0,0.0,5185.0,1940.0,74.0,4909.0
2023-01-07 09:00:00,17902.0,1908.0,21003.0,0.0,5277.0,1940.0,216.0,4934.0
2023-01-07 10:00:00,17483.0,1897.0,21231.0,0.0,5362.0,1940.0,231.0,5063.0
2023-01-07 11:00:00,17550.0,1888.0,23021.0,0.0,5204.0,1940.0,223.0,5071.0
2023-01-07 12:00:00,18003.0,1823.0,23620.0,0.0,4814.0,1944.0,281.0,5019.0
2023-01-07 13:00:00,18379.0,1863.0,23133.0,0.0,5033.0,1944.0,250.0,5004.0
2023-01-07 14:00:00,18658.0,1838.0,21732.0,0.0,5138.0,1944.0,109.0,4939.0
2023-01-07 15:00:00,18411.0,1859.0,21758.0,0.0,5252.0,1944.0,11.0,4800.0
2023-01-07 16:00:00,18816.0,1737.0,23214.0,0.0,5262.0,1944.0,4.0,4799.0
