UTC time,wind,biomass,unknown,hydro,nat_gas,nuclear,solar,coal
2023-01-07 17:00:00,18880.0,1718.0,24001.0,0.0,5342.0,1944.0,4.0,5178.0
2023-01-07 18:00:00,18925.0,1715.0,24086.0,0.0,5187.0,1944.0,4.0,5241.0
2023-01-07 19:00:00,18842.0,1724.0,21913.0,0.0,4952.0,1944.0,4.0,5058.0
2023-01-07 20:00:00,18723.0,1720.0,21093.0,0.0,4976.0,1942.0,4.0,4983.0
2023-01-07 21:00:00,17963.0,1707.0,20738.0,0.0,5297.0,1942.0,4.0,4992.0
2023-01-07 22:00:00,17594.0,1731.0,19847.0,0.0,5160.0,1944.0,4.0,4964.0
2023-01-07 23:00:00,15796.0,1721.0,19863.0,0.0,5196.0,1944.0,4.0,4911.0
2023-01-08 00:00:00,14815.0,1756.0,19282.0,0.0,5262.0,1944.0,4.0,4900.0
2023-01-08 01:00:00,14369.0,1748.0,18095.0,0.0,5229.0,1944.0,4.0,4808.0
2023-01-08 02:00:00,13770.0,1720.0,17129.0,0.0,5293.0,1944.0,4.0,4618.0
2023-01-08 03:00:00,13377.0,1740.0,16560.0,0.0,5146.0,1944.0,4.0,4573.0
2023-01-08 04:00:00,13805.0,1765.0,16448.0,0.0,5060.0,1944.0,4.0,4789.0
2023-01-08 05:00:00,13691.0,1763.0,16599.0,0.0,5189.0,1944.0,4.0,4875.0
2023-01-08 06:00:00,13819.0,1744.0,16405.0,0.0,5096.0,1940.0,4.0,4974.0
2023-01-08 07:00:00,14508.0,1750.0,16395.0,0.0,5382.0,1940.0,4.0,4955.0
2023-01-08 08:00:00,14939.0,1722.0,16853.0,0.0,5390.0,1941.0,68.0,4975.0
2023-01-08 09:00:00,13991.0,1773.0,17769.0,0.0,4461.0,1944.0,269.0,4964.0
2023-01-08 10:00:00,14064.0,1781.0,19288.0,0.0,4406.0,1944.0,407.0,4918.0
2023-01-08 11:00:00,13337.0,1766.0,21186.0,0.0,4363.0,1944.0,480.0,4925.0
2023-01-08 12:00:00,13426.0,1766.0,21081.0,0.0,4393.0,1944.0,371.0,4845.0
2023-01-08 13:00:00,13996.0,1781.0,19418.0,0.0,4429.0,1944.0,310.0,5433.0
2023-01-08 14:00:00,13742.0,1811.0,16557.0,0.0,4383.0,1944.0,132.0,6176.0
2023-01-08 15:00:00,14175.0,1805.0,16715.0,0.0,4353.0,1944.0,18.0,6720.0
2023-01-08 16:00:00,15046.0,1817.0,19446.0,0.0,4301.0,1941.0,4.0,6661.0
2023-01-08 17:00:00,15865.0,1814.0,22817.0,0.0,3335.0,1941.0,4.0,7814.0
2023-01-08 18:00:00,15816.0,1802.0,21959.0,0.0,3005.0,1940.0,4.0,7514.0
2023-01-08 19:00:00,16226.0,1792.0,20505.0,0.0,2750.0,1940.0,4.0,6833.0
2023-01-08 20:00:00,16108.0,1802.0,19054.0,0.0,2875.0,1940.0,4.0,6887.0
2023-01-08 21:00:00,15339.0,1789.0,18544.0,0.0,2931.0,1940.0,4.0,6143.0
2023-01-08 22:00:00,14754.0,1793.0,17617.0,0.0,4110.0,1944.0,4.0,5546.0
2023-01-08 23:00:00,14326.0,1736.0,16769.0,0.0,4633.0,1944.0,4.0,5577.0
2023-01-09 00:00:00,14314.0,1779.0,16811.0,0.0,4646.0,1944.0,4.0,6223.0
2023-01-09 01:00:00,14779.0,1755.0,14835.0,0.0,4731.0,1944.0,4.0,6308.0
2023-01-09 02:00:00,14266.0,1721.0,14975.0,0.0,4785.0,1945.0,4.0,6247.0
2023-01-09 03:00:00,14643.0,1734.0,15616.0,0.0,5104.0,1944.0,4.0,6278.0
2023-01-09 04:00:00,14044.0,1703.0,16627.0,0.0,5330.0,1944.0,4.0,6908.0
2023-01-09 05:00:00,14502.0,1695.0,17077.0,0.0,6148.0,1944.0,4.0,8137.0
2023-01-09 06:00:00,13684.0,1689.0,18439.0,0.0,9558.0,1944.0,4.0,10465.0
2023-01-09 07:00:00,12441.0,1705.0,21004.0,0.0,11438.0,1942.0,4.0,8710.0
2023-01-09 08:00:00,10726.0,1678.0,22820.0,0.0,12778.0,1940.0,36.0,7752.0
2023-01-09 09:00:00,9778.0,1755.0,20978.0,0.0,11415.0,1940.0,93.0,6647.0
2023-01-09 10:00:00,10261.0,1742.0,19618.0,0.0,10788.0,1943.0,139.0,6278.0
2023-01-09 11:00:00,11157.0,1658.0,16974.0,0.0,10202.0,1945.0,133.0,6070.0
2023-01-09 12:00:00,11990.0,1665.0,15328.0,0.0,9917.0,1944.0,131.0,6135.0
2023-01-09 13:00:00,12321.0,1705.0,16797.0,0.0,9833.0,1944.0,90.0,6196.0
2023-01-09 14:00:00,12171.0,1675.0,17634.0,0.0,11383.0,1946.0,82.0,6392.0
2023-01-09 15:00:00,12429.0,1715.0,19662.0,0.0,12774.0,1945.0,12.0,8473.0
2023-01-09 16:00:00,12214.0,1673.0,21452.0,0.0,14001.0,1945.0,4.0,9873.0
2023-01-09 17:00:00,13220.0,1663.0,22451.0,0.0,13716.0,1944.0,4.0,10386.0
2023-01-09 18:00:00,13564.0,1684.0,23923.0,0.0,13412.0,1940.0,4.0,10559.0
2023-01-09 19:00:00,14194.0,1675.0,23276.0,0.0,10903.0,1940.0,4.0,10913.0
2023-01-09 20:00:00,14833.0,1713.0,21297.0,0.0,10119.0,1940.0,4.0,11156.0
2023-01-09 21:00:00,13879.0,1686.0,18013.0,0.0,9968.0,1941.0,4.0,10206.0
2023-01-09 22:00:00,13500.0,1688.0,15001.0,0.0,9985.0,1940.0,4.0,9375.0
2023-01-09 23:00:00,14086.0,1687.0,14320.0,0.0,6593.0,1940.0,4.0,8554.0
2023-01-10 00:00:00,14231.0,1684.0,16108.0,0.0,6021.0,1944.0,4.0,7539.0
2023-01-10 01:00:00,14008.0,1689.0,16317.0,0.0,6016.0,1944.0,4.0,7047.0
2023-01-10 02:00:00,13756.0,1695.0,15870.0,0.0,6186.0,1944.0,4.0,6977.0
2023-01-10 03:00:00,12263.0,1722.0,15845.0,0.0,6193.0,1944.0,4.0,7339.0
2023-01-10 04:00:00,10961.0,1678.0,15188.0,0.0,7098.0,1945.0,4.0,8232.0
2023-01-10 05:00:00,8562.0,1652.0,15786.0,0.0,8923.0,1940.0,4.0,10088.0
2023-01-10 06:00:00,9375.0,1671.0,17349.0,0.0,11295.0,1939.0,4.0,11255.0
2023-01-10 07:00:00,9437.0,1622.0,18734.0,0.0,11815.0,1936.0,6.0,11772.0
2023-01-10 08:00:00,10585.0,1600.0,18254.0,0.0,11123.0,1936.0,81.0,12059.0
2023-01-10 09:00:00,12072.0,1615.0,17833.0,0.0,11201.0,1943.0,193.0,11906.0
2023-01-10 10:00:00,14228.0,1560.0,19315.0,0.0,9206.0,1945.0,223.0,11990.0
2023-01-10 11:00:00,15639.0,1579.0,20388.0,0.0,7606.0,1936.0,214.0,11613.0
2023-01-10 12:00:00,16605.0,1561.0,21164.0,0.0,7796.0,1936.0,174.0,11564.0
2023-01-10 13:00:00,17287.0,1590.0,23373.0,0.0,8002.0,1939.0,115.0,11677.0
2023-01-10 14:00:00,18381.0,1582.0,25048.0,0.0,7740.0,1940.0,29.0,11706.0
2023-01-10 15:00:00,18928.0,1608.0,28663.0,0.0,7746.0,1940.0,7.0,11651.0
2023-01-10 16:00:00,19382.0,1626.0,31048.0,0.0,8128.0,1940.0,8.0,11652.0
2023-01-10 17:00:00,19476.0,1697.0,30932.0,0.0,7600.0,1940.0,8.0,11559.0
2023-01-10 18:00:00,19597.0,1689.0,30491.0,0.0,7129.0,1940.0,8.0,10910.0
2023-01-10 19:00:00,19533.0,1676.0,27895.0,0.0,6349.0,1940.0,8.0,9784.0
2023-01-10 20:00:00,19267.0,1654.0,25136.0,0.0,5557.0,1940.0,8.0,7772.0
2023-01-10 21:00:00,19188.0,1704.0,22793.0,0.0,4787.0,1940.0,8.0,6405.0
2023-01-10 22:00:00,19180.0,1719.0,22209.0,0.0,4582.0,1941.0,8.0,6458.0
2023-01-10 23:00:00,18470.0,1703.0,22891.0,0.0,4855.0,1940.0,8.0,6291.0
2023-01-11 00:00:00,18224.0,1727.0,22568.0,0.0,4945.0,1943.0,8.0,6126.0
2023-01-11 01:00:00,15370.0,1705.0,22167.0,0.0,4877.0,1943.0,8.0,6076.0
2023-01-11 02:00:00,15055.0,1703.0,21640.0,0.0,4857.0,1944.0,8.0,5990.0
2023-01-11 03:00:00,14749.0,1684.0,20874.0,0.0,4818.0,1944.0,8.0,6082.0
2023-01-11 04:00:00,17296.0,1671.0,20127.0,0.0,5072.0,1944.0,8.0,6137.0
2023-01-11 05:00:00,16366.0,1660.0,18602.0,0.0,5421.0,1944.0,8.0,6173.0
2023-01-11 06:00:00,16326.0,1680.0,18102.0,0.0,6093.0,1944.0,8.0,7936.0
2023-01-11 07:00:00,15956.0,1690.0,19594.0,0.0,7241.0,1945.0,8.0,10730.0
2023-01-11 08:00:00,14978.0,1672.0,19840.0,0.0,7930.0,1944.0,19.0,11516.0
2023-01-11 09:00:00,15313.0,1667.0,20434.0,0.0,7320.0,1944.0,101.0,11813.0
2023-01-11 10:00:00,16389.0,1592.0,21058.0,0.0,6883.0,1944.0,395.0,11314.0
2023-01-11 11:00:00,17699.0,1378.0,24175.0,0.0,6902.0,1944.0,457.0,10443.0
2023-01-11 12:00:00,18496.0,1335.0,25720.0,0.0,6725.0,1944.0,401.0,10766.0
2023-01-11 13:00:00,18252.0,1301.0,24352.0,0.0,6820.0,1944.0,256.0,10750.0
2023-01-11 14:00:00,18169.0,1297.0,23364.0,0.0,6921.0,1943.0,159.0,10655.0
2023-01-11 15:00:00,18037.0,1458.0,25603.0,0.0,6871.0,1940.0,18.0,10881.0
2023-01-11 16:00:00,18455.0,1593.0,27186.0,0.0,6665.0,1941.0,4.0,11196.0
2023-01-11 17:00:00,19034.0,1614.0,28772.0,0.0,7162.0,1940.0,4.0,10672.0
2023-01-11 18:00:00,19270.0,1614.0,30020.0,0.0,7207.0,1940.0,4.0,9565.0
2023-01-11 19:00:00,19250.0,1620.0,28227.0,0.0,6355.0,1940.0,4.0,8149.0
2023-01-11 20:00:00,19275.0,1622.0,25220.0,0.0,5820.0,1940.0,4.0,7138.0
2023-01-11 21:00:00,19329.0,1619.0,24049.0,0.0,5636.0,1940.0,4.0,5977.0
2023-01-11 22:00:00,18869.0,1631.0,22900.0,0.0,4768.0,1940.0,4.0,5224.0
2023-01-11 23:00:00,18708.0,1583.0,22661.0,0.0,4372.0,1940.0,4.0,4936.0
2023-01-12 00:00:00,18604.0,1566.0,22169.0,0.0,4290.0,1941.0,4.0,4924.0
2023-01-12 01:00:00,18507.0,1622.0,22001.0,0.0,4248.0,1944.0,4.0,4918.0
2023-01-12 02:00:00,18038.0,1643.0,21596.0,0.0,4255.0,1944.0,4.0,4916.0
2023-01-12 03:00:00,18192.0,1624.0,22104.0,0.0,4262.0,1944.0,4.0,4953.0
2023-01-12 04:00:00,18313.0,1622.0,22942.0,0.0,4303.0,1944.0,4.0,5041.0
2023-01-12 05:00:00,18445.0,1643.0,23935.0,0.0,5118.0,1944.0,4.0,4931.0
2023-01-12 06:00:00,18404.0,1636.0,26285.0,0.0,6081.0,1944.0,4.0,6217.0
2023-01-12 07:00:00,18703.0,1628.0,27412.0,0.0,6686.0,1944.0,4.0,7765.0
2023-01-12 08:00:00,18936.0,1611.0,27134.0,0.0,6989.0,1944.0,12.0,8480.0
