datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2023-07-20 00:00:00,DSWRF,surface,42.25,-5.25,0.0,20.559139619090367,403.2026065865925,578.5133899254956,721.1112780535394,539.8579608879189,32.24343272671337,16.121726833759894,0.0,15.413674919745073,357.5839582874859,542.2481682361009,700.488702691819,538.0080626665126,37.21345263585241,18.606815866554978,0.0,17.33387477887247,361.6565625693584,506.98157777914014,611.2269509694781,458.3255806415576,24.039374526603137,12.019623400678492,0.0,11.382203300482509,256.9079245804977,393.8270958307577,563.5759473704277,430.5099696145784,27.009755442316038,13.504841445341581
