UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-11-09 00:00:00,6624.0,6912.0,1932.0,0.0,4.0,7053.0,1244.0,13036.0
2023-11-09 01:00:00,6484.0,6705.0,1932.0,0.0,4.0,5499.0,1243.0,11482.0
2023-11-09 02:00:00,5881.0,6202.0,1932.0,0.0,4.0,4807.0,1242.0,10201.0
2023-11-09 03:00:00,5680.0,6638.0,1932.0,0.0,4.0,3903.0,1198.0,9130.0
2023-11-09 04:00:00,6675.0,7561.0,1932.0,0.0,4.0,5070.0,1259.0,8489.0
2023-11-09 05:00:00,7679.0,9241.0,1932.0,0.0,4.0,5832.0,1260.0,9059.0
2023-11-09 06:00:00,8479.0,11241.0,1932.0,0.0,4.0,6005.0,1222.0,9602.0
2023-11-09 07:00:00,8832.0,11624.0,1933.0,0.0,27.0,6324.0,1221.0,10967.0
2023-11-09 08:00:00,8893.0,10376.0,1932.0,0.0,209.0,7903.0,1243.0,13652.0
2023-11-09 09:00:00,8002.0,8902.0,1932.0,0.0,409.0,10313.0,1266.0,17451.0
2023-11-09 10:00:00,6982.0,8122.0,1932.0,0.0,376.0,12491.0,1269.0,21611.0
2023-11-09 11:00:00,6914.0,9392.0,1932.0,0.0,509.0,14997.0,1264.0,23738.0
2023-11-09 12:00:00,7427.0,9661.0,1932.0,0.0,451.0,14757.0,1270.0,21428.0
2023-11-09 13:00:00,8469.0,10206.0,1932.0,0.0,258.0,17011.0,1251.0,17758.0
2023-11-09 14:00:00,8264.0,10393.0,1932.0,0.0,122.0,14065.0,1220.0,16387.0
2023-11-09 15:00:00,8969.0,10928.0,1932.0,0.0,33.0,16291.0,1236.0,15673.0
2023-11-09 16:00:00,8996.0,10972.0,1933.0,0.0,4.0,16736.0,1214.0,16867.0
2023-11-09 17:00:00,9138.0,10943.0,1932.0,0.0,4.0,16820.0,1217.0,17599.0
2023-11-09 18:00:00,9034.0,10526.0,1932.0,0.0,4.0,18574.0,1202.0,17664.0
2023-11-09 19:00:00,8535.0,9267.0,1932.0,0.0,4.0,19002.0,1213.0,16599.0
2023-11-09 20:00:00,6507.0,7658.0,1932.0,0.0,4.0,19348.0,1189.0,16280.0
2023-11-09 21:00:00,5146.0,7757.0,1932.0,0.0,4.0,18771.0,1177.0,16421.0
2023-11-09 22:00:00,4155.0,6061.0,1932.0,0.0,4.0,19258.0,1191.0,15461.0
2023-11-09 23:00:00,3664.0,5591.0,1932.0,0.0,4.0,19453.0,1169.0,15029.0
