Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
41472,2023-09-25 00:00:00,319.83,1259.0,4233.0,1892.0,0.0,4.0,17519.0,1153.0,12488.0
41473,2023-09-25 01:00:00,316.07,1266.0,4067.0,1892.0,0.0,4.0,17621.0,1146.0,12256.0
41474,2023-09-25 02:00:00,317.72,1261.0,4021.0,1892.0,0.0,4.0,17879.0,1092.0,12643.0
41475,2023-09-25 03:00:00,326.72,1313.0,4671.0,1892.0,0.0,4.0,17460.0,1150.0,12886.0
41476,2023-09-25 04:00:00,370.6,1657.0,8626.0,1892.0,0.0,4.0,17017.0,1167.0,15751.0
41477,2023-09-25 05:00:00,399.03,1960.0,13320.0,1892.0,0.0,18.0,16088.0,1114.0,17054.0
41478,2023-09-25 06:00:00,420.17,2080.0,13946.0,1892.0,0.0,160.0,15089.0,1086.0,19324.0
41479,2023-09-25 07:00:00,459.66,2122.0,13195.0,1892.0,0.0,432.0,12829.0,1070.0,24393.0
41480,2023-09-25 08:00:00,497.62,2127.0,8353.0,1892.0,0.0,658.0,10619.0,1075.0,29892.0
41481,2023-09-25 09:00:00,544.58,2112.0,5865.0,1892.0,0.0,916.0,7660.0,1059.0,36185.0
41482,2023-09-25 10:00:00,567.1,2144.0,5829.0,1892.0,0.0,1000.0,5691.0,1062.0,37641.0
41483,2023-09-25 11:00:00,573.76,2092.0,6031.0,1892.0,0.0,1070.0,4920.0,1083.0,37704.0
41484,2023-09-25 12:00:00,566.31,1580.0,6204.0,1892.0,0.0,925.0,5036.0,1083.0,35636.0
41485,2023-09-25 13:00:00,569.92,1856.0,7363.0,1892.0,0.0,735.0,4078.0,1044.0,32288.0
41486,2023-09-25 14:00:00,552.92,2182.0,12586.0,1892.0,0.0,772.0,3330.0,1018.0,25550.0
41487,2023-09-25 15:00:00,536.66,2655.0,22996.0,1892.0,0.0,475.0,2776.0,1111.0,20490.0
41488,2023-09-25 16:00:00,530.95,3679.0,28803.0,1892.0,0.0,139.0,2383.0,1132.0,16238.0
41489,2023-09-25 17:00:00,534.52,4375.0,30780.0,1893.0,0.0,6.0,2001.0,1131.0,15140.0
41490,2023-09-25 18:00:00,536.69,4536.0,30532.0,1892.0,0.0,4.0,1733.0,1128.0,14648.0
41491,2023-09-25 19:00:00,538.31,4647.0,29238.0,1892.0,0.0,4.0,1443.0,1128.0,13668.0
41492,2023-09-25 20:00:00,543.44,4997.0,24294.0,1892.0,0.0,4.0,1288.0,1142.0,12566.0
41493,2023-09-25 21:00:00,535.23,4893.0,22521.0,1892.0,0.0,4.0,1272.0,1142.0,9908.0
41494,2023-09-25 22:00:00,533.32,5197.0,21598.0,1892.0,0.0,4.0,1127.0,1122.0,8178.0
41495,2023-09-25 23:00:00,535.06,5248.0,21242.0,1892.0,0.0,4.0,909.0,1108.0,7686.0
