UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass,unknown
2023-09-12 00:00:00,8048.0,31529.0,1868.0,0.0,4.0,1501.0,1520.0,8251.0
2023-09-12 01:00:00,8108.0,31364.0,1854.0,0.0,4.0,1482.0,1562.0,8173.0
2023-09-12 02:00:00,8040.0,31227.0,1777.0,0.0,4.0,1381.0,1560.0,8429.0
2023-09-12 03:00:00,8240.0,31634.0,1781.0,0.0,4.0,917.0,1547.0,8802.0
2023-09-12 04:00:00,8411.0,31628.0,1782.0,0.0,4.0,854.0,1582.0,10749.0
2023-09-12 05:00:00,8507.0,31880.0,1784.0,0.0,14.0,1025.0,1562.0,12759.0
2023-09-12 06:00:00,8475.0,31845.0,1789.0,0.0,153.0,1008.0,1569.0,15211.0
2023-09-12 07:00:00,8491.0,31402.0,1796.0,0.0,276.0,853.0,1608.0,19752.0
2023-09-12 08:00:00,7971.0,30432.0,1796.0,0.0,412.0,833.0,1579.0,25614.0
2023-09-12 09:00:00,7928.0,29482.0,1796.0,0.0,598.0,859.0,1542.0,31468.0
2023-09-12 10:00:00,7875.0,28463.0,1797.0,0.0,843.0,827.0,1548.0,35471.0
2023-09-12 11:00:00,7892.0,28281.0,1856.0,0.0,1066.0,729.0,1586.0,36727.0
2023-09-12 12:00:00,7902.0,29470.0,1868.0,0.0,1066.0,720.0,1560.0,34305.0
2023-09-12 13:00:00,7841.0,29430.0,1868.0,0.0,723.0,735.0,1552.0,30835.0
2023-09-12 14:00:00,7907.0,28796.0,1862.0,0.0,611.0,1516.0,1518.0,25031.0
2023-09-12 15:00:00,8185.0,29975.0,1849.0,0.0,417.0,1914.0,1511.0,18800.0
2023-09-12 16:00:00,8287.0,30456.0,1866.0,0.0,157.0,2088.0,1463.0,14471.0
2023-09-12 17:00:00,8758.0,31066.0,1868.0,0.0,22.0,1790.0,1390.0,13042.0
2023-09-12 18:00:00,8799.0,31442.0,1868.0,0.0,4.0,1879.0,1396.0,12815.0
2023-09-12 19:00:00,8794.0,31380.0,1868.0,0.0,4.0,2552.0,1443.0,11849.0
2023-09-12 20:00:00,8783.0,31257.0,1870.0,0.0,4.0,2561.0,1428.0,10454.0
2023-09-12 21:00:00,8759.0,28539.0,1872.0,0.0,4.0,2824.0,1409.0,9373.0
2023-09-12 22:00:00,8649.0,25003.0,1872.0,0.0,4.0,3196.0,1423.0,8414.0
2023-09-12 23:00:00,8098.0,23742.0,1872.0,0.0,4.0,3722.0,1484.0,7347.0
