Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,other
42984,2023-11-27 00:00:00,2024-07-17 00:00:00,3.1,375.94,20001.0,22674.0,9653.0,650.0,0.0,21445.0,308.0
42985,2023-11-27 01:00:00,2024-07-17 00:00:00,3.1,371.26,19890.0,22685.0,9655.0,637.0,0.0,22307.0,326.0
42986,2023-11-27 02:00:00,2024-07-17 00:00:00,3.1,374.6,19897.0,22861.0,9654.0,633.0,0.0,21689.0,333.0
42987,2023-11-27 03:00:00,2024-07-17 00:00:00,3.1,377.91,19734.0,22658.0,9655.0,618.0,0.0,20759.0,323.0
42988,2023-11-27 04:00:00,2024-07-17 00:00:00,3.1,375.66,18425.0,22028.0,9660.0,601.0,0.0,19433.0,323.0
42989,2023-11-27 05:00:00,2024-07-17 00:00:00,3.1,365.68,16873.0,21269.0,9665.0,592.0,0.0,19164.0,322.0
42990,2023-11-27 06:00:00,2024-07-17 00:00:00,3.1,359.08,15921.0,20077.0,9668.0,496.0,0.0,18831.0,321.0
42991,2023-11-27 07:00:00,2024-07-17 00:00:00,3.1,358.22,15384.0,19467.0,9669.0,486.0,0.0,18056.0,322.0
42992,2023-11-27 08:00:00,2024-07-17 00:00:00,3.1,355.14,14979.0,19333.0,9672.0,486.0,0.0,18022.0,323.0
42993,2023-11-27 09:00:00,2024-07-17 00:00:00,3.1,353.22,14606.0,19569.0,9671.0,487.0,0.0,17955.0,319.0
42994,2023-11-27 10:00:00,2024-07-17 00:00:00,3.1,354.61,15001.0,19827.0,9670.0,488.0,0.0,18338.0,317.0
42995,2023-11-27 11:00:00,2024-07-17 00:00:00,3.1,365.35,15720.0,22153.0,9672.0,491.0,0.0,18143.0,316.0
42996,2023-11-27 12:00:00,2024-07-17 00:00:00,3.1,381.45,17566.0,25893.0,9673.0,645.0,0.0,18373.0,303.0
42997,2023-11-27 13:00:00,2024-07-17 00:00:00,3.1,395.51,20379.0,27769.0,9668.0,2108.0,0.0,17897.0,321.0
42998,2023-11-27 14:00:00,2024-07-17 00:00:00,3.1,415.02,22752.0,29242.0,9663.0,1672.0,293.0,16943.0,335.0
42999,2023-11-27 15:00:00,2024-07-17 00:00:00,3.1,421.83,22958.0,28785.0,9657.0,793.0,1312.0,15645.0,328.0
43000,2023-11-27 16:00:00,2024-07-17 00:00:00,3.1,416.55,22668.0,27309.0,9657.0,622.0,1878.0,15770.0,328.0
43001,2023-11-27 17:00:00,2024-07-17 00:00:00,3.1,396.58,21195.0,26434.0,9661.0,611.0,2015.0,17860.0,309.0
43002,2023-11-27 18:00:00,2024-07-17 00:00:00,3.1,382.79,20494.0,25664.0,9670.0,597.0,1939.0,19777.0,303.0
43003,2023-11-27 19:00:00,2024-07-17 00:00:00,3.1,374.57,19735.0,25309.0,9670.0,596.0,1971.0,20484.0,308.0
43004,2023-11-27 20:00:00,2024-07-17 00:00:00,3.1,367.23,18905.0,24918.0,9667.0,597.0,2091.0,20812.0,324.0
43005,2023-11-27 21:00:00,2024-07-17 00:00:00,3.1,365.49,18541.0,24718.0,9666.0,615.0,1953.0,20771.0,332.0
43006,2023-11-27 22:00:00,2024-07-17 00:00:00,3.1,374.51,18819.0,25970.0,9663.0,647.0,953.0,20486.0,331.0
43007,2023-11-27 23:00:00,2024-07-17 00:00:00,3.1,400.8,20849.0,28469.0,9671.0,903.0,131.0,18566.0,351.0
