datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-26 00:00:00,2023-08-27 18:30:16,3.0,3.3809831603494684,296.23351440667363,288.3525241045911,18.787244901240804,0.4257052047746533,35835.51524,51828.60928,10416.77949,2597.8156,9206.87963,882.23998,192.97538
2023-08-26 01:00:00,2023-08-27 18:30:16,3.0,3.3809831603494684,296.23351440667363,288.3525241045911,18.787244901240804,0.4257052047746533,36386.20791,49439.04109,10420.82105,2535.91316,3649.28001,1078.85,209.7373
2023-08-26 02:00:00,2023-08-27 18:30:16,3.0,3.3809831603494684,296.23351440667363,288.3525241045911,18.787244901240804,0.4257052047746533,36191.72941,47282.94144,10422.02174,2343.67732,270.52999,1206.37,220.60897
2023-08-26 03:00:00,2023-08-27 18:30:16,3.0,3.3809831603494684,296.23351440667363,288.3525241045911,18.787244901240804,0.4257052047746533,35027.12664,44957.8485,10424.95257,2157.05552,0.0,1290.78001,227.80532
2023-08-26 04:00:00,2023-08-27 18:30:16,3.0,3.0460619983388013,294.43223071074385,288.3585023041825,18.787244901240804,0.4257052047746533,33824.72304,42925.27396,10424.11933,1855.98783,0.0,1316.85001,230.0279
2023-08-26 05:00:00,2023-08-27 18:30:16,3.0,3.0460619983388013,294.43223071074385,288.3585023041825,18.787244901240804,0.4257052047746533,32534.05883,39898.36558,10422.9499,1591.56709,0.0,1310.90004,229.52064
2023-08-26 06:00:00,2023-08-27 18:30:16,3.0,3.0460619983388013,294.43223071074385,288.3585023041825,18.787244901240804,0.4257052047746533,31083.90146,36960.8949,10401.61991,1267.82626,0.0,1316.48999,229.99721
2023-08-26 07:00:00,2023-08-27 18:30:16,3.0,2.805749725436772,293.1322626899329,288.2435960662707,9.393605746934483,0.7053567518281287,29090.99573,34050.04718,10407.33139,1065.2598,0.0,1446.60998,241.09054
2023-08-26 08:00:00,2023-08-27 18:30:16,3.0,2.805749725436772,293.1322626899329,288.2435960662707,9.393605746934483,0.7053567518281287,27312.39703,31371.9004,10410.28013,833.02231,0.0,1418.26996,238.67443
2023-08-26 09:00:00,2023-08-27 18:30:16,3.0,2.805749725436772,293.1322626899329,288.2435960662707,9.393605746934483,0.7053567518281287,26220.75,29388.11765,10413.83951,644.56137,0.0,1339.12002,231.92653
2023-08-26 10:00:00,2023-08-27 18:30:16,3.0,2.744109623545546,292.47994043527075,288.18972359627884,0.0,0.8787313202537697,25372.63994,28311.89804,10385.08011,455.25959,0.0,1228.14003,222.46497
2023-08-26 11:00:00,2023-08-27 18:30:16,3.0,2.744109623545546,292.47994043527075,288.18972359627884,0.0,0.8787313202537697,25502.37311,28903.71132,10375.38234,454.46333,0.0,1138.95996,214.86195
2023-08-26 12:00:00,2023-08-27 18:30:16,3.0,2.744109623545546,292.47994043527075,288.18972359627884,0.0,0.8787313202537697,26066.17536,30522.09345,10368.48427,483.51513,0.0,1089.38002,210.63503
2023-08-26 13:00:00,2023-08-27 18:30:16,3.0,3.446005627219702,297.5019208758729,288.1271369528711,1.911200411443549,1.0241275317044396,27098.78956,32736.55371,10351.82516,606.99683,783.16,1022.50001,204.9332
2023-08-26 14:00:00,2023-08-27 18:30:16,3.0,3.446005627219702,297.5019208758729,288.1271369528711,1.911200411443549,1.0241275317044396,28821.67521,35733.45023,10361.04113,673.75819,5216.34989,911.88004,195.50233
2023-08-26 15:00:00,2023-08-27 18:30:16,3.0,3.446005627219702,297.5019208758729,288.1271369528711,1.911200411443549,1.0241275317044396,30431.96306,38972.00032,10371.11093,813.01069,10532.56014,760.87002,182.62803
2023-08-26 16:00:00,2023-08-27 18:30:16,3.0,3.528091045315996,301.89488238158407,286.79828283712976,249.33125795293893,1.1382404450110972,31638.01906,42248.89354,10376.71529,1044.12109,12794.68025,599.73,168.89009
2023-08-26 17:00:00,2023-08-27 18:30:16,3.0,3.528091045315996,301.89488238158407,286.79828283712976,249.33125795293893,1.1382404450110972,32875.69773,45686.5741,10383.83596,1297.84757,13526.29974,453.30002,156.40626
2023-08-26 18:00:00,2023-08-27 18:30:16,3.0,3.528091045315996,301.89488238158407,286.79828283712976,249.33125795293893,1.1382404450110972,34065.84798,47915.72568,10385.26307,1559.46752,13854.91978,366.88,149.03855
2023-08-26 19:00:00,2023-08-27 18:30:16,3.0,3.868927849021335,303.0954332347756,285.7827724418481,464.85843963414254,1.2040037640095909,35043.41223,49322.00397,10385.46471,1792.10079,13919.33973,360.24,148.47246
2023-08-26 20:00:00,2023-08-27 18:30:16,3.0,3.868927849021335,303.0954332347756,285.7827724418481,464.85843963414254,1.2040037640095909,35572.93943,50020.89786,10378.20339,1950.36193,13891.51026,421.98999,153.73693
