UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-09-02 00:00:00,2023-09-04 18:10:14,3.0,27246.0,35115.0,10569.0,2779.0,1152.0,10028.0,1033.0
2023-09-02 01:00:00,2023-09-04 18:10:14,3.0,26693.0,33787.0,10570.0,1867.0,79.0,10540.0,981.0
2023-09-02 02:00:00,2023-09-04 18:10:14,3.0,24088.0,31866.0,10568.0,822.0,5.0,12473.0,873.0
2023-09-02 03:00:00,2023-09-04 18:10:14,3.0,21805.0,28285.0,10566.0,569.0,5.0,14219.0,864.0
2023-09-02 04:00:00,2023-09-04 18:10:14,3.0,18921.0,25184.0,10568.0,538.0,5.0,16121.0,852.0
2023-09-02 05:00:00,2023-09-04 18:10:14,3.0,16929.0,23288.0,10572.0,527.0,5.0,17272.0,835.0
2023-09-02 06:00:00,2023-09-04 18:10:14,3.0,16118.0,21401.0,10571.0,464.0,5.0,16920.0,832.0
2023-09-02 07:00:00,2023-09-04 18:10:14,3.0,15226.0,16825.0,10576.0,456.0,5.0,16601.0,829.0
2023-09-02 08:00:00,2023-09-04 18:10:14,3.0,14461.0,15637.0,10573.0,465.0,5.0,16328.0,827.0
2023-09-02 09:00:00,2023-09-04 18:10:14,3.0,13912.0,14759.0,10577.0,468.0,5.0,16892.0,833.0
2023-09-02 10:00:00,2023-09-04 18:10:14,3.0,13851.0,14863.0,10583.0,463.0,5.0,16787.0,841.0
2023-09-02 11:00:00,2023-09-04 18:10:14,3.0,14081.0,15457.0,10586.0,448.0,5.0,16604.0,845.0
2023-09-02 12:00:00,2023-09-04 18:10:14,3.0,14201.0,15464.0,10592.0,451.0,30.0,16774.0,853.0
2023-09-02 13:00:00,2023-09-04 18:10:14,3.0,14321.0,16263.0,10590.0,461.0,622.0,16012.0,854.0
2023-09-02 14:00:00,2023-09-04 18:10:14,3.0,14392.0,20182.0,10588.0,490.0,1763.0,13667.0,850.0
2023-09-02 15:00:00,2023-09-04 18:10:14,3.0,15313.0,24414.0,10584.0,506.0,2386.0,11250.0,858.0
2023-09-02 16:00:00,2023-09-04 18:10:14,3.0,18680.0,27624.0,10572.0,543.0,2458.0,9261.0,866.0
2023-09-02 17:00:00,2023-09-04 18:10:14,3.0,20887.0,30158.0,10562.0,531.0,2565.0,9158.0,862.0
2023-09-02 18:00:00,2023-09-04 18:10:14,3.0,23560.0,32528.0,10560.0,519.0,2614.0,9166.0,864.0
2023-09-02 19:00:00,2023-09-04 18:10:14,3.0,24668.0,33340.0,10559.0,1304.0,2551.0,10320.0,871.0
2023-09-02 20:00:00,2023-09-04 18:10:14,3.0,25247.0,33861.0,10554.0,1572.0,2394.0,13127.0,891.0
2023-09-02 21:00:00,2023-09-04 18:10:14,3.0,25562.0,34260.0,10553.0,1813.0,2163.0,15584.0,939.0
2023-09-02 22:00:00,2023-09-04 18:10:14,3.0,25553.0,34251.0,10547.0,2516.0,2113.0,16593.0,915.0
2023-09-02 23:00:00,2023-09-04 18:10:14,3.0,25985.0,35218.0,10543.0,2668.0,1676.0,16609.0,912.0
