UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-03-18 00:00:00,2024-07-17 00:00:00,3.1,5.103346208842296,273.6019882553534,264.0789265033658,450.77160791162254,0.2214457770265677,15090.41252,18059.77178,10351.17946,1333.75949,171.33657,20100.55472,436.78617
2023-03-18 01:00:00,2024-07-17 00:00:00,3.1,4.536796495190892,270.633946815838,263.24729947718896,8.421646696902707,0.0463449852122148,14865.22338,17661.03878,10344.46817,1336.65647,184.21937,20050.14712,440.03206
2023-03-18 02:00:00,2024-07-17 00:00:00,3.1,4.536796495190892,270.633946815838,263.24729947718896,8.421646696902707,0.0463449852122148,14346.01388,17391.58831,10338.33359,1350.31471,190.04601,20199.95952,433.25463
2023-03-18 03:00:00,2024-07-17 00:00:00,3.1,4.536796495190892,270.633946815838,263.24729947718896,8.421646696902707,0.0463449852122148,13750.76601,17132.2585,10342.78491,1239.08697,191.80878,20360.52483,430.81813
2023-03-18 04:00:00,2024-07-17 00:00:00,3.1,4.290852491914655,269.55458937041186,262.7043703838904,4.21083565929025,0.0782020589154095,12987.86396,16904.72022,10356.10648,1135.68572,195.27113,20280.28443,424.22733
2023-03-18 05:00:00,2024-07-17 00:00:00,3.1,4.290852491914655,269.55458937041186,262.7043703838904,4.21083565929025,0.0782020589154095,12057.98424,16847.60455,10370.77321,1047.00454,195.50619,20272.93077,433.48512
2023-03-18 06:00:00,2024-07-17 00:00:00,3.1,4.290852491914655,269.55458937041186,262.7043703838904,4.21083565929025,0.0782020589154095,11492.62939,16737.72886,10380.13822,994.64131,204.28812,20202.50059,438.74455
2023-03-18 07:00:00,2024-07-17 00:00:00,3.1,4.0864528650928245,268.7546963667417,262.2664133211362,0.0,0.0157736576372315,10987.30417,16399.44617,10381.36864,1073.05604,200.38863,19892.98836,447.06821
2023-03-18 08:00:00,2024-07-17 00:00:00,3.1,4.0864528650928245,268.7546963667417,262.2664133211362,0.0,0.0157736576372315,10880.16137,16163.12215,10373.9518,1157.49878,201.08486,19772.96505,457.0647
2023-03-18 09:00:00,2024-07-17 00:00:00,3.1,4.0864528650928245,268.7546963667417,262.2664133211362,0.0,0.0157736576372315,10748.62454,16237.62884,10369.17762,1252.46201,213.16031,19768.36811,456.55858
2023-03-18 10:00:00,2024-07-17 00:00:00,3.1,3.96816148996461,268.19409404944514,261.97418998234525,0.0786130252316737,0.0262950471627453,10963.38599,16376.80664,10369.87707,1353.94851,211.8524,19679.23978,451.58323
2023-03-18 11:00:00,2024-07-17 00:00:00,3.1,3.96816148996461,268.19409404944514,261.97418998234525,0.0786130252316737,0.0262950471627453,11568.47732,16636.40478,10366.98855,1411.5301,198.01715,19585.0876,447.11348
