datetime,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-08-19 00:00:00,2023-08-20 14:50:47,3.0,3.935779603870176,296.74237992375595,285.11067818311955,29.22653439617004,0.0125450759216734,26415.79718,36380.72737,11599.75578,2333.61428,8531.07018,1837.78005,274.43961
2023-08-19 01:00:00,2023-08-20 14:50:47,3.0,3.935779603870176,296.74237992375595,285.11067818311955,29.22653439617004,0.0125450759216734,26946.58834,35033.10732,11607.75581,2285.74804,3836.46014,1823.93996,273.25968
2023-08-19 02:00:00,2023-08-20 14:50:47,3.0,3.935779603870176,296.74237992375595,285.11067818311955,29.22653439617004,0.0125450759216734,26844.84046,33763.64082,11609.76992,2120.50361,451.45002,1689.78,261.82192
2023-08-19 03:00:00,2023-08-20 14:50:47,3.0,3.935779603870176,296.74237992375595,285.11067818311955,29.22653439617004,0.0125450759216734,25934.27479,32417.95019,11610.98357,1968.26104,0.07,1580.57006,252.51126
2023-08-19 04:00:00,2023-08-20 14:50:47,3.0,3.833401173646395,295.07735838501026,285.2344708517734,29.22653439617004,0.0125450759216734,24832.86799,31203.40318,11605.83776,1707.07213,0.0,1482.56003,244.15545
2023-08-19 05:00:00,2023-08-20 14:50:47,3.0,3.833401173646395,295.07735838501026,285.2344708517734,29.22653439617004,0.0125450759216734,23450.56651,29334.55059,11601.08569,1480.16534,0.0,1367.17996,234.31877
2023-08-19 06:00:00,2023-08-20 14:50:47,3.0,3.833401173646395,295.07735838501026,285.2344708517734,29.22653439617004,0.0125450759216734,21888.99914,27425.54294,11571.51096,1205.79735,0.0,1230.68996,222.68236
2023-08-19 07:00:00,2023-08-20 14:50:47,3.0,3.535924803958033,293.8045157415923,285.33376374707643,14.61320876740947,0.0194164274773962,19843.90292,25559.31948,11575.58949,1038.48574,15.75,1151.05001,215.89268
2023-08-19 08:00:00,2023-08-20 14:50:47,3.0,3.535924803958033,293.8045157415923,285.33376374707643,14.61320876740947,0.0194164274773962,17933.91654,23844.41638,11577.16831,837.68426,12.57,1050.86999,207.35187
2023-08-19 09:00:00,2023-08-20 14:50:47,3.0,3.535924803958033,293.8045157415923,285.33376374707643,14.61320876740947,0.0194164274773962,16626.81277,22566.87188,11579.17632,669.01452,7.95,948.96003,198.66357
2023-08-19 10:00:00,2023-08-20 14:50:47,3.0,3.3563100667069934,293.2663570989117,285.6712608653519,0.0,0.0218544324136863,15634.24138,21852.38984,11538.43555,501.98893,5.46,832.62003,188.74505
2023-08-19 11:00:00,2023-08-20 14:50:47,3.0,3.3563100667069934,293.2663570989117,285.6712608653519,0.0,0.0218544324136863,15541.93029,22184.12991,11525.34497,501.86936,5.25,684.59001,176.1248
2023-08-19 12:00:00,2023-08-20 14:50:47,3.0,3.3563100667069934,293.2663570989117,285.6712608653519,0.0,0.0218544324136863,15998.33224,23167.62475,11515.79052,526.35746,4.68,542.49001,164.01012
2023-08-19 13:00:00,2023-08-20 14:50:47,3.0,4.238669526301814,299.72024152485784,286.47398559350097,2.8632019243598905,0.0261022147330852,16969.18183,24512.15746,11494.57069,638.81052,342.15001,457.57002,156.77029
2023-08-19 14:00:00,2023-08-20 14:50:47,3.0,4.238669526301814,299.72024152485784,286.47398559350097,2.8632019243598905,0.0261022147330852,18617.56666,26368.29907,11503.53851,698.609,3894.51007,438.38001,155.13426
2023-08-19 15:00:00,2023-08-20 14:50:47,3.0,4.238669526301814,299.72024152485784,286.47398559350097,2.8632019243598905,0.0261022147330852,20355.42242,28362.17411,11515.52331,813.59085,7084.57997,436.04001,154.93476
2023-08-19 16:00:00,2023-08-20 14:50:47,3.0,4.446917025429465,304.8543417644249,285.7019706613503,294.1977709510015,0.0300700309307066,21791.44444,30339.92837,11517.64377,1010.75685,7752.89989,435.71,154.90663
2023-08-19 17:00:00,2023-08-20 14:50:47,3.0,4.446917025429465,304.8543417644249,285.7019706613503,294.1977709510015,0.0300700309307066,23219.58439,32498.08017,11521.86677,1227.2016,8121.08025,493.71,159.85139
