UTC time,creation_time (UTC),version,coal,nat_gas,nuclear,hydro,solar,wind,other
2023-09-08 00:00:00,2023-09-09 16:53:36,3.0,31809.0,38122.0,10570.0,2651.0,342.0,2181.0,959.0
2023-09-08 01:00:00,2023-09-09 16:53:36,3.0,31258.0,37781.0,10580.0,1679.0,15.0,2359.0,949.0
2023-09-08 02:00:00,2023-09-09 16:53:36,3.0,30612.0,36820.0,10586.0,658.0,1.0,2475.0,920.0
2023-09-08 03:00:00,2023-09-09 16:53:36,3.0,28167.0,34112.0,10588.0,402.0,0.0,3075.0,902.0
2023-09-08 04:00:00,2023-09-09 16:53:36,3.0,26255.0,31580.0,10591.0,390.0,0.0,3729.0,914.0
2023-09-08 05:00:00,2023-09-09 16:53:36,3.0,24322.0,30012.0,10588.0,375.0,1.0,4169.0,929.0
2023-09-08 06:00:00,2023-09-09 16:53:36,3.0,22691.0,28634.0,10597.0,370.0,0.0,3980.0,935.0
2023-09-08 07:00:00,2023-09-09 16:53:36,3.0,20406.0,27499.0,10604.0,370.0,0.0,4112.0,933.0
2023-09-08 08:00:00,2023-09-09 16:53:36,3.0,19458.0,27149.0,10603.0,367.0,0.0,3973.0,929.0
2023-09-08 09:00:00,2023-09-09 16:53:36,3.0,18986.0,26575.0,10607.0,367.0,0.0,4086.0,900.0
2023-09-08 10:00:00,2023-09-09 16:53:36,3.0,19439.0,26882.0,10606.0,367.0,0.0,4032.0,902.0
2023-09-08 11:00:00,2023-09-09 16:53:36,3.0,21579.0,28357.0,10607.0,367.0,0.0,3735.0,883.0
2023-09-08 12:00:00,2023-09-09 16:53:36,3.0,23230.0,29456.0,10607.0,346.0,3.0,4140.0,880.0
2023-09-08 13:00:00,2023-09-09 16:53:36,3.0,23759.0,29609.0,10611.0,363.0,274.0,4446.0,875.0
2023-09-08 14:00:00,2023-09-09 16:53:36,3.0,23795.0,30514.0,10609.0,363.0,923.0,3738.0,861.0
2023-09-08 15:00:00,2023-09-09 16:53:36,3.0,25365.0,31611.0,10607.0,360.0,1179.0,1937.0,877.0
2023-09-08 16:00:00,2023-09-09 16:53:36,3.0,27002.0,32739.0,10597.0,362.0,1450.0,1162.0,884.0
2023-09-08 17:00:00,2023-09-09 16:53:36,3.0,27568.0,33690.0,10589.0,398.0,1751.0,1334.0,904.0
2023-09-08 18:00:00,2023-09-09 16:53:36,3.0,28592.0,34672.0,10586.0,1172.0,1831.0,1296.0,902.0
2023-09-08 19:00:00,2023-09-09 16:53:36,3.0,29191.0,35152.0,10586.0,1619.0,1995.0,1295.0,955.0
2023-09-08 20:00:00,2023-09-09 16:53:36,3.0,28824.0,34966.0,10586.0,1682.0,1962.0,1502.0,1057.0
2023-09-08 21:00:00,2023-09-09 16:53:36,3.0,28342.0,34399.0,10673.0,2206.0,2000.0,1704.0,1070.0
2023-09-08 22:00:00,2023-09-09 16:53:36,3.0,28418.0,34611.0,10712.0,2309.0,1827.0,1714.0,1068.0
2023-09-08 23:00:00,2023-09-09 16:53:36,3.0,27770.0,34316.0,10705.0,2277.0,1472.0,1715.0,1068.0
