datetime,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_other_production_forecast
2023-06-27 00:00:00,3.913035505457752,295.00786895734484,286.9096427173907,61.6144215374757,0.2195760847958291,26188.48355,36840.89967,11681.41686,2284.47442,11036.26023,4055.50012,463.51055
2023-06-27 01:00:00,3.913035505457752,295.00786895734484,286.9096427173907,61.6144215374757,0.2195760847958291,25915.07715,35235.3682,11689.69019,2239.21852,6677.43979,4104.3699,467.67692
2023-06-27 02:00:00,3.913035505457752,295.00786895734484,286.9096427173907,61.6144215374757,0.2195760847958291,25129.69524,33816.0826,11691.75996,2078.99463,1746.82996,4250.10001,480.10109
2023-06-27 03:00:00,3.913035505457752,295.00786895734484,286.9096427173907,61.6144215374757,0.2195760847958291,23794.16573,32414.24016,11692.85544,1933.14631,6.09,4194.1899,475.3345
2023-06-27 04:00:00,3.709348002988509,293.1447993279634,286.6967469308136,61.6144215374757,0.2195760847958291,22540.97617,31256.81098,11687.41193,1679.37469,0.0,4226.61016,478.09847
2023-06-27 05:00:00,3.709348002988509,293.1447993279634,286.6967469308136,61.6144215374757,0.2195760847958291,21375.1749,29565.41869,11682.41248,1459.44526,0.0,4272.15013,481.98097
2023-06-27 06:00:00,3.709348002988509,293.1447993279634,286.6967469308136,61.6144215374757,0.2195760847958291,20333.71296,27934.60103,11652.26866,1194.26024,0.0,4312.39989,485.41245
2023-06-27 07:00:00,3.4170637979461715,291.870107621802,286.40983338930386,30.807816992134573,0.4220808999261717,19073.84736,26374.24531,11656.23399,1033.50588,0.0,4406.7601,493.45709
2023-06-27 08:00:00,3.4170637979461715,291.870107621802,286.40983338930386,30.807816992134573,0.4220808999261717,18054.09059,25000.92393,11657.71866,838.55137,0.0,4367.38991,490.1006
2023-06-27 09:00:00,3.4170637979461715,291.870107621802,286.40983338930386,30.807816992134573,0.4220808999261717,17605.57285,24060.3843,11659.61956,673.56267,0.0,4311.55012,485.34
2023-06-27 10:00:00,3.2654526055089006,291.9169791679683,286.77964099108124,0.0,0.5920421459756394,17333.8993,23676.63063,11618.05164,510.68033,0.0,4189.36008,474.92273
2023-06-27 11:00:00,3.2654526055089006,291.9169791679683,286.77964099108124,0.0,0.5920421459756394,17772.98346,24318.02549,11604.72664,510.68663,0.0,3994.89009,458.34326
2023-06-27 12:00:00,3.2654526055089006,291.9169791679683,286.77964099108124,0.0,0.5920421459756394,18553.92005,25489.15909,11594.98885,534.32592,45.7,3730.68012,435.81813
2023-06-27 13:00:00,4.320095536986532,297.3149060272359,286.8305519497903,9.453925700037615,0.7531615902020334,19648.84823,26989.48455,11573.45493,644.72772,2600.85006,3335.1699,402.09905
2023-06-27 14:00:00,4.320095536986532,297.3149060272359,286.8305519497903,9.453925700037615,0.7531615902020334,21191.38857,28956.2262,11582.40523,703.23114,8045.61015,2753.96993,352.54905
2023-06-27 15:00:00,4.320095536986532,297.3149060272359,286.8305519497903,9.453925700037615,0.7531615902020334,22676.59352,30990.29938,11594.52191,813.69878,11741.29964,2145.64996,300.68695
2023-06-27 16:00:00,4.87675384136944,301.4270141920369,285.8938236752773,349.8527934039055,0.8737627188072725,23856.63851,32958.15326,11596.40147,1004.55128,13072.48017,1692.72009,262.07257
2023-06-27 17:00:00,4.87675384136944,301.4270141920369,285.8938236752773,349.8527934039055,0.8737627188072725,25026.74563,35026.91696,11600.42512,1214.06178,13704.61022,1415.59004,238.44595
2023-06-27 18:00:00,4.87675384136944,301.4270141920369,285.8938236752773,349.8527934039055,0.8737627188072725,26156.9081,36249.49499,11600.82535,1429.27978,14054.6999,1301.36,228.70731
2023-06-27 19:00:00,5.200653753387919,302.77913540586275,285.3091565871416,564.1886332034272,1.0079093157393877,27126.23836,36938.76784,11600.83755,1614.41129,14132.88012,1378.37996,235.27362
2023-06-27 20:00:00,5.200653753387919,302.77913540586275,285.3091565871416,564.1886332034272,1.0079093157393877,27658.48233,37136.1412,11591.91851,1743.25758,14080.09001,1670.58007,260.18504
2023-06-27 21:00:00,5.200653753387919,302.77913540586275,285.3091565871416,564.1886332034272,1.0079093157393877,27703.22101,36506.89467,11593.00409,1896.70257,13935.27964,2076.46997,294.78903
2023-06-27 22:00:00,4.7454403301338415,300.5831281460771,286.6282874293395,811.3281631984619,1.1634549867527832,27722.40148,35954.38139,11608.34205,2033.5208,13549.2802,2514.58007,332.13996
2023-06-27 23:00:00,4.7454403301338415,300.5831281460771,286.6282874293395,811.3281631984619,1.1634549867527832,27555.72585,35112.01802,11618.83609,2119.13189,12807.84977,2920.31996,366.73117
2023-06-28 00:00:00,4.7454403301338415,300.5831281460771,286.6282874293395,811.3281631984619,1.1634549867527832,26480.46741,33865.0937,11606.26581,2406.79603,8978.58169,2180.33929,296.91104
2023-06-28 01:00:00,3.967851856465926,295.3958993510552,286.02550424286403,632.9499546258689,1.4521640146490151,26364.46186,32327.1444,11614.28757,2368.50969,6078.59638,2232.85724,307.98536
2023-06-28 02:00:00,3.967851856465926,295.3958993510552,286.02550424286403,632.9499546258689,1.4521640146490151,25733.97648,30964.08371,11616.30549,2201.40168,1544.3221,2318.41209,310.81188
2023-06-28 03:00:00,3.967851856465926,295.3958993510552,286.02550424286403,632.9499546258689,1.4521640146490151,24524.64576,29655.89813,11617.51076,2072.45661,0.0,2437.77723,318.4088
2023-06-28 04:00:00,3.600591935468676,293.4844765294422,286.1000221541594,59.55998551167349,1.9224304980539264,23377.95306,28601.19985,11612.34093,1849.0523,0.0,2598.42429,325.28846
2023-06-28 05:00:00,3.600591935468676,293.4844765294422,286.1000221541594,59.55998551167349,1.9224304980539264,22279.47977,27134.20204,11607.56904,1669.58121,0.0,2747.30893,323.56851
2023-06-28 06:00:00,3.600591935468676,293.4844765294422,286.1000221541594,59.55998551167349,1.9224304980539264,21249.06516,25746.4217,11577.94895,1413.93494,0.0,2772.43406,324.33304
2023-06-28 07:00:00,3.156884232309144,292.1397761541222,286.0760222250681,29.78068629354481,2.283366365750976,19955.2786,24463.00145,11582.01834,1282.07309,0.0,2767.73415,323.94898
2023-06-28 08:00:00,3.156884232309144,292.1397761541222,286.0760222250681,29.78068629354481,2.283366365750976,18875.56195,23373.05523,11583.58991,1112.71541,0.0,2799.96354,324.24555
2023-06-28 09:00:00,3.156884232309144,292.1397761541222,286.0760222250681,29.78068629354481,2.283366365750976,18348.76439,22677.03068,11585.58953,971.94722,0.0,2926.63056,329.07743
2023-06-28 10:00:00,2.998902512799241,292.4385383389321,286.5720416060796,0.0,2.570616326774784,17997.77882,22491.86442,11544.78244,808.40121,790.84678,3075.0536,333.47896
2023-06-28 11:00:00,2.998902512799241,292.4385383389321,286.5720416060796,0.0,2.570616326774784,18360.29348,23204.97444,11531.67318,834.96628,1364.62887,3232.08885,328.12174
2023-06-28 12:00:00,2.998902512799241,292.4385383389321,286.5720416060796,0.0,2.570616326774784,19063.42665,24347.57001,11522.10424,871.72822,2181.6306,3296.68101,323.5446
2023-06-28 13:00:00,4.023194016044204,298.1225114455046,286.9585522746988,10.69318602859526,2.7990188456327565,20092.27579,25769.9273,11500.85926,981.59074,3113.75973,3372.96109,326.13327
2023-06-28 14:00:00,4.023194016044204,298.1225114455046,286.9585522746988,10.69318602859526,2.7990188456327565,21582.88853,27606.53705,11509.82556,1001.89466,4401.26532,3472.52491,328.17062
2023-06-28 15:00:00,4.023194016044204,298.1225114455046,286.9585522746988,10.69318602859526,2.7990188456327565,23006.53916,29483.77181,11521.82103,1081.91598,6581.62934,3558.8793,331.15397
2023-06-28 16:00:00,4.332653568348195,302.2962163168568,286.17746907916046,359.147845595878,2.9581284246456723,24126.06848,31271.42136,11523.92243,1235.213,9189.86943,3686.38588,328.56354
2023-06-28 17:00:00,4.332653568348195,302.2962163168568,286.17746907916046,359.147845595878,2.9581284246456723,25239.91425,33131.11505,11528.12942,1406.95491,11458.7865,3823.27669,324.52756
2023-06-28 18:00:00,4.332653568348195,302.2962163168568,286.17746907916046,359.147845595878,2.9581284246456723,26310.72522,34200.53728,11528.59102,1598.49629,12832.8138,4009.42839,330.8757
2023-06-28 19:00:00,4.397491657672006,303.85487476118493,285.6489864606247,571.065734197104,3.093668330273104,27218.29301,34780.03122,11528.61389,1749.23601,13210.24066,4053.33844,329.53311
2023-06-28 20:00:00,4.397491657672006,303.85487476118493,285.6489864606247,571.065734197104,3.093668330273104,27707.95712,34885.38473,11519.79358,1864.44094,13113.44522,4116.78636,329.06754
2023-06-28 21:00:00,4.397491657672006,303.85487476118493,285.6489864606247,571.065734197104,3.093668330273104,27739.58407,34224.04288,11521.10634,2027.1663,12150.68015,4211.55292,327.24431
2023-06-28 22:00:00,4.23391299738191,301.5995839334412,287.348770064374,823.6820728052429,3.2680248805758856,27788.2391,33632.88883,11536.4546,2161.22606,10143.09772,4273.28986,329.83362
2023-06-28 23:00:00,4.23391299738191,301.5995839334412,287.348770064374,823.6820728052429,3.2680248805758856,27704.7618,32761.79814,11546.96083,2230.23826,8653.95172,4396.95497,329.09814
2023-06-29 00:00:00,4.23391299738191,301.5995839334412,287.348770064374,823.6820728052429,3.2680248805758856,26634.37895,31547.94301,11536.94211,2651.77488,6998.82745,2180.33929,303.15916
2023-06-29 01:00:00,3.71265657565296,296.4519435260906,286.99625178515424,643.9541390344011,3.568407496927972,26616.29935,30073.9285,11544.73212,2613.1816,4731.10376,2232.85724,314.28345
2023-06-29 02:00:00,3.71265657565296,296.4519435260906,286.99625178515424,643.9541390344011,3.568407496927972,26085.91162,28764.97532,11546.70202,2426.34186,1186.81184,2318.41209,317.06191
2023-06-29 03:00:00,3.71265657565296,296.4519435260906,286.99625178515424,643.9541390344011,3.568407496927972,24962.98957,27538.91702,11548.00791,2296.48725,0.0,2437.77723,324.58779
2023-06-29 04:00:00,3.5968522824323226,294.6859571803647,287.1379440457965,59.59027979357565,3.960792514156221,23894.17969,26570.33934,11543.0908,2082.18087,0.0,2598.42429,331.46866
2023-06-29 05:00:00,3.5968522824323226,294.6859571803647,287.1379440457965,59.59027979357565,3.960792514156221,22852.55251,25279.70919,11538.52893,1922.48897,0.0,2747.30893,329.73082
2023-06-29 06:00:00,3.5968522824323226,294.6859571803647,287.1379440457965,59.59027979357565,3.960792514156221,21844.23686,24079.31044,11509.39217,1651.63196,0.0,2772.43406,330.38656
2023-06-29 07:00:00,3.2939267819014577,293.48597361254696,287.2185314991429,29.79578898391885,4.252786436191748,20545.91054,23006.84655,11513.55685,1529.74365,0.0,2767.73415,329.96734
2023-06-29 08:00:00,3.2939267819014577,293.48597361254696,287.2185314991429,29.79578898391885,4.252786436191748,19444.12498,22130.95318,11515.20885,1369.12294,0.0,2799.96354,330.24977
2023-06-29 09:00:00,3.2939267819014577,293.48597361254696,287.2185314991429,29.79578898391885,4.252786436191748,18879.81629,21617.56236,11517.29919,1241.50341,0.0,2926.63056,335.12197
2023-06-29 10:00:00,2.9944286933730058,293.4783457002641,288.0054175301046,0.0,4.489324863612457,18487.194,21577.10574,11477.19421,1066.4073,517.74337,3075.0536,339.5597
2023-06-29 11:00:00,2.9944286933730058,293.4783457002641,288.0054175301046,0.0,4.489324863612457,18804.40345,22336.50375,11464.28393,1117.70061,1010.73331,3232.08885,334.17952
2023-06-29 12:00:00,2.9944286933730058,293.4783457002641,288.0054175301046,0.0,4.489324863612457,19456.3279,23448.99085,11454.87051,1169.08267,1745.57112,3296.68101,329.4721
2023-06-29 13:00:00,3.812609270853988,298.8750738159961,288.5498385971614,9.150748996177514,4.689123134395376,20437.68619,24802.8365,11433.89349,1283.84459,2592.75873,3372.96109,332.04995
2023-06-29 14:00:00,3.812609270853988,298.8750738159961,288.5498385971614,9.150748996177514,4.689123134395376,21885.17614,26529.86836,11442.87389,1271.51889,3709.69335,3472.52491,334.11031
2023-06-29 15:00:00,3.812609270853988,298.8750738159961,288.5498385971614,9.150748996177514,4.689123134395376,23255.62985,28276.77802,11454.75692,1334.71384,5480.57543,3558.8793,337.06558
2023-06-29 16:00:00,4.071718695124452,302.98600623442377,287.84278814702344,342.41084939630434,4.861412989244194,24323.35066,29916.74937,11457.06263,1469.22025,7559.61625,3686.38588,334.40618
2023-06-29 17:00:00,4.071718695124452,302.98600623442377,287.84278814702344,342.41084939630434,4.861412989244194,25388.31929,31608.86748,11461.43962,1623.60702,9361.53489,3823.27669,330.32333
2023-06-29 18:00:00,4.071718695124452,302.98600623442377,287.84278814702344,342.41084939630434,4.861412989244194,26409.71127,32556.8324,11461.95725,1811.9939,10444.86775,4009.42839,336.77439
2023-06-29 19:00:00,4.406678585332586,304.36590919712785,287.35668733211725,552.8069130681844,5.000390874069153,27267.31929,33050.90936,11461.9908,1949.92338,10726.7231,4053.33844,335.50593
2023-06-29 20:00:00,4.406678585332586,304.36590919712785,287.35668733211725,552.8069130681844,5.000390874069153,27720.6418,33087.92617,11453.2612,2064.41911,10592.20322,4116.78636,335.07132
2023-06-29 21:00:00,4.406678585332586,304.36590919712785,287.35668733211725,552.8069130681844,5.000390874069153,27738.0068,32407.74172,11454.78398,2250.64458,9713.38237,4211.55292,333.17343
2023-06-29 22:00:00,4.204632790505305,301.8596019446788,288.76540419741514,801.2909802414022,5.131666925298526,27800.90448,31794.32225,11470.14139,2395.38975,7993.24528,4273.28986,335.7177
2023-06-29 23:00:00,4.204632790505305,301.8596019446788,288.76540419741514,801.2909802414022,5.131666925298526,27766.80325,30911.99701,11480.65868,2451.9924,6737.50343,4396.95497,334.96448
2023-06-30 00:00:00,4.204632790505305,301.8596019446788,288.76540419741514,801.2909802414022,5.131666925298526,26704.37112,29731.72279,11472.96854,3104.34844,5192.01862,2180.33929,309.60211
2023-06-30 01:00:00,3.670369777968387,296.6249120961236,288.5229620043423,618.102026591624,5.400380950261152,26741.18054,28313.48152,11480.54433,3056.63924,3493.01018,2232.85724,320.77792
2023-06-30 02:00:00,3.670369777968387,296.6249120961236,288.5229620043423,618.102026591624,5.400380950261152,26270.06384,27051.83456,11482.47077,2829.78446,850.81181,2318.41209,323.50684
2023-06-30 03:00:00,3.670369777968387,296.6249120961236,288.5229620043423,618.102026591624,5.400380950261152,25202.22607,25894.22784,11483.86891,2677.41612,0.0,2437.77723,330.95946
2023-06-30 04:00:00,3.3346564944446584,294.6827098317644,288.55606784642094,55.6111700298688,6.099694115707534,24187.11206,24995.5325,11479.18507,2448.92106,0.0,2598.42429,337.84159
2023-06-30 05:00:00,3.3346564944446584,294.6827098317644,288.55606784642094,55.6111700298688,6.099694115707534,23190.46498,23843.14751,11474.81723,2289.06244,0.0,2747.30893,336.08525
2023-06-30 06:00:00,3.3346564944446584,294.6827098317644,288.55606784642094,55.6111700298688,6.099694115707534,22207.90604,22787.77171,11446.12605,1969.53961,0.0,2772.43406,336.62886
2023-06-30 07:00:00,2.917026244493782,293.4633087411248,288.5687398833576,27.806066185957288,6.710176143024071,20921.52513,21877.49328,11450.37955,1837.37577,0.0,2767.73415,336.17335
2023-06-30 08:00:00,2.917026244493782,293.4633087411248,288.5687398833576,27.806066185957288,6.710176143024071,19820.77284,21165.27486,11452.10511,1667.40852,0.0,2799.96354,336.44123
2023-06-30 09:00:00,2.917026244493782,293.4633087411248,288.5687398833576,27.806066185957288,6.710176143024071,19245.38463,20790.46731,11454.27931,1542.88871,0.0,2926.63056,341.35499
2023-06-30 10:00:00,2.590554335340263,293.49032392739826,289.18477728003813,0.0,7.242249402448879,18836.27504,20857.98682,11414.82271,1340.32957,321.19351,3075.0536,345.83009
2023-06-30 11:00:00,2.590554335340263,293.49032392739826,289.18477728003813,0.0,7.242249402448879,19130.31578,21648.50891,11402.09538,1420.2483,713.5269,3232.08885,340.42621
2023-06-30 12:00:00,2.590554335340263,293.49032392739826,289.18477728003813,0.0,7.242249402448879,19751.19162,22733.41095,11392.82605,1491.65103,1329.79301,3296.68101,335.58441
2023-06-30 13:00:00,3.273331019717457,298.4801718315478,289.5110587393872,8.333395884313639,7.630782343913331,20700.42616,24029.738,11372.09526,1619.04747,2073.41814,3372.96109,338.15115
2023-06-30 14:00:00,3.273331019717457,298.4801718315478,289.5110587393872,8.333395884313639,7.630782343913331,22114.38034,25667.04888,11381.08939,1572.73629,3024.54211,3472.52491,340.23522
2023-06-30 15:00:00,3.273331019717457,298.4801718315478,289.5110587393872,8.333395884313639,7.630782343913331,23441.92264,27308.23951,11392.86874,1631.30554,4409.8362,3558.8793,343.16154
2023-06-30 16:00:00,3.5957021724461846,302.43339098300936,288.5449910152161,323.1533677807902,7.791176778833373,24468.07004,28829.4349,11395.36237,1764.913,5991.64667,3686.38588,340.43103
2023-06-30 17:00:00,3.5957021724461846,302.43339098300936,288.5449910152161,323.1533677807902,7.791176778833373,25493.38803,30388.5609,11399.8964,1922.16938,7336.53484,3823.27669,336.29982
2023-06-30 18:00:00,3.5957021724461846,302.43339098300936,288.5449910152161,323.1533677807902,7.791176778833373,26476.09826,31241.09098,11400.46625,2131.25646,8120.73225,4009.42839,342.85701
2023-06-30 19:00:00,3.990947498487784,303.6144254517725,287.9601146578428,525.5472600932256,7.918526318271864,27295.54277,31669.22278,11400.50933,2279.12202,8300.73772,4053.33844,341.665
2023-06-30 20:00:00,3.990947498487784,303.6144254517725,287.9601146578428,525.5472600932256,7.918526318271864,27719.75767,31655.31994,11391.86359,2408.25576,8153.83853,4116.78636,341.26229
2023-06-30 21:00:00,3.990947498487784,303.6144254517725,287.9601146578428,525.5472600932256,7.918526318271864,27723.65686,30964.31086,11393.57963,2640.84067,7406.49133,4211.55292,339.28746
2023-06-30 22:00:00,4.140657407178388,300.7202539646595,289.1226302263739,760.984931312917,8.115773145938862,27790.96016,30337.95195,11408.9458,2815.04065,6020.65806,4273.28986,341.78528
2023-06-30 23:00:00,4.140657407178388,300.7202539646595,289.1226302263739,760.984931312917,8.115773145938862,27782.44076,29452.91403,11419.47338,2861.2039,5017.23266,4396.95497,341.01376
