Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
41832,2023-10-10 00:00:00,478.91,615.0,2264.0,0.0,73.0,0.0,431.0
41833,2023-10-10 01:00:00,475.88,614.0,2253.0,0.0,75.0,0.0,450.0
41834,2023-10-10 02:00:00,446.92,612.0,2135.0,0.0,136.0,105.0,506.0
41835,2023-10-10 03:00:00,455.88,613.0,2201.0,0.0,184.0,14.0,479.0
41836,2023-10-10 04:00:00,424.82,614.0,2673.0,0.0,651.0,26.0,353.0
41837,2023-10-10 05:00:00,367.98,544.0,2573.0,0.0,650.0,693.0,315.0
41838,2023-10-10 06:00:00,281.76,300.0,2600.0,0.0,547.0,2036.0,295.0
41839,2023-10-10 07:00:00,246.42,300.0,2396.0,0.0,350.0,3134.0,198.0
41840,2023-10-10 08:00:00,222.86,301.0,2193.0,0.0,248.0,3820.0,174.0
41841,2023-10-10 09:00:00,221.38,301.0,2319.0,0.0,194.0,4119.0,182.0
41842,2023-10-10 10:00:00,225.41,375.0,2271.0,0.0,132.0,4159.0,219.0
41843,2023-10-10 11:00:00,253.22,609.0,2275.0,0.0,88.0,3799.0,300.0
41844,2023-10-10 12:00:00,268.58,612.0,2256.0,0.0,133.0,3097.0,435.0
41845,2023-10-10 13:00:00,300.0,612.0,2302.0,0.0,155.0,2128.0,589.0
41846,2023-10-10 14:00:00,353.87,613.0,2460.0,0.0,159.0,998.0,758.0
41847,2023-10-10 15:00:00,366.35,538.0,2457.0,0.0,515.0,182.0,881.0
41848,2023-10-10 16:00:00,366.05,592.0,2636.0,0.0,756.0,44.0,909.0
41849,2023-10-10 17:00:00,338.79,613.0,2473.0,0.0,638.0,462.0,1014.0
41850,2023-10-10 18:00:00,356.37,612.0,2560.0,0.0,635.0,193.0,1027.0
41851,2023-10-10 19:00:00,372.78,610.0,2686.0,0.0,659.0,0.0,989.0
41852,2023-10-10 20:00:00,366.0,603.0,2478.0,0.0,555.0,0.0,1102.0
41853,2023-10-10 21:00:00,313.28,337.0,1896.0,0.0,386.0,0.0,1304.0
41854,2023-10-10 22:00:00,278.99,301.0,1476.0,0.0,376.0,0.0,1412.0
41855,2023-10-10 23:00:00,260.59,301.0,1315.0,0.0,398.0,0.0,1506.0
