Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,hydro,solar,wind
38736,2023-06-03 00:00:00,302.04,162.0,1504.0,0.0,146.0,0.0,438.0
38737,2023-06-03 01:00:00,279.85,162.0,1332.0,0.0,110.0,0.0,597.0
38738,2023-06-03 02:00:00,268.98,157.0,1343.0,0.0,96.0,0.0,695.0
38739,2023-06-03 03:00:00,242.45,157.0,1222.0,0.0,214.0,41.0,723.0
38740,2023-06-03 04:00:00,220.28,157.0,1407.0,0.0,429.0,323.0,589.0
38741,2023-06-03 05:00:00,191.33,158.0,1385.0,0.0,399.0,936.0,428.0
38742,2023-06-03 06:00:00,148.81,154.0,1140.0,0.0,334.0,1718.0,275.0
38743,2023-06-03 07:00:00,125.92,156.0,998.0,0.0,158.0,2356.0,206.0
38744,2023-06-03 08:00:00,105.29,159.0,814.0,0.0,73.0,2795.0,167.0
38745,2023-06-03 09:00:00,99.54,161.0,821.0,0.0,67.0,3039.0,193.0
38746,2023-06-03 10:00:00,100.83,163.0,901.0,0.0,80.0,3133.0,258.0
38747,2023-06-03 11:00:00,99.05,166.0,743.0,0.0,107.0,2730.0,303.0
38748,2023-06-03 12:00:00,104.89,144.0,767.0,0.0,311.0,2185.0,342.0
38749,2023-06-03 13:00:00,114.64,147.0,780.0,0.0,521.0,1634.0,410.0
38750,2023-06-03 14:00:00,137.76,163.0,851.0,0.0,703.0,1017.0,451.0
38751,2023-06-03 15:00:00,180.97,189.0,1172.0,0.0,832.0,521.0,476.0
38752,2023-06-03 16:00:00,222.31,153.0,1728.0,0.0,935.0,212.0,371.0
38753,2023-06-03 17:00:00,255.29,217.0,1985.0,0.0,915.0,27.0,379.0
38754,2023-06-03 18:00:00,253.08,222.0,2005.0,0.0,830.0,0.0,541.0
38755,2023-06-03 19:00:00,257.17,151.0,2176.0,0.0,826.0,0.0,424.0
38756,2023-06-03 20:00:00,294.81,155.0,2064.0,0.0,445.0,0.0,326.0
38757,2023-06-03 21:00:00,315.15,157.0,1835.0,0.0,173.0,0.0,368.0
38758,2023-06-03 22:00:00,318.39,156.0,1651.0,0.0,34.0,0.0,450.0
38759,2023-06-03 23:00:00,307.61,157.0,1450.0,0.0,34.0,0.0,491.0
