UTC time,coal,nat_gas,oil,hydro,solar,wind
2023-04-14 00:00:00,200.0,792.0,0.0,6.0,0.0,1917.0
2023-04-14 01:00:00,196.0,819.0,0.0,6.0,0.0,1841.0
2023-04-14 02:00:00,197.0,834.0,0.0,7.0,0.0,1813.0
2023-04-14 03:00:00,199.0,917.0,0.0,53.0,0.0,1928.0
2023-04-14 04:00:00,206.0,1161.0,0.0,236.0,111.0,1991.0
2023-04-14 05:00:00,217.0,1334.0,0.0,281.0,545.0,2098.0
2023-04-14 06:00:00,210.0,1069.0,0.0,240.0,1179.0,2167.0
2023-04-14 07:00:00,194.0,627.0,0.0,237.0,1776.0,2121.0
2023-04-14 08:00:00,195.0,474.0,0.0,79.0,1908.0,2102.0
2023-04-14 09:00:00,207.0,571.0,0.0,89.0,2144.0,2036.0
2023-04-14 10:00:00,207.0,586.0,0.0,147.0,2255.0,2138.0
2023-04-14 11:00:00,213.0,520.0,0.0,118.0,2343.0,2336.0
2023-04-14 12:00:00,213.0,511.0,0.0,133.0,2163.0,2434.0
2023-04-14 13:00:00,215.0,460.0,0.0,123.0,1823.0,2486.0
2023-04-14 14:00:00,214.0,634.0,0.0,302.0,1172.0,2413.0
2023-04-14 15:00:00,215.0,1160.0,0.0,295.0,632.0,2298.0
2023-04-14 16:00:00,229.0,1633.0,0.0,389.0,157.0,2232.0
2023-04-14 17:00:00,236.0,1818.0,0.0,454.0,1.0,2190.0
2023-04-14 18:00:00,202.0,1783.0,0.0,468.0,0.0,2157.0
2023-04-14 19:00:00,202.0,1619.0,0.0,326.0,0.0,2245.0
2023-04-14 20:00:00,206.0,1418.0,0.0,43.0,0.0,2336.0
2023-04-14 21:00:00,205.0,1096.0,0.0,70.0,0.0,2280.0
2023-04-14 22:00:00,201.0,941.0,0.0,27.0,0.0,2211.0
2023-04-14 23:00:00,206.0,786.0,0.0,6.0,0.0,2152.0
