datetime,param,level,latitude,longitude,3 hr avg,6 hr avg,9 hr avg,12 hr avg,15 hr avg,18 hr avg,21 hr avg,24 hr avg,27 hr avg,30 hr avg,33 hr avg,36 hr avg,39 hr avg,42 hr avg,45 hr avg,48 hr avg,51 hr avg,54 hr avg,57 hr avg,60 hr avg,63 hr avg,66 hr avg,69 hr avg,72 hr avg,75 hr avg,78 hr avg,81 hr avg,84 hr avg,87 hr avg,90 hr avg,93 hr avg,96 hr avg
2023-07-20 00:00:00,DSWRF,surface,47.25,5.75,0.00013992451566338787,44.39531431795224,474.24258552718925,596.2250445815266,560.3477986053894,409.81077740847047,17.708007914534207,8.854167394863364,5.819198966117643e-05,31.41963362704817,335.45612750312154,429.4325496101276,399.13295833753307,311.4372136133437,15.968215448147152,7.984133143767765,1.1623733591445054e-05,38.12334389517986,417.2644505832548,519.1029374258603,437.5645587063428,322.73274941630444,10.839675362600058,5.419571318197115,0.0,15.4420341523537,181.92952098154365,258.70562203144414,372.93145472329286,288.6335148300576,12.449028731498128,6.224384879077614
