UTC time,coal,nat_gas,nuclear,oil,hydro,solar,wind,other
2023-11-08 00:00:00,2.0,7547.0,2109.0,4.0,1283.0,2.0,915.0,521.0
2023-11-08 01:00:00,4.0,7267.0,2109.0,0.0,1196.0,2.0,999.0,541.0
2023-11-08 02:00:00,4.0,6701.0,2104.0,0.0,874.0,2.0,1019.0,570.0
2023-11-08 03:00:00,1.0,6009.0,2104.0,0.0,696.0,1.0,1005.0,593.0
2023-11-08 04:00:00,0.0,5216.0,2111.0,0.0,693.0,1.0,1008.0,614.0
2023-11-08 05:00:00,0.0,5314.0,2110.0,0.0,653.0,1.0,1032.0,617.0
2023-11-08 06:00:00,0.0,4626.0,2112.0,0.0,642.0,1.0,997.0,624.0
2023-11-08 07:00:00,0.0,4652.0,2114.0,0.0,647.0,1.0,1014.0,627.0
2023-11-08 08:00:00,0.0,4640.0,2112.0,0.0,661.0,1.0,1042.0,630.0
2023-11-08 09:00:00,0.0,4587.0,2109.0,0.0,696.0,0.0,1054.0,631.0
2023-11-08 10:00:00,1.0,4739.0,2116.0,0.0,654.0,0.0,1065.0,631.0
2023-11-08 11:00:00,0.0,5234.0,2116.0,0.0,640.0,0.0,1074.0,633.0
2023-11-08 12:00:00,0.0,6239.0,2126.0,0.0,852.0,2.0,1055.0,637.0
2023-11-08 13:00:00,0.0,5991.0,2105.0,37.0,882.0,70.0,1065.0,641.0
2023-11-08 14:00:00,0.0,5625.0,2118.0,67.0,707.0,237.0,1093.0,632.0
2023-11-08 15:00:00,0.0,5652.0,2117.0,0.0,609.0,366.0,1062.0,640.0
2023-11-08 16:00:00,0.0,5257.0,2117.0,27.0,601.0,441.0,1039.0,640.0
2023-11-08 17:00:00,0.0,5301.0,2113.0,60.0,614.0,460.0,1021.0,632.0
2023-11-08 18:00:00,0.0,5296.0,2114.0,0.0,617.0,424.0,1045.0,628.0
2023-11-08 19:00:00,0.0,5819.0,2127.0,0.0,851.0,352.0,1003.0,639.0
2023-11-08 20:00:00,1.0,7096.0,2123.0,0.0,862.0,212.0,965.0,640.0
2023-11-08 21:00:00,0.0,7800.0,2108.0,0.0,692.0,88.0,928.0,637.0
2023-11-08 22:00:00,1.0,8215.0,2126.0,0.0,1036.0,11.0,926.0,647.0
2023-11-08 23:00:00,2.0,8025.0,2112.0,0.0,1376.0,2.0,977.0,641.0
