UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-05-27 00:00:00,475.0,1052.0,859.0,92.0,23.0,0.0
2023-05-27 01:00:00,476.0,1100.0,859.0,93.0,1.0,0.0
2023-05-27 02:00:00,476.0,1044.0,859.0,118.0,0.0,0.0
2023-05-27 03:00:00,477.0,902.0,859.0,162.0,0.0,0.0
2023-05-27 04:00:00,477.0,852.0,863.0,138.0,0.0,0.0
2023-05-27 05:00:00,477.0,770.0,861.0,93.0,0.0,0.0
2023-05-27 06:00:00,476.0,712.0,858.0,76.0,0.0,0.0
2023-05-27 07:00:00,474.0,716.0,863.0,24.0,0.0,0.0
2023-05-27 08:00:00,471.0,701.0,860.0,21.0,0.0,0.0
2023-05-27 09:00:00,479.0,694.0,860.0,25.0,0.0,0.0
2023-05-27 10:00:00,479.0,725.0,861.0,21.0,0.0,0.0
2023-05-27 11:00:00,480.0,738.0,860.0,22.0,0.0,0.0
2023-05-27 12:00:00,480.0,770.0,861.0,22.0,21.0,0.0
2023-05-27 13:00:00,478.0,862.0,860.0,22.0,47.0,0.0
2023-05-27 14:00:00,502.0,950.0,860.0,22.0,60.0,0.0
2023-05-27 15:00:00,549.0,947.0,868.0,20.0,86.0,0.0
2023-05-27 16:00:00,547.0,912.0,908.0,22.0,111.0,0.0
2023-05-27 17:00:00,543.0,889.0,928.0,21.0,128.0,0.0
2023-05-27 18:00:00,513.0,865.0,933.0,23.0,152.0,0.0
2023-05-27 19:00:00,450.0,879.0,958.0,22.0,160.0,0.0
2023-05-27 20:00:00,449.0,929.0,966.0,22.0,122.0,0.0
2023-05-27 21:00:00,446.0,985.0,964.0,24.0,91.0,0.0
2023-05-27 22:00:00,448.0,1014.0,964.0,21.0,61.0,0.0
2023-05-27 23:00:00,486.0,986.0,962.0,23.0,40.0,0.0
