UTC time,coal,nat_gas,nuclear,hydro,solar,other
2023-05-04 00:00:00,280.0,1661.0,0.0,187.0,117.0,0.0
2023-05-04 01:00:00,307.0,1690.0,0.0,327.0,0.0,0.0
2023-05-04 02:00:00,308.0,1608.0,0.0,336.0,0.0,0.0
2023-05-04 03:00:00,303.0,1528.0,0.0,228.0,0.0,0.0
2023-05-04 04:00:00,256.0,1441.0,0.0,66.0,0.0,0.0
2023-05-04 05:00:00,190.0,1504.0,0.0,59.0,0.0,0.0
2023-05-04 06:00:00,190.0,1455.0,0.0,60.0,0.0,0.0
2023-05-04 07:00:00,192.0,1437.0,0.0,58.0,0.0,0.0
2023-05-04 08:00:00,191.0,1415.0,0.0,58.0,0.0,0.0
2023-05-04 09:00:00,191.0,1452.0,0.0,60.0,0.0,0.0
2023-05-04 10:00:00,212.0,1518.0,0.0,69.0,0.0,0.0
2023-05-04 11:00:00,294.0,1597.0,0.0,158.0,3.0,0.0
2023-05-04 12:00:00,318.0,1601.0,0.0,106.0,256.0,0.0
2023-05-04 13:00:00,226.0,1364.0,0.0,33.0,682.0,0.0
2023-05-04 14:00:00,190.0,1331.0,0.0,31.0,807.0,0.0
2023-05-04 15:00:00,192.0,1364.0,0.0,29.0,845.0,0.0
2023-05-04 16:00:00,190.0,1372.0,0.0,33.0,854.0,0.0
2023-05-04 17:00:00,192.0,1414.0,0.0,34.0,879.0,0.0
2023-05-04 18:00:00,190.0,1445.0,0.0,34.0,885.0,0.0
2023-05-04 19:00:00,193.0,1439.0,0.0,34.0,879.0,0.0
2023-05-04 20:00:00,191.0,1450.0,0.0,35.0,877.0,0.0
2023-05-04 21:00:00,191.0,1522.0,0.0,32.0,831.0,0.0
2023-05-04 22:00:00,191.0,1537.0,0.0,33.0,707.0,0.0
2023-05-04 23:00:00,216.0,1623.0,0.0,97.0,492.0,0.0
