Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
42432,2023-11-04 00:00:00,23.22,49.0,25.0,0.0,888.0,80.0,11.0
42433,2023-11-04 01:00:00,23.31,49.0,25.0,0.0,884.0,80.0,11.0
42434,2023-11-04 02:00:00,23.7,49.0,25.0,0.0,867.0,80.0,11.0
42435,2023-11-04 03:00:00,24.0,49.0,25.0,0.0,831.0,80.0,10.0
42436,2023-11-04 04:00:00,29.89,49.0,27.0,0.0,870.0,80.0,23.0
42437,2023-11-04 05:00:00,30.71,49.0,25.0,0.0,897.0,80.0,26.0
42438,2023-11-04 06:00:00,28.49,49.0,25.0,73.0,908.0,80.0,26.0
42439,2023-11-04 07:00:00,27.9,49.0,25.0,55.0,889.0,83.0,23.0
42440,2023-11-04 08:00:00,22.94,48.0,25.0,79.0,879.0,80.0,14.0
42441,2023-11-04 09:00:00,22.64,48.0,25.0,93.0,880.0,80.0,14.0
42442,2023-11-04 10:00:00,22.49,48.0,48.0,107.0,875.0,80.0,15.0
42443,2023-11-04 11:00:00,22.9,48.0,27.0,104.0,854.0,80.0,14.0
42444,2023-11-04 12:00:00,24.01,48.0,27.0,89.0,816.0,81.0,14.0
42445,2023-11-04 13:00:00,30.38,48.0,45.0,64.0,702.0,84.0,20.0
42446,2023-11-04 14:00:00,29.61,48.0,68.0,33.0,643.0,84.0,15.0
42447,2023-11-04 15:00:00,29.32,48.0,94.0,1.0,658.0,84.0,15.0
42448,2023-11-04 16:00:00,34.45,48.0,32.0,0.0,587.0,84.0,15.0
42449,2023-11-04 17:00:00,36.25,48.0,25.0,0.0,541.0,84.0,14.0
42450,2023-11-04 18:00:00,37.74,47.0,69.0,0.0,461.0,83.0,14.0
42451,2023-11-04 19:00:00,43.19,47.0,34.0,0.0,414.0,80.0,14.0
42452,2023-11-04 20:00:00,46.71,46.0,67.0,0.0,341.0,80.0,15.0
42453,2023-11-04 21:00:00,48.39,46.0,56.0,0.0,333.0,80.0,15.0
42454,2023-11-04 22:00:00,49.51,46.0,25.0,0.0,352.0,80.0,15.0
42455,2023-11-04 23:00:00,49.7,46.0,25.0,0.0,350.0,80.0,15.0
