Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
41712,2023-10-05 00:00:00,36.18,57.0,24.0,0.0,575.0,61.0,9.0
41713,2023-10-05 01:00:00,36.03,57.0,24.0,0.0,579.0,60.0,9.0
41714,2023-10-05 02:00:00,32.87,57.0,24.0,0.0,648.0,61.0,9.0
41715,2023-10-05 03:00:00,30.09,57.0,24.0,41.0,682.0,60.0,9.0
41716,2023-10-05 04:00:00,29.0,57.0,24.0,30.0,707.0,60.0,8.0
41717,2023-10-05 05:00:00,26.64,57.0,24.0,61.0,769.0,66.0,9.0
41718,2023-10-05 06:00:00,23.93,56.0,24.0,88.0,839.0,66.0,9.0
41719,2023-10-05 07:00:00,22.58,56.0,24.0,126.0,866.0,66.0,9.0
41720,2023-10-05 08:00:00,21.97,56.0,24.0,144.0,906.0,65.0,10.0
41721,2023-10-05 09:00:00,25.15,54.0,24.0,133.0,912.0,65.0,18.0
41722,2023-10-05 10:00:00,25.63,55.0,24.0,120.0,916.0,65.0,18.0
41723,2023-10-05 11:00:00,26.06,56.0,24.0,111.0,896.0,66.0,17.0
41724,2023-10-05 12:00:00,24.95,56.0,24.0,117.0,942.0,66.0,17.0
41725,2023-10-05 13:00:00,20.54,56.0,24.0,120.0,959.0,66.0,8.0
41726,2023-10-05 14:00:00,21.22,56.0,24.0,95.0,945.0,65.0,8.0
41727,2023-10-05 15:00:00,22.25,56.0,24.0,57.0,928.0,65.0,8.0
41728,2023-10-05 16:00:00,28.21,56.0,24.0,49.0,928.0,65.0,20.0
41729,2023-10-05 17:00:00,28.74,56.0,24.0,50.0,886.0,66.0,19.0
41730,2023-10-05 18:00:00,33.96,56.0,24.0,1.0,702.0,66.0,15.0
41731,2023-10-05 19:00:00,35.75,56.0,24.0,0.0,704.0,67.0,18.0
41732,2023-10-05 20:00:00,27.12,56.0,24.0,0.0,799.0,67.0,9.0
41733,2023-10-05 21:00:00,27.89,57.0,24.0,0.0,765.0,67.0,8.0
41734,2023-10-05 22:00:00,29.06,57.0,24.0,0.0,727.0,68.0,8.0
41735,2023-10-05 23:00:00,32.03,57.0,24.0,0.0,697.0,67.0,11.0
