UTC time,nat_gas,hydro,solar,wind,biomass,unknown
2023-02-05 00:00:00,26.0,25.0,0.0,138.0,87.0,6.0
2023-02-05 01:00:00,26.0,25.0,0.0,137.0,87.0,6.0
2023-02-05 02:00:00,26.0,25.0,0.0,140.0,87.0,6.0
2023-02-05 03:00:00,25.0,25.0,0.0,100.0,87.0,6.0
2023-02-05 04:00:00,25.0,25.0,0.0,80.0,87.0,6.0
2023-02-05 05:00:00,25.0,34.0,0.0,62.0,85.0,7.0
2023-02-05 06:00:00,26.0,25.0,6.0,62.0,86.0,7.0
2023-02-05 07:00:00,26.0,37.0,35.0,45.0,85.0,6.0
2023-02-05 08:00:00,26.0,26.0,60.0,24.0,86.0,6.0
2023-02-05 09:00:00,26.0,25.0,68.0,10.0,86.0,7.0
2023-02-05 10:00:00,26.0,25.0,70.0,4.0,86.0,7.0
2023-02-05 11:00:00,26.0,25.0,70.0,2.0,87.0,7.0
2023-02-05 12:00:00,26.0,50.0,60.0,6.0,87.0,6.0
2023-02-05 13:00:00,26.0,50.0,36.0,9.0,87.0,6.0
2023-02-05 14:00:00,26.0,50.0,7.0,16.0,87.0,6.0
2023-02-05 15:00:00,26.0,50.0,0.0,41.0,87.0,6.0
2023-02-05 16:00:00,26.0,96.0,0.0,63.0,87.0,6.0
2023-02-05 17:00:00,26.0,97.0,0.0,76.0,87.0,6.0
2023-02-05 18:00:00,26.0,97.0,0.0,107.0,87.0,6.0
2023-02-05 19:00:00,26.0,96.0,0.0,158.0,87.0,6.0
2023-02-05 20:00:00,25.0,96.0,0.0,182.0,87.0,6.0
2023-02-05 21:00:00,25.0,47.0,0.0,217.0,87.0,6.0
2023-02-05 22:00:00,26.0,25.0,0.0,229.0,87.0,6.0
2023-02-05 23:00:00,26.0,25.0,0.0,259.0,88.0,6.0
