Unnamed: 0,UTC time,carbon_intensity,nat_gas,hydro,solar,wind,biomass,unknown
37896,2023-04-29 00:00:00,91.37,43.0,25.0,0.0,36.0,86.0,3.0
37897,2023-04-29 01:00:00,84.38,43.0,25.0,0.0,52.0,86.0,3.0
37898,2023-04-29 02:00:00,75.69,43.0,25.0,4.0,72.0,86.0,3.0
37899,2023-04-29 03:00:00,65.56,43.0,25.0,25.0,87.0,86.0,3.0
37900,2023-04-29 04:00:00,53.29,42.0,25.0,85.0,84.0,85.0,3.0
37901,2023-04-29 05:00:00,39.35,40.0,47.0,177.0,68.0,85.0,3.0
37902,2023-04-29 06:00:00,34.64,40.0,48.0,264.0,36.0,86.0,3.0
37903,2023-04-29 07:00:00,30.38,40.0,47.0,328.0,40.0,86.0,3.0
37904,2023-04-29 08:00:00,25.66,40.0,88.0,363.0,64.0,86.0,3.0
37905,2023-04-29 09:00:00,26.06,40.0,47.0,352.0,106.0,86.0,3.0
37906,2023-04-29 10:00:00,25.9,40.0,47.0,315.0,146.0,87.0,3.0
37907,2023-04-29 11:00:00,25.74,40.0,47.0,282.0,184.0,86.0,3.0
37908,2023-04-29 12:00:00,26.44,40.0,47.0,233.0,216.0,86.0,3.0
37909,2023-04-29 13:00:00,29.64,41.0,47.0,169.0,224.0,86.0,3.0
37910,2023-04-29 14:00:00,33.26,41.0,47.0,104.0,227.0,86.0,3.0
37911,2023-04-29 15:00:00,35.49,41.0,79.0,47.0,219.0,87.0,3.0
37912,2023-04-29 16:00:00,32.43,41.0,94.0,14.0,283.0,86.0,3.0
37913,2023-04-29 17:00:00,31.0,41.0,56.0,2.0,357.0,86.0,3.0
37914,2023-04-29 18:00:00,26.65,41.0,53.0,0.0,452.0,85.0,3.0
37915,2023-04-29 19:00:00,25.18,41.0,47.0,0.0,495.0,85.0,3.0
37916,2023-04-29 20:00:00,27.74,41.0,25.0,0.0,455.0,85.0,3.0
37917,2023-04-29 21:00:00,29.49,41.0,39.0,0.0,404.0,86.0,3.0
37918,2023-04-29 22:00:00,33.86,41.0,25.0,0.0,344.0,86.0,3.0
37919,2023-04-29 23:00:00,38.93,41.0,25.0,0.0,279.0,86.0,3.0
