UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_nat_gas_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast,avg_unknown_production_forecast
2023-02-03 00:00:00,2024-07-17 00:00:00,3.1,3.3944649476043924,269.35007855153845,266.79517218236344,0.0,0.0328137823127104,30.38708,50.43227,0.0,199.00001,86.737,8.63338
2023-02-03 01:00:00,2024-07-17 00:00:00,3.1,3.692479787688568,268.5986436249941,266.1969241337358,0.0,0.0323854283148026,27.64279,56.51014,0.0,177.0,87.05989,8.7786
2023-02-03 02:00:00,2024-07-17 00:00:00,3.1,3.692479787688568,268.5986436249941,266.1969241337358,0.0,0.0323854283148026,30.77655,57.79507,0.0,148.0,86.44304,8.78819
2023-02-03 03:00:00,2024-07-17 00:00:00,3.1,3.692479787688568,268.5986436249941,266.1969241337358,0.0,0.0323854283148026,34.92431,62.14261,0.0,123.99999,86.26892,8.92865
2023-02-03 04:00:00,2024-07-17 00:00:00,3.1,4.117771196992623,268.3955667327865,266.1499793050617,0.0,0.0935191145447827,37.24038,69.3412,0.0,110.0,86.79709,8.90872
2023-02-03 05:00:00,2024-07-17 00:00:00,3.1,4.117771196992623,268.3955667327865,266.1499793050617,0.0,0.0935191145447827,42.07676,74.22948,0.0,94.0,84.11032,8.9235
2023-02-03 06:00:00,2024-07-17 00:00:00,3.1,4.117771196992623,268.3955667327865,266.1499793050617,0.0,0.0935191145447827,45.01286,80.70222,2.0,63.0,85.38015,8.73262
2023-02-03 07:00:00,2024-07-17 00:00:00,3.1,5.260512764126419,269.88049315319006,266.3693136013966,86.45309994607739,0.0696449696857225,56.78784,87.7995,13.0,39.0,86.13233,8.72789
2023-02-03 08:00:00,2024-07-17 00:00:00,3.1,5.260512764126419,269.88049315319006,266.3693136013966,86.45309994607739,0.0696449696857225,62.35773,88.21673,25.0,30.0,85.72931,8.98548
2023-02-03 09:00:00,2024-07-17 00:00:00,3.1,5.260512764126419,269.88049315319006,266.3693136013966,86.45309994607739,0.0696449696857225,59.77333,83.43328,28.0,29.0,85.96436,9.10603
2023-02-03 10:00:00,2024-07-17 00:00:00,3.1,5.565169296757964,270.80250521382777,266.2659297622531,148.53896626784416,0.1738225688174048,65.7823,79.16119,30.0,30.0,86.44955,9.07142
2023-02-03 11:00:00,2024-07-17 00:00:00,3.1,5.565169296757964,270.80250521382777,266.2659297622531,148.53896626784416,0.1738225688174048,60.45296,74.86285,29.0,31.0,86.02357,9.10145
2023-02-03 12:00:00,2024-07-17 00:00:00,3.1,5.565169296757964,270.80250521382777,266.2659297622531,148.53896626784416,0.1738225688174048,60.87283,76.38326,25.0,33.0,86.12513,9.1345
2023-02-03 13:00:00,2024-07-17 00:00:00,3.1,5.187492778473856,269.5935576563803,266.0424991370237,95.34495289201008,0.0680979523497852,58.27991,77.14341,13.0,36.0,86.28255,9.18735
2023-02-03 14:00:00,2024-07-17 00:00:00,3.1,5.187492778473856,269.5935576563803,266.0424991370237,95.34495289201008,0.0680979523497852,62.75242,80.55329,3.0,44.0,86.48461,9.19624
2023-02-03 15:00:00,2024-07-17 00:00:00,3.1,5.187492778473856,269.5935576563803,266.0424991370237,95.34495289201008,0.0680979523497852,65.5589,83.83928,0.0,58.0,85.88288,9.22246
2023-02-03 16:00:00,2024-07-17 00:00:00,3.1,5.020847277436205,268.716550038563,265.9815918676012,47.70369568879824,0.0938210400120216,69.35212,84.04784,0.0,72.0,85.59226,9.39246
2023-02-03 17:00:00,2024-07-17 00:00:00,3.1,5.020847277436205,268.716550038563,265.9815918676012,47.70369568879824,0.0938210400120216,65.28302,81.03242,0.0,78.0,86.30714,9.3449
2023-02-03 18:00:00,2024-07-17 00:00:00,3.1,5.020847277436205,268.716550038563,265.9815918676012,47.70369568879824,0.0938210400120216,65.49512,80.46702,0.0,76.0,86.63353,9.20547
2023-02-03 19:00:00,2024-07-17 00:00:00,3.1,4.364968031200336,268.362617625529,266.0863270084137,0.0,0.0275839556469011,65.55479,64.59065,0.0,75.0,87.14841,9.33309
