Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
36528,2023-03-03 00:00:00,336.34,1792.0,327.0,2169.0,97.0,0.0,2.0,22.0
36529,2023-03-03 01:00:00,335.35,1781.0,327.0,2169.0,97.0,0.0,1.0,22.0
36530,2023-03-03 02:00:00,332.8,1760.0,329.0,2171.0,100.0,0.0,2.0,23.0
36531,2023-03-03 03:00:00,335.29,1788.0,330.0,2170.0,106.0,0.0,0.0,23.0
36532,2023-03-03 04:00:00,332.71,1783.0,331.0,2169.0,136.0,0.0,0.0,22.0
36533,2023-03-03 05:00:00,365.21,2193.0,331.0,2169.0,177.0,6.0,0.0,23.0
36534,2023-03-03 06:00:00,378.41,2533.0,330.0,2169.0,316.0,39.0,0.0,23.0
36535,2023-03-03 07:00:00,358.72,2551.0,329.0,2170.0,602.0,70.0,0.0,22.0
36536,2023-03-03 08:00:00,350.15,2513.0,328.0,2171.0,667.0,100.0,0.0,22.0
36537,2023-03-03 09:00:00,342.83,2330.0,325.0,2170.0,502.0,167.0,0.0,22.0
36538,2023-03-03 10:00:00,332.93,1944.0,326.0,2170.0,153.0,185.0,0.0,22.0
36539,2023-03-03 11:00:00,337.78,1952.0,325.0,2170.0,105.0,174.0,0.0,22.0
36540,2023-03-03 12:00:00,337.12,1947.0,325.0,2169.0,106.0,177.0,0.0,22.0
36541,2023-03-03 13:00:00,345.52,2009.0,326.0,2170.0,112.0,126.0,1.0,24.0
36542,2023-03-03 14:00:00,352.89,2097.0,326.0,2171.0,153.0,79.0,10.0,22.0
36543,2023-03-03 15:00:00,360.78,2352.0,328.0,2170.0,385.0,20.0,11.0,25.0
36544,2023-03-03 16:00:00,353.0,2532.0,327.0,2169.0,725.0,1.0,16.0,24.0
36545,2023-03-03 17:00:00,350.43,2546.0,327.0,2170.0,777.0,0.0,24.0,23.0
36546,2023-03-03 18:00:00,357.36,2545.0,326.0,2171.0,654.0,0.0,33.0,21.0
36547,2023-03-03 19:00:00,383.95,2440.0,324.0,2170.0,161.0,0.0,25.0,22.0
36548,2023-03-03 20:00:00,366.39,2164.0,324.0,2170.0,123.0,0.0,13.0,22.0
36549,2023-03-03 21:00:00,350.29,1962.0,324.0,2170.0,108.0,0.0,13.0,22.0
36550,2023-03-03 22:00:00,344.51,1888.0,325.0,2170.0,102.0,0.0,7.0,22.0
36551,2023-03-03 23:00:00,345.73,1897.0,327.0,2169.0,96.0,0.0,9.0,22.0
