UTC time,coal,nat_gas,nuclear,hydro,solar,wind,biomass
2023-06-24 00:00:00,610.0,155.0,2088.0,645.0,0.0,67.0,15.0
2023-06-24 01:00:00,605.0,155.0,2085.0,653.0,0.0,92.0,16.0
2023-06-24 02:00:00,614.0,157.0,2084.0,640.0,2.0,82.0,14.0
2023-06-24 03:00:00,602.0,157.0,2084.0,611.0,79.0,50.0,17.0
2023-06-24 04:00:00,642.0,156.0,2086.0,662.0,355.0,27.0,17.0
2023-06-24 05:00:00,628.0,154.0,2085.0,743.0,754.0,20.0,20.0
2023-06-24 06:00:00,660.0,154.0,2085.0,754.0,1125.0,37.0,17.0
2023-06-24 07:00:00,713.0,150.0,2085.0,783.0,1375.0,50.0,17.0
2023-06-24 08:00:00,650.0,147.0,2086.0,689.0,1554.0,59.0,18.0
2023-06-24 09:00:00,591.0,146.0,2084.0,539.0,1643.0,69.0,17.0
2023-06-24 10:00:00,592.0,146.0,2084.0,288.0,1641.0,88.0,15.0
2023-06-24 11:00:00,591.0,145.0,2086.0,191.0,1504.0,86.0,16.0
2023-06-24 12:00:00,592.0,143.0,2085.0,190.0,1185.0,77.0,16.0
2023-06-24 13:00:00,622.0,145.0,2083.0,681.0,893.0,70.0,15.0
2023-06-24 14:00:00,655.0,152.0,2085.0,883.0,565.0,62.0,16.0
2023-06-24 15:00:00,713.0,153.0,2083.0,1001.0,271.0,48.0,17.0
2023-06-24 16:00:00,665.0,157.0,2085.0,1051.0,104.0,36.0,19.0
2023-06-24 17:00:00,614.0,158.0,2084.0,1166.0,19.0,33.0,20.0
2023-06-24 18:00:00,602.0,160.0,2085.0,1192.0,1.0,47.0,19.0
2023-06-24 19:00:00,639.0,161.0,2085.0,1072.0,0.0,88.0,18.0
2023-06-24 20:00:00,667.0,160.0,2087.0,901.0,0.0,90.0,19.0
2023-06-24 21:00:00,644.0,153.0,2087.0,741.0,0.0,94.0,17.0
2023-06-24 22:00:00,597.0,154.0,2087.0,656.0,0.0,46.0,18.0
2023-06-24 23:00:00,597.0,154.0,2087.0,657.0,0.0,66.0,17.0
