Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,hydro,solar,wind,biomass
40056,2023-07-28 00:00:00,256.95,1215.0,137.0,1979.0,99.0,0.0,337.0,24.0
40057,2023-07-28 01:00:00,259.94,1210.0,140.0,1978.0,101.0,0.0,284.0,24.0
40058,2023-07-28 02:00:00,264.49,1206.0,142.0,1978.0,105.0,0.0,210.0,23.0
40059,2023-07-28 03:00:00,269.25,1245.0,141.0,1980.0,120.0,37.0,164.0,21.0
40060,2023-07-28 04:00:00,250.58,1253.0,144.0,1979.0,213.0,310.0,93.0,21.0
40061,2023-07-28 05:00:00,217.07,1225.0,142.0,1978.0,333.0,814.0,19.0,20.0
40062,2023-07-28 06:00:00,199.11,1236.0,140.0,1979.0,344.0,1254.0,4.0,21.0
40063,2023-07-28 07:00:00,188.96,1215.0,138.0,1979.0,227.0,1563.0,15.0,20.0
40064,2023-07-28 08:00:00,185.04,1212.0,137.0,1977.0,130.0,1745.0,30.0,21.0
40065,2023-07-28 09:00:00,180.62,1201.0,136.0,1978.0,115.0,1843.0,38.0,21.0
40066,2023-07-28 10:00:00,180.27,1204.0,135.0,1977.0,93.0,1863.0,58.0,23.0
40067,2023-07-28 11:00:00,180.8,1202.0,134.0,1978.0,99.0,1823.0,68.0,23.0
40068,2023-07-28 12:00:00,185.55,1208.0,133.0,1977.0,102.0,1698.0,72.0,23.0
40069,2023-07-28 13:00:00,192.37,1212.0,135.0,1977.0,104.0,1494.0,102.0,24.0
40070,2023-07-28 14:00:00,203.42,1238.0,145.0,1977.0,213.0,1165.0,126.0,25.0
40071,2023-07-28 15:00:00,209.09,1228.0,150.0,1977.0,522.0,706.0,122.0,24.0
40072,2023-07-28 16:00:00,217.86,1226.0,149.0,1978.0,822.0,223.0,108.0,24.0
40073,2023-07-28 17:00:00,222.41,1271.0,149.0,1977.0,1014.0,20.0,135.0,25.0
40074,2023-07-28 18:00:00,208.14,1125.0,148.0,1978.0,952.0,0.0,144.0,24.0
40075,2023-07-28 19:00:00,215.65,1135.0,148.0,1978.0,842.0,0.0,126.0,25.0
40076,2023-07-28 20:00:00,235.44,1116.0,148.0,1976.0,442.0,0.0,129.0,24.0
40077,2023-07-28 21:00:00,251.21,1104.0,146.0,1977.0,177.0,0.0,127.0,24.0
40078,2023-07-28 22:00:00,248.12,1044.0,141.0,1980.0,104.0,0.0,114.0,25.0
40079,2023-07-28 23:00:00,245.79,1019.0,139.0,1977.0,103.0,0.0,96.0,26.0
