UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_nuclear_production_forecast,avg_hydro_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-01-22 00:00:00,2024-07-17 00:00:00,3.1,3.157046637760178,279.53535709828896,278.0913679408637,0.0,0.0400002954911822,2132.82156,352.68899,2112.40063,20.83518,0.0,304.0,26.75319
2023-01-22 01:00:00,2024-07-17 00:00:00,3.1,4.477979004969259,279.2767679957743,277.6152734366135,0.0,0.1298153072203182,2161.03613,353.33021,2111.63386,23.06617,0.0,250.0,26.42736
2023-01-22 02:00:00,2024-07-17 00:00:00,3.1,4.477979004969259,279.2767679957743,277.6152734366135,0.0,0.1298153072203182,2263.38066,351.72507,2089.78163,71.55784,0.0,187.0,27.2402
2023-01-22 03:00:00,2024-07-17 00:00:00,3.1,4.477979004969259,279.2767679957743,277.6152734366135,0.0,0.1298153072203182,2339.8696,353.40557,2119.19441,83.16841,0.0,112.0,28.65566
2023-01-22 04:00:00,2024-07-17 00:00:00,3.1,4.591893626541425,278.9268091679798,277.036085930484,0.1680804082848885,0.4240393343073079,2395.40152,357.23718,2124.94833,129.9641,0.0,95.0,27.3015
2023-01-22 05:00:00,2024-07-17 00:00:00,3.1,4.591893626541425,278.9268091679798,277.036085930484,0.1680804082848885,0.4240393343073079,2457.06591,358.12193,2134.77972,214.35603,0.0,73.0,28.00012
2023-01-22 06:00:00,2024-07-17 00:00:00,3.1,4.591893626541425,278.9268091679798,277.036085930484,0.1680804082848885,0.4240393343073079,2482.52852,358.30627,2162.27082,325.8184,14.0,51.0,27.45329
2023-01-22 07:00:00,2024-07-17 00:00:00,3.1,4.89637612708958,279.7848700240244,276.7685970426099,80.18675028155005,0.198686494450879,2476.86444,356.12134,2150.62711,378.09194,63.0,36.0,27.69309
2023-01-22 08:00:00,2024-07-17 00:00:00,3.1,4.89637612708958,279.7848700240244,276.7685970426099,80.18675028155005,0.198686494450879,2473.14972,355.82934,2154.20057,384.50043,124.0,32.0,28.46772
2023-01-22 09:00:00,2024-07-17 00:00:00,3.1,4.89637612708958,279.7848700240244,276.7685970426099,80.18675028155005,0.198686494450879,2450.39013,355.97109,2155.16164,309.60153,173.0,35.0,28.18172
2023-01-22 10:00:00,2024-07-17 00:00:00,3.1,4.841961841166821,280.6548185133169,276.2730433002104,143.37276840397098,0.308193655518896,2419.23281,357.37484,2152.85771,228.24458,199.0,58.0,27.91813
2023-01-22 11:00:00,2024-07-17 00:00:00,3.1,4.841961841166821,280.6548185133169,276.2730433002104,143.37276840397098,0.308193655518896,2413.21606,355.00171,2150.62313,177.82553,199.0,85.0,27.83222
2023-01-22 12:00:00,2024-07-17 00:00:00,3.1,4.841961841166821,280.6548185133169,276.2730433002104,143.37276840397098,0.308193655518896,2421.87306,354.45819,2152.12187,116.87635,178.00001,134.0,27.857
2023-01-22 13:00:00,2024-07-17 00:00:00,3.1,4.529181566763531,279.5247947653845,275.6407689599523,104.27178333681891,0.0771497794287319,2457.46474,354.9674,2153.20607,175.3783,106.0,172.0,27.75052
2023-01-22 14:00:00,2024-07-17 00:00:00,3.1,4.529181566763531,279.5247947653845,275.6407689599523,104.27178333681891,0.0771497794287319,2513.95758,353.76516,2154.63205,285.81245,31.0,199.00001,27.87381
2023-01-22 15:00:00,2024-07-17 00:00:00,3.1,4.529181566763531,279.5247947653845,275.6407689599523,104.27178333681891,0.0771497794287319,2547.25676,356.60301,2154.34894,502.17551,0.0,235.0,28.212
2023-01-22 16:00:00,2024-07-17 00:00:00,3.1,4.135136777211845,278.2457503138129,275.04986661947504,52.291391936024425,0.15367782677107,2567.04021,357.29969,2155.07159,758.63185,0.0,171.0,28.24282
2023-01-22 17:00:00,2024-07-17 00:00:00,3.1,4.135136777211845,278.2457503138129,275.04986661947504,52.291391936024425,0.15367782677107,2560.8819,356.70595,2155.63848,857.52619,0.0,177.0,28.35251
2023-01-22 18:00:00,2024-07-17 00:00:00,3.1,4.135136777211845,278.2457503138129,275.04986661947504,52.291391936024425,0.15367782677107,2539.70885,357.69045,2153.19311,789.01104,0.0,178.0,28.0339
2023-01-22 19:00:00,2024-07-17 00:00:00,3.1,3.616334496576216,277.3733076418206,274.4908007648106,0.0,0.0912566883944029,2476.5984,356.1794,2151.79306,614.21785,0.0,184.0,27.97957
2023-01-22 20:00:00,2024-07-17 00:00:00,3.1,3.616334496576216,277.3733076418206,274.4908007648106,0.0,0.0912566883944029,2376.5916,358.04098,2151.09951,427.44908,0.0,180.0,28.16016
2023-01-22 21:00:00,2024-07-17 00:00:00,3.1,3.616334496576216,277.3733076418206,274.4908007648106,0.0,0.0912566883944029,2263.23541,361.47981,2149.7645,242.5864,0.0,159.0,28.02468
2023-01-22 22:00:00,2024-07-17 00:00:00,3.1,3.233656670126006,276.62246113054744,273.9512929160638,0.0,0.1534023271137055,2181.84189,359.55451,2148.42925,86.06592,0.0,191.00001,28.43321
2023-01-22 23:00:00,2024-07-17 00:00:00,3.1,3.233656670126006,276.62246113054744,273.9512929160638,0.0,0.1534023271137055,2132.07545,356.82553,2147.81257,0.62177,0.0,214.00001,28.35265
2023-01-23 00:00:00,2024-07-17 00:00:00,3.1,3.233656670126006,276.62246113054744,273.9512929160638,0.0,0.1534023271137055,2090.59241,354.4549,2096.27924,25.35313,0.0,195.67928,30.22646
2023-01-23 01:00:00,2024-07-17 00:00:00,3.1,3.1056488767959336,275.9312643205667,273.4938012596341,0.0,0.2375460313721889,2122.5317,355.09038,2095.58137,28.17626,0.0,202.62192,29.48037
2023-01-23 02:00:00,2024-07-17 00:00:00,3.1,3.1056488767959336,275.9312643205667,273.4938012596341,0.0,0.2375460313721889,2226.09657,353.47644,2073.93084,70.06972,0.0,203.71645,30.3581
2023-01-23 03:00:00,2024-07-17 00:00:00,3.1,3.1056488767959336,275.9312643205667,273.4938012596341,0.0,0.2375460313721889,2301.91848,355.15344,2103.07961,73.26,0.0,204.09752,31.82109
2023-01-23 04:00:00,2024-07-17 00:00:00,3.1,3.016246613020007,275.4389024477679,273.1715866890674,0.2697247821623216,0.7753058549291394,2356.14452,359.00255,2108.71847,111.16534,0.01741,202.79728,30.34338
2023-01-23 05:00:00,2024-07-17 00:00:00,3.1,3.016246613020007,275.4389024477679,273.1715866890674,0.2697247821623216,0.7753058549291394,2415.18235,359.89991,2118.51417,190.18358,23.20749,194.80039,30.92425
2023-01-23 06:00:00,2024-07-17 00:00:00,3.1,3.016246613020007,275.4389024477679,273.1715866890674,0.2697247821623216,0.7753058549291394,2437.21522,360.07868,2145.86939,300.62535,85.91141,193.96606,30.30059
