Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,nuclear,oil,hydro,solar,wind,biomass,unknown
37464,2023-04-11 00:00:00,100.42,426.0,152.0,4367.0,0.0,691.0,0.0,618.0,644.0,75.0
37465,2023-04-11 01:00:00,98.62,419.0,145.0,4367.0,0.0,717.0,0.0,669.0,643.0,78.0
37466,2023-04-11 02:00:00,99.74,439.0,146.0,4367.0,0.0,748.0,1.0,735.0,644.0,80.0
37467,2023-04-11 03:00:00,100.28,464.0,146.0,4367.0,0.0,1050.0,24.0,672.0,679.0,80.0
37468,2023-04-11 04:00:00,99.05,473.0,168.0,4366.0,0.0,1379.0,75.0,584.0,685.0,71.0
37469,2023-04-11 05:00:00,96.94,477.0,168.0,4366.0,0.0,1654.0,138.0,461.0,667.0,64.0
37470,2023-04-11 06:00:00,95.61,468.0,170.0,4369.0,0.0,1839.0,223.0,270.0,656.0,61.0
37471,2023-04-11 07:00:00,96.46,468.0,172.0,4369.0,0.0,1826.0,294.0,120.0,635.0,59.0
37472,2023-04-11 08:00:00,95.48,463.0,135.0,4366.0,0.0,1679.0,328.0,78.0,637.0,55.0
37473,2023-04-11 09:00:00,92.98,428.0,126.0,4365.0,0.0,1429.0,348.0,109.0,624.0,51.0
37474,2023-04-11 10:00:00,92.45,401.0,126.0,4366.0,0.0,1156.0,314.0,175.0,626.0,52.0
37475,2023-04-11 11:00:00,93.16,386.0,126.0,4371.0,1.0,925.0,266.0,233.0,621.0,57.0
37476,2023-04-11 12:00:00,92.64,379.0,125.0,4370.0,0.0,941.0,234.0,237.0,624.0,60.0
37477,2023-04-11 13:00:00,93.39,392.0,137.0,4367.0,0.0,989.0,182.0,237.0,620.0,47.0
37478,2023-04-11 14:00:00,91.66,408.0,127.0,4367.0,0.0,1275.0,123.0,280.0,627.0,46.0
37479,2023-04-11 15:00:00,92.41,413.0,185.0,4366.0,0.0,1585.0,65.0,333.0,624.0,49.0
37480,2023-04-11 16:00:00,90.62,408.0,173.0,4367.0,0.0,1554.0,18.0,491.0,630.0,53.0
37481,2023-04-11 17:00:00,91.78,431.0,178.0,4368.0,0.0,1415.0,0.0,813.0,647.0,59.0
37482,2023-04-11 18:00:00,89.08,439.0,178.0,4366.0,0.0,1347.0,0.0,1237.0,648.0,61.0
37483,2023-04-11 19:00:00,86.42,433.0,171.0,4366.0,0.0,1304.0,0.0,1497.0,654.0,63.0
37484,2023-04-11 20:00:00,88.32,424.0,171.0,4364.0,0.0,1005.0,0.0,1489.0,660.0,66.0
37485,2023-04-11 21:00:00,91.45,423.0,166.0,4365.0,0.0,755.0,0.0,1338.0,656.0,66.0
37486,2023-04-11 22:00:00,92.51,426.0,126.0,4367.0,1.0,791.0,0.0,1046.0,653.0,67.0
37487,2023-04-11 23:00:00,96.08,428.0,131.0,4368.0,1.0,784.0,0.0,804.0,661.0,69.0
