Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
41232,2023-09-15 00:00:00,2024-07-17 00:00:00,3.1,251.79,483.0,105.0,27.0,0.0,1260.0,313.0
41233,2023-09-15 01:00:00,2024-07-17 00:00:00,3.1,239.36,471.0,106.0,27.0,0.0,1351.0,281.0
41234,2023-09-15 02:00:00,2024-07-17 00:00:00,3.1,241.16,473.0,105.0,28.0,0.0,1338.0,305.0
41235,2023-09-15 03:00:00,2024-07-17 00:00:00,3.1,249.36,492.0,104.0,29.0,0.0,1306.0,315.0
41236,2023-09-15 04:00:00,2024-07-17 00:00:00,3.1,275.38,586.0,115.0,29.0,1.0,1280.0,354.0
41237,2023-09-15 05:00:00,2024-07-17 00:00:00,3.1,262.69,551.0,121.0,29.0,86.0,1253.0,359.0
41238,2023-09-15 06:00:00,2024-07-17 00:00:00,3.1,229.13,503.0,116.0,29.0,382.0,1236.0,318.0
41239,2023-09-15 07:00:00,2024-07-17 00:00:00,3.1,196.4,452.0,108.0,29.0,786.0,1177.0,312.0
41240,2023-09-15 08:00:00,2024-07-17 00:00:00,3.1,159.58,380.0,102.0,28.0,1265.0,1165.0,279.0
41241,2023-09-15 09:00:00,2024-07-17 00:00:00,3.1,139.59,355.0,96.0,28.0,1612.0,1234.0,240.0
41242,2023-09-15 10:00:00,2024-07-17 00:00:00,3.1,149.44,389.0,165.0,35.0,1778.0,1268.0,331.0
41243,2023-09-15 11:00:00,2024-07-17 00:00:00,3.1,140.96,384.0,98.0,29.0,1851.0,1183.0,243.0
41244,2023-09-15 12:00:00,2024-07-17 00:00:00,3.1,154.1,424.0,91.0,27.0,1812.0,1042.0,270.0
41245,2023-09-15 13:00:00,2024-07-17 00:00:00,3.1,171.26,449.0,98.0,29.0,1681.0,862.0,238.0
41246,2023-09-15 14:00:00,2024-07-17 00:00:00,3.1,196.48,490.0,104.0,30.0,1361.0,820.0,257.0
41247,2023-09-15 15:00:00,2024-07-17 00:00:00,3.1,248.16,586.0,115.0,30.0,829.0,846.0,325.0
41248,2023-09-15 16:00:00,2024-07-17 00:00:00,3.1,320.73,650.0,146.0,30.0,296.0,799.0,331.0
41249,2023-09-15 17:00:00,2024-07-17 00:00:00,3.1,353.52,618.0,148.0,31.0,28.0,776.0,350.0
41250,2023-09-15 18:00:00,2024-07-17 00:00:00,3.1,299.24,577.0,142.0,31.0,0.0,1092.0,342.0
41251,2023-09-15 19:00:00,2024-07-17 00:00:00,3.1,229.6,492.0,108.0,28.0,0.0,1512.0,405.0
41252,2023-09-15 20:00:00,2024-07-17 00:00:00,3.1,189.35,399.0,102.0,29.0,0.0,1756.0,431.0
41253,2023-09-15 21:00:00,2024-07-17 00:00:00,3.1,153.32,264.0,99.0,29.0,0.0,1806.0,434.0
41254,2023-09-15 22:00:00,2024-07-17 00:00:00,3.1,157.71,257.0,99.0,28.0,0.0,1705.0,460.0
41255,2023-09-15 23:00:00,2024-07-17 00:00:00,3.1,164.07,257.0,99.0,28.0,0.0,1612.0,490.0
