Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
37560,2023-04-15 00:00:00,2024-07-17 00:00:00,3.1,131.79,362.0,227.0,39.0,0.0,1670.0,547.0
37561,2023-04-15 01:00:00,2024-07-17 00:00:00,3.1,123.31,354.0,229.0,38.0,0.0,1822.0,551.0
37562,2023-04-15 02:00:00,2024-07-17 00:00:00,3.1,134.43,388.0,347.0,63.0,0.0,1996.0,545.0
37563,2023-04-15 03:00:00,2024-07-17 00:00:00,3.1,101.12,305.0,214.0,34.0,0.0,2117.0,542.0
37564,2023-04-15 04:00:00,2024-07-17 00:00:00,3.1,112.91,355.0,241.0,35.0,6.0,2163.0,505.0
37565,2023-04-15 05:00:00,2024-07-17 00:00:00,3.1,108.52,342.0,201.0,36.0,69.0,2038.0,529.0
37566,2023-04-15 06:00:00,2024-07-17 00:00:00,3.1,100.7,338.0,178.0,36.0,211.0,2025.0,562.0
37567,2023-04-15 07:00:00,2024-07-17 00:00:00,3.1,87.32,301.0,162.0,35.0,413.0,1976.0,582.0
37568,2023-04-15 08:00:00,2024-07-17 00:00:00,3.1,75.01,272.0,159.0,36.0,579.0,2163.0,526.0
37569,2023-04-15 09:00:00,2024-07-17 00:00:00,3.1,71.66,259.0,165.0,39.0,733.0,2149.0,475.0
37570,2023-04-15 10:00:00,2024-07-17 00:00:00,3.1,70.22,256.0,162.0,44.0,1053.0,1926.0,438.0
37571,2023-04-15 11:00:00,2024-07-17 00:00:00,3.1,64.98,247.0,155.0,43.0,1251.0,1896.0,448.0
37572,2023-04-15 12:00:00,2024-07-17 00:00:00,3.1,63.87,249.0,156.0,43.0,1308.0,1910.0,474.0
37573,2023-04-15 13:00:00,2024-07-17 00:00:00,3.1,67.13,249.0,156.0,43.0,1049.0,1854.0,588.0
37574,2023-04-15 14:00:00,2024-07-17 00:00:00,3.1,74.93,253.0,169.0,44.0,704.0,1901.0,568.0
37575,2023-04-15 15:00:00,2024-07-17 00:00:00,3.1,88.57,264.0,217.0,45.0,411.0,1952.0,489.0
37576,2023-04-15 16:00:00,2024-07-17 00:00:00,3.1,123.67,342.0,364.0,50.0,197.0,1869.0,533.0
37577,2023-04-15 17:00:00,2024-07-17 00:00:00,3.1,137.28,354.0,396.0,50.0,66.0,1782.0,527.0
37578,2023-04-15 18:00:00,2024-07-17 00:00:00,3.1,142.88,346.0,387.0,48.0,3.0,1620.0,575.0
37579,2023-04-15 19:00:00,2024-07-17 00:00:00,3.1,149.93,354.0,355.0,50.0,0.0,1495.0,552.0
37580,2023-04-15 20:00:00,2024-07-17 00:00:00,3.1,147.62,340.0,344.0,47.0,0.0,1487.0,524.0
37581,2023-04-15 21:00:00,2024-07-17 00:00:00,3.1,148.92,340.0,338.0,47.0,0.0,1433.0,545.0
37582,2023-04-15 22:00:00,2024-07-17 00:00:00,3.1,151.42,335.0,297.0,41.0,0.0,1209.0,635.0
37583,2023-04-15 23:00:00,2024-07-17 00:00:00,3.1,156.02,333.0,292.0,39.0,0.0,1087.0,665.0
