Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
36360,2023-02-24 00:00:00,2024-07-17 00:00:00,3.1,127.85,330.0,233.0,39.0,5.0,3469.0,711.0
36361,2023-02-24 01:00:00,2024-07-17 00:00:00,3.1,114.38,329.0,235.0,38.0,2.0,4098.0,718.0
36362,2023-02-24 02:00:00,2024-07-17 00:00:00,3.1,103.41,313.0,232.0,35.0,2.0,4475.0,636.0
36363,2023-02-24 03:00:00,2024-07-17 00:00:00,3.1,101.24,319.0,233.0,37.0,2.0,4726.0,671.0
36364,2023-02-24 04:00:00,2024-07-17 00:00:00,3.1,104.64,327.0,268.0,38.0,2.0,4638.0,610.0
36365,2023-02-24 05:00:00,2024-07-17 00:00:00,3.1,117.8,350.0,356.0,40.0,0.0,4604.0,821.0
36366,2023-02-24 06:00:00,2024-07-17 00:00:00,3.1,129.81,451.0,353.0,42.0,3.0,4532.0,783.0
36367,2023-02-24 07:00:00,2024-07-17 00:00:00,3.1,122.79,398.0,311.0,43.0,84.0,4407.0,791.0
36368,2023-02-24 08:00:00,2024-07-17 00:00:00,3.1,138.74,482.0,383.0,48.0,230.0,4341.0,971.0
36369,2023-02-24 09:00:00,2024-07-17 00:00:00,3.1,141.19,524.0,405.0,50.0,391.0,4318.0,871.0
36370,2023-02-24 10:00:00,2024-07-17 00:00:00,3.1,141.52,565.0,405.0,51.0,516.0,4416.0,856.0
36371,2023-02-24 11:00:00,2024-07-17 00:00:00,3.1,145.52,651.0,377.0,50.0,642.0,4490.0,880.0
36372,2023-02-24 12:00:00,2024-07-17 00:00:00,3.1,143.03,674.0,353.0,48.0,718.0,4592.0,846.0
36373,2023-02-24 13:00:00,2024-07-17 00:00:00,3.1,128.26,573.0,273.0,40.0,578.0,4698.0,816.0
36374,2023-02-24 14:00:00,2024-07-17 00:00:00,3.1,138.53,640.0,295.0,41.0,329.0,4749.0,827.0
36375,2023-02-24 15:00:00,2024-07-17 00:00:00,3.1,143.99,632.0,338.0,44.0,152.0,4636.0,757.0
36376,2023-02-24 16:00:00,2024-07-17 00:00:00,3.1,161.09,771.0,381.0,47.0,20.0,4666.0,672.0
36377,2023-02-24 17:00:00,2024-07-17 00:00:00,3.1,166.11,763.0,370.0,48.0,0.0,4419.0,680.0
36378,2023-02-24 18:00:00,2024-07-17 00:00:00,3.1,173.54,857.0,326.0,51.0,0.0,4491.0,859.0
36379,2023-02-24 19:00:00,2024-07-17 00:00:00,3.1,158.83,788.0,301.0,47.0,0.0,4702.0,721.0
36380,2023-02-24 20:00:00,2024-07-17 00:00:00,3.1,141.65,626.0,275.0,37.0,0.0,4604.0,705.0
36381,2023-02-24 21:00:00,2024-07-17 00:00:00,3.1,127.97,519.0,265.0,37.0,2.0,4625.0,654.0
36382,2023-02-24 22:00:00,2024-07-17 00:00:00,3.1,119.52,477.0,239.0,38.0,1.0,4702.0,611.0
36383,2023-02-24 23:00:00,2024-07-17 00:00:00,3.1,128.67,581.0,235.0,34.0,1.0,4863.0,671.0
