UTC time,creation_time (UTC),version,forecast_avg_wind_speed_wMean,forecast_avg_temperature_wMean,forecast_avg_dewpoint_wMean,forecast_avg_dswrf_wMean,forecast_avg_precipitation_wMean,avg_coal_production_forecast,avg_nat_gas_production_forecast,avg_oil_production_forecast,avg_solar_production_forecast,avg_wind_production_forecast,avg_biomass_production_forecast
2023-02-26 00:00:00,2024-07-17 00:00:00,3.1,3.1387107702816097,275.40921937932166,271.432094528863,0.0,0.0,558.12,278.533,26.44641,0.0,2218.99991,712.01379
2023-02-26 01:00:00,2024-07-17 00:00:00,3.1,3.103408059716532,275.3872610732701,271.29080449373146,0.0,0.0001938583134495,550.36875,247.24289,24.2488,0.0,2122.9999,709.09538
2023-02-26 02:00:00,2024-07-17 00:00:00,3.1,3.103408059716532,275.3872610732701,271.29080449373146,0.0,0.0001938583134495,534.73458,228.7979,26.23398,0.0,1970.99998,717.22011
2023-02-26 03:00:00,2024-07-17 00:00:00,3.1,3.103408059716532,275.3872610732701,271.29080449373146,0.0,0.0001938583134495,545.80586,211.49798,24.00124,0.0,1845.00004,717.80222
2023-02-26 04:00:00,2024-07-17 00:00:00,3.1,3.232936976305344,275.48131472088056,271.4795149914682,0.0,0.0001938583134495,538.33703,223.40311,23.88661,0.0,1730.99996,720.09824
2023-02-26 05:00:00,2024-07-17 00:00:00,3.1,3.232936976305344,275.48131472088056,271.4795149914682,0.0,0.0001938583134495,536.67408,240.25131,23.95176,0.0,1591.00001,722.02545
2023-02-26 06:00:00,2024-07-17 00:00:00,3.1,3.232936976305344,275.48131472088056,271.4795149914682,0.0,0.0001938583134495,538.87188,248.71352,24.89279,28.0,1478.0,730.68113
2023-02-26 07:00:00,2024-07-17 00:00:00,3.1,2.819565950980614,277.12990311430065,272.0688231796126,112.15302623176456,0.0,570.46991,266.04932,24.05665,279.0,1477.00004,736.74936
2023-02-26 08:00:00,2024-07-17 00:00:00,3.1,2.819565950980614,277.12990311430065,272.0688231796126,112.15302623176456,0.0,592.9038,296.66278,26.50908,613.99999,1450.99995,735.27728
2023-02-26 09:00:00,2024-07-17 00:00:00,3.1,2.819565950980614,277.12990311430065,272.0688231796126,112.15302623176456,0.0,581.72155,329.54355,26.20511,896.99996,1430.99995,739.5399
2023-02-26 10:00:00,2024-07-17 00:00:00,3.1,2.937977164916149,278.4948163711676,272.6481516074891,232.4986598651143,0.0,562.91824,359.3134,24.57608,1086.00005,1500.99999,727.78705
2023-02-26 11:00:00,2024-07-17 00:00:00,3.1,2.937977164916149,278.4948163711676,272.6481516074891,232.4986598651143,0.0,576.44778,376.25412,24.60154,1152.99996,1528.00004,729.11076
2023-02-26 12:00:00,2024-07-17 00:00:00,3.1,2.937977164916149,278.4948163711676,272.6481516074891,232.4986598651143,0.0,553.30902,369.87536,25.66465,1106.00001,1534.99998,732.33228
2023-02-26 13:00:00,2024-07-17 00:00:00,3.1,2.5314110079546603,278.3903149191635,273.5004558896995,283.56298067263606,0.0001878574291248,561.65068,366.63219,26.75113,939.99996,1444.0,735.09755
2023-02-26 14:00:00,2024-07-17 00:00:00,3.1,2.5314110079546603,278.3903149191635,273.5004558896995,283.56298067263606,0.0001878574291248,502.23367,388.70889,25.80571,660.99999,1382.99995,752.62563
2023-02-26 15:00:00,2024-07-17 00:00:00,3.1,2.5314110079546603,278.3903149191635,273.5004558896995,283.56298067263606,0.0001878574291248,523.73614,375.02654,26.66795,230.0,1282.00003,770.55186
2023-02-26 16:00:00,2024-07-17 00:00:00,3.1,2.22453371279214,276.9248643473595,273.41903870793766,161.28392886574431,0.0001878574291248,535.51833,393.60176,28.79721,10.0,1064.99999,762.75795
2023-02-26 17:00:00,2024-07-17 00:00:00,3.1,2.22453371279214,276.9248643473595,273.41903870793766,161.28392886574431,0.0001878574291248,535.68692,409.13627,28.88841,0.0,931.99999,749.26596
2023-02-26 18:00:00,2024-07-17 00:00:00,3.1,2.22453371279214,276.9248643473595,273.41903870793766,161.28392886574431,0.0001878574291248,522.01454,424.22749,30.20263,0.0,971.00001,734.54115
2023-02-26 19:00:00,2024-07-17 00:00:00,3.1,1.768061905952492,276.456000165841,273.30742340663835,0.0,0.0,530.30302,443.47631,29.5682,0.0,1030.99999,734.39243
2023-02-26 20:00:00,2024-07-17 00:00:00,3.1,1.768061905952492,276.456000165841,273.30742340663835,0.0,0.0,523.65844,437.25143,30.32117,0.0,950.00001,746.35602
2023-02-26 21:00:00,2024-07-17 00:00:00,3.1,1.768061905952492,276.456000165841,273.30742340663835,0.0,0.0,542.4063,413.1343,28.17814,0.0,776.0,745.46916
2023-02-26 22:00:00,2024-07-17 00:00:00,3.1,1.580567656847644,276.1634500657628,273.04641573505774,0.0,0.0,545.20231,368.25598,26.70017,0.0,579.00001,750.93203
2023-02-26 23:00:00,2024-07-17 00:00:00,3.1,1.580567656847644,276.1634500657628,273.04641573505774,0.0,0.0,535.38187,333.48335,26.25593,0.0,637.00002,744.29827
