UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-06-03 00:00:00,118.0,107.0,23.0,0.0,140.0,373.0
2023-06-03 01:00:00,108.0,99.0,21.0,0.0,212.0,379.0
2023-06-03 02:00:00,107.0,98.0,21.0,3.0,309.0,373.0
2023-06-03 03:00:00,110.0,104.0,22.0,67.0,396.0,387.0
2023-06-03 04:00:00,107.0,98.0,21.0,252.0,463.0,383.0
2023-06-03 05:00:00,107.0,97.0,21.0,618.0,413.0,363.0
2023-06-03 06:00:00,108.0,96.0,22.0,1142.0,446.0,349.0
2023-06-03 07:00:00,111.0,90.0,22.0,1644.0,556.0,254.0
2023-06-03 08:00:00,110.0,85.0,22.0,1973.0,736.0,229.0
2023-06-03 09:00:00,105.0,83.0,21.0,2137.0,861.0,226.0
2023-06-03 10:00:00,98.0,78.0,19.0,2208.0,777.0,220.0
2023-06-03 11:00:00,96.0,77.0,19.0,1632.0,611.0,193.0
2023-06-03 12:00:00,94.0,76.0,19.0,1653.0,634.0,189.0
2023-06-03 13:00:00,93.0,75.0,19.0,2071.0,996.0,187.0
2023-06-03 14:00:00,102.0,81.0,21.0,1903.0,1287.0,243.0
2023-06-03 15:00:00,103.0,85.0,27.0,1533.0,1317.0,257.0
2023-06-03 16:00:00,97.0,83.0,27.0,999.0,1259.0,325.0
2023-06-03 17:00:00,102.0,90.0,29.0,471.0,1128.0,369.0
2023-06-03 18:00:00,109.0,95.0,30.0,161.0,964.0,484.0
2023-06-03 19:00:00,113.0,96.0,31.0,34.0,948.0,429.0
2023-06-03 20:00:00,125.0,104.0,33.0,1.0,997.0,373.0
2023-06-03 21:00:00,123.0,99.0,25.0,0.0,1176.0,342.0
2023-06-03 22:00:00,119.0,94.0,24.0,0.0,1212.0,387.0
2023-06-03 23:00:00,118.0,94.0,23.0,0.0,1086.0,411.0
