UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-01 00:00:00,127.0,97.0,25.0,0.0,838.0,301.0
2023-08-01 01:00:00,131.0,100.0,26.0,0.0,672.0,313.0
2023-08-01 02:00:00,138.0,109.0,28.0,0.0,569.0,320.0
2023-08-01 03:00:00,164.0,198.0,53.0,4.0,537.0,409.0
2023-08-01 04:00:00,179.0,233.0,78.0,64.0,515.0,457.0
2023-08-01 05:00:00,118.0,111.0,35.0,161.0,481.0,534.0
2023-08-01 06:00:00,104.0,97.0,21.0,254.0,431.0,507.0
2023-08-01 07:00:00,123.0,106.0,24.0,418.0,463.0,419.0
2023-08-01 08:00:00,126.0,100.0,25.0,649.0,466.0,434.0
2023-08-01 09:00:00,128.0,100.0,25.0,816.0,460.0,396.0
2023-08-01 10:00:00,127.0,97.0,25.0,938.0,555.0,391.0
2023-08-01 11:00:00,127.0,97.0,25.0,1071.0,679.0,402.0
2023-08-01 12:00:00,125.0,96.0,25.0,1114.0,782.0,453.0
2023-08-01 13:00:00,124.0,96.0,25.0,1077.0,707.0,422.0
2023-08-01 14:00:00,130.0,99.0,26.0,956.0,630.0,408.0
2023-08-01 15:00:00,133.0,101.0,26.0,730.0,675.0,402.0
2023-08-01 16:00:00,132.0,109.0,26.0,575.0,735.0,414.0
2023-08-01 17:00:00,143.0,119.0,28.0,311.0,877.0,498.0
2023-08-01 18:00:00,140.0,123.0,28.0,84.0,1254.0,411.0
2023-08-01 19:00:00,140.0,123.0,28.0,7.0,1313.0,520.0
2023-08-01 20:00:00,142.0,123.0,28.0,0.0,1429.0,563.0
2023-08-01 21:00:00,132.0,110.0,26.0,0.0,1352.0,554.0
2023-08-01 22:00:00,127.0,102.0,25.0,0.0,1308.0,560.0
2023-08-01 23:00:00,127.0,102.0,25.0,0.0,1141.0,541.0
