UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-08-03 00:00:00,126.0,99.0,25.0,0.0,1351.0,306.0
2023-08-03 01:00:00,127.0,99.0,25.0,0.0,1300.0,298.0
2023-08-03 02:00:00,125.0,97.0,25.0,0.0,1431.0,314.0
2023-08-03 03:00:00,131.0,99.0,26.0,2.0,1367.0,296.0
2023-08-03 04:00:00,129.0,103.0,26.0,52.0,1188.0,290.0
2023-08-03 05:00:00,129.0,104.0,26.0,190.0,1262.0,350.0
2023-08-03 06:00:00,126.0,102.0,25.0,326.0,1092.0,331.0
2023-08-03 07:00:00,128.0,103.0,25.0,532.0,1036.0,336.0
2023-08-03 08:00:00,125.0,94.0,25.0,736.0,1075.0,305.0
2023-08-03 09:00:00,126.0,96.0,25.0,911.0,1125.0,239.0
2023-08-03 10:00:00,126.0,98.0,25.0,1086.0,1074.0,309.0
2023-08-03 11:00:00,131.0,94.0,26.0,1159.0,1114.0,264.0
2023-08-03 12:00:00,133.0,102.0,26.0,1135.0,1219.0,234.0
2023-08-03 13:00:00,134.0,104.0,26.0,1207.0,1180.0,233.0
2023-08-03 14:00:00,138.0,99.0,27.0,1030.0,1463.0,267.0
2023-08-03 15:00:00,143.0,109.0,28.0,869.0,1594.0,318.0
2023-08-03 16:00:00,145.0,116.0,28.0,618.0,1680.0,304.0
2023-08-03 17:00:00,148.0,118.0,29.0,274.0,1765.0,290.0
2023-08-03 18:00:00,146.0,118.0,29.0,93.0,1639.0,300.0
2023-08-03 19:00:00,143.0,115.0,28.0,5.0,1629.0,311.0
2023-08-03 20:00:00,140.0,111.0,28.0,0.0,1657.0,314.0
2023-08-03 21:00:00,138.0,103.0,27.0,0.0,1910.0,257.0
2023-08-03 22:00:00,131.0,99.0,26.0,0.0,2023.0,285.0
2023-08-03 23:00:00,127.0,97.0,25.0,0.0,2282.0,248.0
