Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
36000,2023-02-09 00:00:00,2024-07-17 00:00:00,3.1,55.57,382.0,128.0,19.0,5.0,5036.0,646.0
36001,2023-02-09 01:00:00,2024-07-17 00:00:00,3.1,57.25,381.0,130.0,19.0,5.0,4981.0,517.0
36002,2023-02-09 02:00:00,2024-07-17 00:00:00,3.1,58.62,382.0,156.0,22.0,5.0,4963.0,562.0
36003,2023-02-09 03:00:00,2024-07-17 00:00:00,3.1,56.29,376.0,135.0,20.0,5.0,4907.0,665.0
36004,2023-02-09 04:00:00,2024-07-17 00:00:00,3.1,56.49,380.0,150.0,20.0,5.0,4930.0,754.0
36005,2023-02-09 05:00:00,2024-07-17 00:00:00,3.1,62.31,377.0,246.0,21.0,5.0,4799.0,748.0
36006,2023-02-09 06:00:00,2024-07-17 00:00:00,3.1,70.4,435.0,228.0,20.0,6.0,4495.0,826.0
36007,2023-02-09 07:00:00,2024-07-17 00:00:00,3.1,85.72,523.0,223.0,20.0,38.0,4163.0,727.0
36008,2023-02-09 08:00:00,2024-07-17 00:00:00,3.1,87.21,500.0,223.0,19.0,133.0,3762.0,755.0
36009,2023-02-09 09:00:00,2024-07-17 00:00:00,3.1,80.79,462.0,211.0,20.0,245.0,3719.0,756.0
36010,2023-02-09 10:00:00,2024-07-17 00:00:00,3.1,77.55,477.0,213.0,21.0,456.0,3835.0,799.0
36011,2023-02-09 11:00:00,2024-07-17 00:00:00,3.1,78.97,548.0,216.0,21.0,501.0,4277.0,831.0
36012,2023-02-09 12:00:00,2024-07-17 00:00:00,3.1,74.76,539.0,174.0,20.0,514.0,4393.0,809.0
36013,2023-02-09 13:00:00,2024-07-17 00:00:00,3.1,70.82,508.0,225.0,24.0,387.0,4715.0,906.0
36014,2023-02-09 14:00:00,2024-07-17 00:00:00,3.1,64.39,455.0,160.0,22.0,215.0,4765.0,812.0
36015,2023-02-09 15:00:00,2024-07-17 00:00:00,3.1,77.69,577.0,149.0,21.0,52.0,4855.0,810.0
36016,2023-02-09 16:00:00,2024-07-17 00:00:00,3.1,78.89,596.0,161.0,23.0,1.0,5014.0,820.0
36017,2023-02-09 17:00:00,2024-07-17 00:00:00,3.1,69.83,521.0,183.0,23.0,0.0,5125.0,922.0
36018,2023-02-09 18:00:00,2024-07-17 00:00:00,3.1,68.62,515.0,194.0,33.0,0.0,5301.0,902.0
36019,2023-02-09 19:00:00,2024-07-17 00:00:00,3.1,65.05,486.0,190.0,32.0,0.0,5494.0,756.0
36020,2023-02-09 20:00:00,2024-07-17 00:00:00,3.1,61.3,452.0,168.0,26.0,0.0,5462.0,682.0
36021,2023-02-09 21:00:00,2024-07-17 00:00:00,3.1,63.13,458.0,158.0,24.0,0.0,5270.0,684.0
36022,2023-02-09 22:00:00,2024-07-17 00:00:00,3.1,67.57,478.0,156.0,23.0,0.0,5017.0,695.0
36023,2023-02-09 23:00:00,2024-07-17 00:00:00,3.1,67.02,446.0,142.0,22.0,0.0,4687.0,678.0
