Unnamed: 0,UTC time,creation_time (UTC),version,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
42552,2023-11-09 00:00:00,2024-07-17 00:00:00,3.1,74.94,346.0,203.0,40.0,0.0,3786.0,353.0
42553,2023-11-09 01:00:00,2024-07-17 00:00:00,3.1,85.85,332.0,194.0,38.0,0.0,3080.0,311.0
42554,2023-11-09 02:00:00,2024-07-17 00:00:00,3.1,101.22,333.0,191.0,38.0,0.0,2490.0,299.0
42555,2023-11-09 03:00:00,2024-07-17 00:00:00,3.1,120.95,361.0,210.0,37.0,0.0,2119.0,308.0
42556,2023-11-09 04:00:00,2024-07-17 00:00:00,3.1,138.92,385.0,248.0,37.0,0.0,1901.0,304.0
42557,2023-11-09 05:00:00,2024-07-17 00:00:00,3.1,163.98,483.0,296.0,39.0,0.0,1725.0,460.0
42558,2023-11-09 06:00:00,2024-07-17 00:00:00,3.1,168.78,490.0,320.0,47.0,0.0,1585.0,579.0
42559,2023-11-09 07:00:00,2024-07-17 00:00:00,3.1,167.68,487.0,339.0,49.0,22.0,1511.0,666.0
42560,2023-11-09 08:00:00,2024-07-17 00:00:00,3.1,173.73,474.0,369.0,49.0,86.0,1416.0,580.0
42561,2023-11-09 09:00:00,2024-07-17 00:00:00,3.1,167.15,445.0,328.0,48.0,140.0,1322.0,583.0
42562,2023-11-09 10:00:00,2024-07-17 00:00:00,3.1,141.51,351.0,320.0,44.0,192.0,1231.0,710.0
42563,2023-11-09 11:00:00,2024-07-17 00:00:00,3.1,143.0,348.0,304.0,38.0,228.0,1171.0,655.0
42564,2023-11-09 12:00:00,2024-07-17 00:00:00,3.1,156.6,385.75,305.25,44.75,222.0,1150.0,601.5
42565,2023-11-09 13:00:00,2024-07-17 00:00:00,3.1,176.62,473.0,355.0,40.0,205.0,1103.0,695.0
42566,2023-11-09 14:00:00,2024-07-17 00:00:00,3.1,180.88,466.0,372.0,41.0,87.0,1120.0,725.0
42567,2023-11-09 15:00:00,2024-07-17 00:00:00,3.1,186.48,462.0,391.0,41.0,5.0,1149.0,700.0
42568,2023-11-09 16:00:00,2024-07-17 00:00:00,3.1,186.46,444.0,414.0,44.0,1.0,1111.0,713.0
42569,2023-11-09 17:00:00,2024-07-17 00:00:00,3.1,176.9,435.0,390.0,49.0,1.0,1168.0,754.0
42570,2023-11-09 18:00:00,2024-07-17 00:00:00,3.1,170.14,426.0,382.0,50.0,0.0,1305.0,690.0
42571,2023-11-09 19:00:00,2024-07-17 00:00:00,3.1,137.58,315.0,337.0,48.0,0.0,1490.0,598.0
42572,2023-11-09 20:00:00,2024-07-17 00:00:00,3.1,119.89,299.0,286.0,44.0,0.0,1756.0,542.0
42573,2023-11-09 21:00:00,2024-07-17 00:00:00,3.1,113.08,302.0,277.0,39.0,0.0,2016.0,442.0
42574,2023-11-09 22:00:00,2024-07-17 00:00:00,3.1,103.6,279.0,195.0,40.0,0.0,1972.0,414.0
42575,2023-11-09 23:00:00,2024-07-17 00:00:00,3.1,106.89,272.0,176.0,40.0,0.0,1678.0,529.0
