UTC time,coal,nat_gas,oil,solar,wind,biomass
2023-01-16 00:00:00,399.0,150.0,34.0,0.0,4600.0,615.0
2023-01-16 01:00:00,401.0,151.0,34.0,0.0,4107.0,634.0
2023-01-16 02:00:00,480.0,157.0,36.0,0.0,3505.0,639.0
2023-01-16 03:00:00,535.0,182.0,36.0,0.0,2950.0,645.0
2023-01-16 04:00:00,613.0,253.0,36.0,0.0,2467.0,752.0
2023-01-16 05:00:00,743.0,402.0,40.0,0.0,2097.0,902.0
2023-01-16 06:00:00,748.0,551.0,42.0,0.0,2080.0,906.0
2023-01-16 07:00:00,721.0,550.0,49.0,3.0,2491.0,962.0
2023-01-16 08:00:00,630.0,540.0,52.0,62.0,2470.0,950.0
2023-01-16 09:00:00,593.0,543.0,51.0,182.0,2454.0,935.0
2023-01-16 10:00:00,706.0,562.0,50.0,256.0,2441.0,968.0
2023-01-16 11:00:00,602.0,512.0,49.0,302.0,2483.0,910.0
2023-01-16 12:00:00,681.0,511.0,49.0,218.0,2385.0,951.0
2023-01-16 13:00:00,650.0,501.0,47.0,132.0,2132.0,958.0
2023-01-16 14:00:00,661.0,570.0,50.0,44.0,2430.0,998.0
2023-01-16 15:00:00,615.0,443.0,47.0,6.0,2776.0,887.0
2023-01-16 16:00:00,570.0,481.0,48.0,6.0,3274.0,823.0
2023-01-16 17:00:00,508.0,493.0,49.0,10.0,3538.0,781.0
2023-01-16 18:00:00,542.0,411.0,51.0,10.0,3473.0,793.0
2023-01-16 19:00:00,544.0,414.0,50.0,5.0,3500.0,760.0
2023-01-16 20:00:00,639.0,459.0,49.0,0.0,3708.0,872.0
2023-01-16 21:00:00,610.0,413.0,46.0,0.0,3619.0,846.0
2023-01-16 22:00:00,617.0,360.0,45.0,0.0,3485.0,699.0
2023-01-16 23:00:00,603.0,239.0,45.0,0.0,3126.0,659.0
