Unnamed: 0,UTC time,carbon_intensity,coal,nat_gas,oil,solar,wind,biomass
43824,2024-01-01 00:00:00,119.64,255.0,146.0,52.0,1.0,2920.0,517.0
43825,2024-01-01 01:00:00,120.91,262.0,150.0,53.0,1.0,2924.0,503.0
43826,2024-01-01 02:00:00,118.4,258.0,141.0,52.0,1.0,2912.0,464.0
43827,2024-01-01 03:00:00,130.66,260.0,142.0,53.0,1.0,2537.0,462.0
43828,2024-01-01 04:00:00,130.8,258.0,141.0,52.0,1.0,2516.0,464.0
43829,2024-01-01 05:00:00,137.0,263.0,147.0,53.0,1.0,2406.0,479.0
43830,2024-01-01 06:00:00,140.41,283.0,163.0,56.0,1.0,2480.0,482.0
43831,2024-01-01 07:00:00,147.44,287.0,162.0,60.0,0.0,2333.0,480.0
43832,2024-01-01 08:00:00,136.58,301.0,163.0,67.0,17.0,2720.0,486.0
43833,2024-01-01 09:00:00,148.63,337.0,202.0,68.0,58.0,2680.0,560.0
43834,2024-01-01 10:00:00,152.89,337.0,213.0,68.0,84.0,2573.0,567.0
43835,2024-01-01 11:00:00,161.89,341.0,218.0,67.0,106.0,2360.0,585.0
43836,2024-01-01 12:00:00,170.67,345.0,220.0,68.0,97.0,2215.0,657.0
43837,2024-01-01 13:00:00,182.71,345.0,213.0,68.0,49.0,1991.0,667.0
43838,2024-01-01 14:00:00,185.71,359.0,226.0,69.0,9.0,2077.0,804.0
43839,2024-01-01 15:00:00,196.13,457.0,260.0,70.0,1.0,2288.0,899.0
43840,2024-01-01 16:00:00,207.34,522.0,264.0,70.0,1.0,2266.0,867.0
43841,2024-01-01 17:00:00,203.17,519.0,266.0,70.0,1.0,2340.0,825.0
43842,2024-01-01 18:00:00,192.9,506.0,266.0,70.0,1.0,2524.0,833.0
43843,2024-01-01 19:00:00,164.44,362.0,241.0,70.0,1.0,2618.0,794.0
43844,2024-01-01 20:00:00,155.63,345.0,232.0,71.0,1.0,2743.0,739.0
43845,2024-01-01 21:00:00,153.25,341.0,230.0,70.0,0.0,2780.0,728.0
43846,2024-01-01 22:00:00,139.77,304.0,201.0,63.0,0.0,2866.0,662.0
43847,2024-01-01 23:00:00,134.07,294.0,184.0,59.0,0.0,2789.0,476.0
